DATE: Tue, 16 Jun 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,23.399999618530273,35.20000076293945
00:01:02,23.399999618530273,35.20000076293945
00:02:02,23.399999618530273,35.20000076293945
00:03:01,23.399999618530273,35.29999923706055
00:04:01,23.399999618530273,35.29999923706055
00:05:02,23.399999618530273,35.400001525878906
00:06:02,23.399999618530273,35.5
00:07:01,23.399999618530273,35.5
00:08:02,23.399999618530273,35.5
00:09:02,23.399999618530273,35.5
00:10:02,23.299999237060547,35.5
00:11:01,23.399999618530273,35.5
00:12:01,23.399999618530273,35.599998474121094
00:13:01,23.399999618530273,35.599998474121094
00:14:02,23.299999237060547,35.599998474121094
00:15:02,23.399999618530273,35.599998474121094
00:16:02,23.299999237060547,35.599998474121094
00:17:01,23.299999237060547,35.599998474121094
00:18:01,23.299999237060547,35.599998474121094
00:19:01,23.200000762939453,35.70000076293945
00:20:02,23.200000762939453,35.70000076293945
00:21:01,23.299999237060547,35.79999923706055
00:22:01,23.200000762939453,35.599998474121094
00:23:01,23.299999237060547,35.70000076293945
00:24:01,23.200000762939453,35.599998474121094
00:25:01,23.200000762939453,35.599998474121094
00:26:02,23.200000762939453,35.599998474121094
00:27:01,23.200000762939453,35.599998474121094
00:28:02,23.200000762939453,35.599998474121094
00:29:02,23.200000762939453,35.599998474121094
00:30:02,23.299999237060547,35.599998474121094
00:31:01,23.299999237060547,35.599998474121094
00:32:01,23.200000762939453,35.5
00:33:01,23.299999237060547,35.5
00:34:01,23.200000762939453,35.400001525878906
00:35:01,23.299999237060547,35.5
00:36:01,23.200000762939453,35.599998474121094
00:37:02,23.200000762939453,35.400001525878906
00:38:01,23.200000762939453,35.5
00:39:02,23.200000762939453,35.599998474121094
00:40:02,23.200000762939453,35.599998474121094
00:41:01,23.200000762939453,35.70000076293945
00:42:01,23.100000381469727,35.599998474121094
00:43:01,23.100000381469727,35.70000076293945
00:44:02,23.100000381469727,35.70000076293945
