DATE: Mon, 15 Jun 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,23.299999237060547,35.79999923706055
00:01:01,23.200000762939453,35.79999923706055
00:02:02,23.299999237060547,36.0
00:03:02,23.200000762939453,35.79999923706055
00:04:01,23.200000762939453,35.900001525878906
00:05:02,23.200000762939453,36.0
00:06:02,23.200000762939453,36.099998474121094
00:07:02,23.100000381469727,36.099998474121094
00:08:01,23.0,36.20000076293945
00:09:02,23.0,36.29999923706055
00:10:02,23.0,36.400001525878906
00:11:01,23.0,36.400001525878906
00:12:01,22.899999618530273,36.400001525878906
00:13:01,22.899999618530273,36.5
00:14:01,22.899999618530273,36.5
00:15:02,22.899999618530273,36.599998474121094
00:16:02,22.899999618530273,36.599998474121094
00:17:02,22.899999618530273,36.599998474121094
00:18:01,22.799999237060547,36.599998474121094
00:19:01,22.799999237060547,36.5
00:20:02,22.799999237060547,36.599998474121094
00:21:02,22.799999237060547,36.599998474121094
00:22:01,22.799999237060547,36.599998474121094
00:23:02,22.799999237060547,36.599998474121094
00:24:02,22.799999237060547,36.599998474121094
00:25:01,22.700000762939453,36.599998474121094
00:26:01,22.700000762939453,36.70000076293945
00:27:01,22.700000762939453,36.70000076293945
00:28:01,22.700000762939453,36.70000076293945
00:29:02,22.700000762939453,36.79999923706055
00:30:02,22.700000762939453,36.79999923706055
00:31:01,22.700000762939453,36.70000076293945
00:32:01,22.700000762939453,36.79999923706055
00:33:01,22.700000762939453,36.79999923706055
00:34:01,22.600000381469727,36.79999923706055
00:35:01,22.600000381469727,36.70000076293945
00:36:01,22.600000381469727,36.70000076293945
00:37:01,22.600000381469727,36.79999923706055
00:38:01,22.600000381469727,36.70000076293945
00:39:01,22.600000381469727,36.900001525878906
00:40:02,22.5,36.900001525878906
00:41:02,22.600000381469727,36.900001525878906
00:42:02,22.5,37.0
00:43:02,22.5,37.0
00:44:02,22.5,37.099998474121094
00:45:02,22.5,37.099998474121094
00:46:02,22.5,37.20000076293945
00:47:02,22.399999618530273,37.0
00:48:01,22.399999618530273,37.099998474121094
00:49:02,22.399999618530273,37.0
00:50:02,22.399999618530273,37.0
00:51:02,22.399999618530273,37.0
00:52:01,22.299999237060547,36.900001525878906
00:53:01,22.299999237060547,36.900001525878906
00:54:02,22.399999618530273,36.900001525878906
00:55:02,22.399999618530273,36.900001525878906
00:56:02,22.299999237060547,36.900001525878906
00:57:01,22.299999237060547,36.900001525878906
00:58:02,22.299999237060547,36.900001525878906
00:59:01,22.299999237060547,36.79999923706055
01:00:01,22.299999237060547,36.900001525878906
01:01:01,22.299999237060547,37.099998474121094
01:02:02,22.299999237060547,37.0
01:03:02,22.299999237060547,37.0
01:04:01,22.299999237060547,37.0
01:05:02,22.299999237060547,36.900001525878906
01:06:02,22.299999237060547,37.0
01:07:02,22.299999237060547,36.900001525878906
01:08:01,22.200000762939453,36.79999923706055
01:09:01,22.200000762939453,36.900001525878906
01:10:02,22.200000762939453,36.900001525878906
01:11:02,22.200000762939453,36.900001525878906
01:12:02,22.200000762939453,36.900001525878906
01:13:02,22.200000762939453,36.900001525878906
01:14:02,22.200000762939453,36.79999923706055
01:15:02,22.200000762939453,37.099998474121094
01:16:02,22.200000762939453,36.900001525878906
01:17:02,22.200000762939453,36.900001525878906
01:18:01,22.200000762939453,36.900001525878906
01:19:01,22.200000762939453,36.900001525878906
01:20:02,22.100000381469727,36.79999923706055
01:21:02,22.100000381469727,36.900001525878906
01:22:02,22.100000381469727,36.79999923706055
01:23:01,22.200000762939453,36.79999923706055
01:24:02,22.100000381469727,36.79999923706055
01:25:01,22.100000381469727,36.79999923706055
01:26:01,22.100000381469727,36.900001525878906
01:27:01,22.100000381469727,36.70000076293945
01:28:01,22.100000381469727,36.79999923706055
01:29:01,22.200000762939453,36.70000076293945
01:30:02,22.100000381469727,36.70000076293945
01:31:01,22.200000762939453,36.70000076293945
01:32:01,22.200000762939453,36.70000076293945
01:33:02,22.100000381469727,36.70000076293945
01:34:02,22.100000381469727,36.70000076293945
01:35:01,22.100000381469727,36.70000076293945
01:36:02,22.100000381469727,36.70000076293945
01:37:02,22.100000381469727,36.79999923706055
01:38:01,22.0,36.70000076293945
01:39:02,22.100000381469727,36.70000076293945
01:40:01,22.100000381469727,36.70000076293945
01:41:01,22.100000381469727,36.79999923706055
01:42:01,22.100000381469727,36.70000076293945
01:43:01,22.0,36.70000076293945
01:44:01,22.0,36.70000076293945
01:45:02,22.0,36.599998474121094
01:46:02,22.0,36.599998474121094
01:47:02,22.0,36.5
01:48:02,22.0,36.599998474121094
01:49:01,22.0,36.70000076293945
01:50:02,22.0,36.70000076293945
01:51:02,22.0,36.70000076293945
01:52:02,22.0,36.79999923706055
01:53:02,21.899999618530273,37.0
01:54:01,21.899999618530273,37.0
01:55:02,21.899999618530273,36.900001525878906
01:56:02,21.899999618530273,36.900001525878906
01:57:01,21.899999618530273,37.0
01:58:02,21.899999618530273,37.0
01:59:01,21.899999618530273,36.900001525878906
02:00:01,21.899999618530273,37.0
