DATE: Fri, 09 Oct 2015 00:00:05 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,19.600000381469727,54.79999923706055
00:01:01,19.600000381469727,54.79999923706055
00:02:02,19.600000381469727,54.900001525878906
00:03:01,19.600000381469727,54.900001525878906
00:04:01,19.600000381469727,54.900001525878906
00:05:02,19.600000381469727,54.900001525878906
00:06:02,19.600000381469727,54.900001525878906
00:07:01,19.600000381469727,54.79999923706055
00:08:01,19.600000381469727,54.70000076293945
00:09:02,19.600000381469727,54.79999923706055
00:10:02,19.600000381469727,54.900001525878906
00:11:01,19.600000381469727,54.900001525878906
00:12:01,19.600000381469727,54.900001525878906
00:13:01,19.600000381469727,54.79999923706055
00:14:01,19.600000381469727,54.79999923706055
00:15:01,19.600000381469727,54.900001525878906
00:16:01,19.600000381469727,54.900001525878906
00:17:02,19.600000381469727,54.79999923706055
00:18:02,19.600000381469727,54.900001525878906
00:19:02,19.600000381469727,54.79999923706055
00:20:02,19.600000381469727,54.900001525878906
00:21:01,19.600000381469727,54.79999923706055
00:22:01,19.600000381469727,54.79999923706055
00:23:01,19.600000381469727,54.79999923706055
00:24:01,19.600000381469727,54.900001525878906
00:25:01,19.5,54.900001525878906
00:26:01,19.5,54.70000076293945
00:27:01,19.600000381469727,54.79999923706055
00:28:01,19.600000381469727,54.79999923706055
00:29:02,19.5,54.70000076293945
00:30:02,19.600000381469727,54.79999923706055
00:31:02,19.5,54.70000076293945
00:32:02,19.5,54.599998474121094
00:33:02,19.600000381469727,54.599998474121094
00:34:02,19.5,54.599998474121094
00:35:01,19.600000381469727,54.599998474121094
00:36:01,19.5,54.70000076293945
00:37:02,19.5,54.599998474121094
00:38:02,19.5,54.70000076293945
00:39:02,19.5,54.70000076293945
00:40:02,19.5,54.70000076293945
00:41:02,19.5,54.599998474121094
00:42:02,19.5,54.79999923706055
00:43:02,19.5,54.70000076293945
00:44:02,19.5,54.70000076293945
00:45:02,19.5,54.599998474121094
00:46:02,19.5,54.5
00:47:02,19.5,54.5
00:48:02,19.5,54.5
00:49:02,19.5,54.5
00:50:02,19.5,54.400001525878906
00:51:01,19.5,54.5
00:52:01,19.5,54.400001525878906
00:53:01,19.5,54.599998474121094
00:54:01,19.5,54.400001525878906
00:55:02,19.5,54.5
00:56:02,19.5,54.5
00:57:02,19.5,54.599998474121094
00:58:01,19.5,54.70000076293945
00:59:01,19.5,54.599998474121094
01:00:01,19.5,54.70000076293945
01:01:01,19.399999618530273,54.599998474121094
01:02:02,19.5,54.70000076293945
01:03:01,19.399999618530273,54.599998474121094
01:04:02,19.399999618530273,54.599998474121094
01:05:02,19.5,54.599998474121094
01:06:01,19.5,54.599998474121094
01:07:01,19.399999618530273,54.5
01:08:02,19.399999618530273,54.5
01:09:01,19.5,54.599998474121094
01:10:02,19.399999618530273,54.599998474121094
01:11:01,19.399999618530273,54.5
01:12:02,19.399999618530273,54.5
01:13:01,19.399999618530273,54.5
01:14:01,19.399999618530273,54.5
01:15:01,19.399999618530273,54.5
01:16:01,19.399999618530273,54.400001525878906
01:17:01,19.399999618530273,54.5
01:18:01,19.399999618530273,54.5
01:19:02,19.399999618530273,54.5
01:20:02,19.399999618530273,54.400001525878906
01:21:01,19.399999618530273,54.400001525878906
01:22:01,19.399999618530273,54.400001525878906
01:23:01,19.399999618530273,54.5
01:24:01,19.399999618530273,54.400001525878906
01:25:01,19.399999618530273,54.400001525878906
01:26:02,19.399999618530273,54.400001525878906
01:27:02,19.399999618530273,54.29999923706055
01:28:02,19.399999618530273,54.29999923706055
01:29:02,19.399999618530273,54.29999923706055
01:30:02,19.399999618530273,54.400001525878906
01:31:02,19.299999237060547,54.400001525878906
01:32:02,19.399999618530273,54.20000076293945
01:33:02,19.399999618530273,54.400001525878906
01:34:02,19.399999618530273,54.29999923706055
01:35:02,19.299999237060547,54.29999923706055
01:36:02,19.299999237060547,54.29999923706055
01:37:02,19.399999618530273,54.29999923706055
01:38:02,19.399999618530273,54.20000076293945
01:39:01,19.299999237060547,54.29999923706055
01:40:01,19.299999237060547,54.29999923706055
01:41:01,19.299999237060547,54.29999923706055
01:42:01,19.399999618530273,54.29999923706055
01:43:01,19.299999237060547,54.29999923706055
01:44:01,19.299999237060547,54.400001525878906
01:45:01,19.299999237060547,54.400001525878906
01:46:01,19.299999237060547,54.5
01:47:01,19.299999237060547,54.599998474121094
01:48:01,19.299999237060547,54.599998474121094
01:49:01,19.299999237060547,54.599998474121094
01:50:02,19.299999237060547,54.599998474121094
01:51:01,19.299999237060547,54.599998474121094
01:52:01,19.299999237060547,54.79999923706055
01:53:01,19.299999237060547,54.900001525878906
01:54:02,19.299999237060547,54.79999923706055
01:55:02,19.299999237060547,54.599998474121094
01:56:01,19.299999237060547,54.70000076293945
01:57:01,19.299999237060547,55.29999923706055
01:58:02,19.299999237060547,54.79999923706055
01:59:01,19.299999237060547,54.79999923706055
02:00:01,19.399999618530273,54.599998474121094
02:01:01,19.299999237060547,54.599998474121094
02:02:02,19.399999618530273,54.5
02:03:02,19.299999237060547,54.599998474121094
02:04:02,19.399999618530273,54.599998474121094
02:05:02,19.399999618530273,54.79999923706055
02:06:01,19.399999618530273,54.5
02:07:01,19.399999618530273,54.900001525878906
02:08:01,19.399999618530273,55.29999923706055
02:09:01,19.399999618530273,55.5
02:10:02,19.399999618530273,55.0
02:11:02,19.399999618530273,54.599998474121094
02:12:02,19.299999237060547,54.29999923706055
02:13:02,19.299999237060547,54.20000076293945
02:14:02,19.200000762939453,54.099998474121094
02:15:01,19.200000762939453,54.099998474121094
02:16:01,19.200000762939453,54.0
02:17:02,19.100000381469727,54.0
02:18:02,19.100000381469727,53.79999923706055
02:19:02,19.100000381469727,53.900001525878906
02:20:02,19.100000381469727,53.79999923706055
02:21:02,19.0,53.79999923706055
02:22:01,19.0,53.900001525878906
02:23:01,19.0,53.79999923706055
02:24:02,19.0,53.79999923706055
02:25:02,19.0,53.79999923706055
02:26:02,18.899999618530273,53.900001525878906
02:27:02,19.0,54.0
02:28:02,19.0,53.900001525878906
02:29:02,18.899999618530273,53.900001525878906
02:30:02,19.0,53.900001525878906
02:31:01,19.0,53.79999923706055
02:32:01,18.899999618530273,53.900001525878906
02:33:02,19.0,53.70000076293945
02:34:02,19.100000381469727,54.599998474121094
02:35:01,19.100000381469727,54.599998474121094
02:36:02,19.299999237060547,54.70000076293945
02:37:02,19.299999237060547,53.79999923706055
02:38:02,19.399999618530273,53.29999923706055
02:39:02,19.299999237060547,53.0
02:40:02,19.299999237060547,52.79999923706055
02:41:02,19.299999237060547,52.70000076293945
02:42:02,19.299999237060547,52.599998474121094
02:43:02,19.299999237060547,52.5
02:44:02,19.200000762939453,52.29999923706055
02:45:01,19.200000762939453,52.29999923706055
02:46:02,19.200000762939453,52.29999923706055
02:47:02,19.200000762939453,52.20000076293945
02:48:01,19.299999237060547,52.20000076293945
02:49:01,19.299999237060547,52.0
02:50:02,19.200000762939453,52.0
02:51:01,19.200000762939453,51.79999923706055
02:52:02,19.200000762939453,51.79999923706055
02:53:02,19.200000762939453,51.79999923706055
02:54:01,19.299999237060547,51.79999923706055
02:55:02,19.299999237060547,51.70000076293945
02:56:02,19.200000762939453,51.599998474121094
02:57:02,19.200000762939453,51.5
02:58:02,19.200000762939453,51.599998474121094
02:59:02,19.200000762939453,51.900001525878906
03:00:02,19.200000762939453,51.5
03:01:02,19.200000762939453,51.5
03:02:02,19.200000762939453,51.400001525878906
03:03:02,19.200000762939453,51.599998474121094
03:04:01,19.200000762939453,51.0
03:05:02,19.200000762939453,50.70000076293945
03:06:02,19.100000381469727,50.599998474121094
03:07:02,19.200000762939453,50.70000076293945
03:08:02,19.100000381469727,50.599998474121094
03:09:02,19.100000381469727,50.599998474121094
03:10:02,19.100000381469727,50.599998474121094
03:11:02,19.0,50.5
03:12:01,19.100000381469727,50.400001525878906
03:13:01,19.0,50.099998474121094
03:14:02,19.0,50.0
03:15:02,18.899999618530273,50.29999923706055
03:16:02,18.899999618530273,50.20000076293945
03:17:01,18.899999618530273,50.099998474121094
03:18:01,18.899999618530273,50.29999923706055
03:19:02,18.799999237060547,50.20000076293945
03:20:02,18.799999237060547,50.099998474121094
03:21:01,18.799999237060547,50.29999923706055
03:22:02,18.799999237060547,50.400001525878906
03:23:01,18.799999237060547,50.29999923706055
03:24:01,18.799999237060547,50.29999923706055
03:25:02,18.799999237060547,50.29999923706055
03:26:02,18.799999237060547,50.29999923706055
03:27:02,18.799999237060547,50.29999923706055
03:28:02,18.799999237060547,50.29999923706055
03:29:01,18.799999237060547,50.29999923706055
03:30:02,18.799999237060547,50.29999923706055
03:31:02,18.799999237060547,50.29999923706055
03:32:02,18.799999237060547,50.29999923706055
03:33:01,18.799999237060547,50.5
03:34:01,18.799999237060547,50.29999923706055
03:35:01,18.899999618530273,50.29999923706055
03:36:01,18.899999618530273,50.099998474121094
03:37:01,18.799999237060547,50.099998474121094
03:38:01,18.799999237060547,50.20000076293945
03:39:01,18.899999618530273,50.400001525878906
03:40:02,18.799999237060547,50.20000076293945
03:41:02,18.799999237060547,50.20000076293945
03:42:02,18.899999618530273,50.400001525878906
03:43:02,18.799999237060547,50.29999923706055
03:44:02,18.899999618530273,50.599998474121094
03:45:02,18.899999618530273,50.70000076293945
03:46:02,18.899999618530273,50.5
03:47:01,18.899999618530273,50.599998474121094
03:48:02,18.899999618530273,50.599998474121094
03:49:02,18.899999618530273,50.70000076293945
03:50:02,18.899999618530273,51.400001525878906
03:51:01,18.899999618530273,51.29999923706055
03:52:01,18.899999618530273,50.900001525878906
03:53:01,18.899999618530273,50.5
03:54:01,18.799999237060547,49.900001525878906
03:55:01,18.899999618530273,50.099998474121094
03:56:02,18.899999618530273,50.29999923706055
03:57:02,18.899999618530273,50.5
03:58:02,18.899999618530273,50.400001525878906
03:59:02,18.899999618530273,50.400001525878906
04:00:02,18.899999618530273,50.29999923706055
04:01:02,18.899999618530273,50.29999923706055
04:02:02,18.899999618530273,50.400001525878906
04:03:02,18.899999618530273,50.400001525878906
04:04:02,18.899999618530273,50.400001525878906
04:05:02,18.899999618530273,50.29999923706055
04:06:02,18.899999618530273,50.400001525878906
04:07:02,18.799999237060547,50.29999923706055
04:08:01,18.899999618530273,50.5
04:09:01,18.899999618530273,50.70000076293945
04:10:02,19.0,50.599998474121094
04:11:01,19.0,50.599998474121094
04:12:01,19.0,50.70000076293945
04:13:01,19.0,50.70000076293945
04:14:01,19.100000381469727,50.599998474121094
04:15:01,19.100000381469727,50.599998474121094
04:16:01,19.100000381469727,50.5
04:17:02,19.100000381469727,50.29999923706055
04:18:02,19.100000381469727,50.400001525878906
04:19:02,19.100000381469727,50.599998474121094
04:20:02,19.100000381469727,50.5
04:21:02,19.100000381469727,50.70000076293945
04:22:02,19.100000381469727,50.79999923706055
04:23:01,19.100000381469727,50.70000076293945
04:24:02,19.200000762939453,50.599998474121094
04:25:01,19.200000762939453,50.5
04:26:01,19.100000381469727,50.599998474121094
04:27:01,19.200000762939453,50.5
04:28:01,19.200000762939453,50.400001525878906
04:29:01,19.200000762939453,50.20000076293945
04:30:02,19.100000381469727,50.099998474121094
04:31:02,19.200000762939453,50.099998474121094
04:32:01,19.100000381469727,50.099998474121094
04:33:01,19.200000762939453,50.099998474121094
04:34:01,19.100000381469727,50.099998474121094
04:35:01,19.100000381469727,50.20000076293945
04:36:01,19.100000381469727,50.20000076293945
04:37:01,19.100000381469727,50.20000076293945
04:38:01,19.100000381469727,50.20000076293945
04:39:01,19.100000381469727,50.20000076293945
04:40:02,19.100000381469727,50.20000076293945
04:41:01,19.100000381469727,50.29999923706055
04:42:01,19.100000381469727,50.5
04:43:01,19.200000762939453,50.5
04:44:01,19.100000381469727,50.400001525878906
04:45:01,19.100000381469727,50.400001525878906
04:46:01,19.100000381469727,50.400001525878906
04:47:01,19.100000381469727,50.29999923706055
04:48:02,19.100000381469727,50.29999923706055
04:49:01,19.100000381469727,50.400001525878906
04:50:02,19.100000381469727,50.29999923706055
04:51:02,19.100000381469727,50.400001525878906
04:52:02,19.200000762939453,50.5
04:53:02,19.100000381469727,50.5
04:54:02,19.100000381469727,50.400001525878906
04:55:01,19.100000381469727,50.400001525878906
04:56:02,19.100000381469727,50.400001525878906
04:57:01,19.100000381469727,50.20000076293945
04:58:02,19.100000381469727,50.20000076293945
04:59:02,19.100000381469727,50.29999923706055
05:00:02,19.100000381469727,50.400001525878906
05:01:02,19.100000381469727,50.5
05:02:02,19.200000762939453,50.29999923706055
05:03:01,19.100000381469727,50.29999923706055
05:04:01,19.100000381469727,50.400001525878906
05:05:02,19.100000381469727,50.099998474121094
05:06:01,19.100000381469727,50.099998474121094
05:07:02,19.100000381469727,50.0
05:08:01,19.100000381469727,50.099998474121094
05:09:01,19.200000762939453,50.0
05:10:02,19.100000381469727,51.400001525878906
05:11:01,19.200000762939453,49.900001525878906
05:12:01,19.100000381469727,49.79999923706055
05:13:01,19.100000381469727,49.900001525878906
05:14:01,19.200000762939453,49.900001525878906
05:15:02,19.100000381469727,50.0
05:16:01,19.100000381469727,50.0
05:17:01,19.100000381469727,49.79999923706055
05:18:01,19.100000381469727,50.0
05:19:01,19.100000381469727,49.900001525878906
05:20:02,19.100000381469727,49.900001525878906
05:21:01,19.200000762939453,49.900001525878906
05:22:02,19.200000762939453,49.900001525878906
05:23:02,19.200000762939453,49.900001525878906
05:24:02,19.200000762939453,49.900001525878906
05:25:02,19.200000762939453,50.0
05:26:01,19.299999237060547,50.0
05:27:01,19.299999237060547,49.900001525878906
05:28:02,19.200000762939453,49.79999923706055
05:29:02,19.299999237060547,49.900001525878906
05:30:01,19.200000762939453,49.70000076293945
05:31:01,19.299999237060547,50.0
