DATE: Tue, 30 Jun 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,22.799999237060547,47.099998474121094
00:01:01,22.799999237060547,47.099998474121094
00:02:02,22.799999237060547,47.099998474121094
00:03:02,22.799999237060547,47.099998474121094
00:04:02,22.799999237060547,47.0
00:05:02,22.700000762939453,47.099998474121094
00:06:02,22.700000762939453,47.099998474121094
00:07:02,22.700000762939453,47.099998474121094
00:08:02,22.700000762939453,47.099998474121094
00:09:01,22.700000762939453,47.099998474121094
00:10:02,3.5,40.599998474121094
00:11:01,22.700000762939453,47.0
00:12:01,22.700000762939453,47.0
00:13:01,22.700000762939453,47.0
00:14:02,22.700000762939453,47.0
00:15:01,22.700000762939453,47.0
00:16:01,22.700000762939453,47.0
00:17:01,22.700000762939453,46.900001525878906
00:18:01,22.700000762939453,46.900001525878906
00:19:01,22.700000762939453,46.900001525878906
00:20:02,22.600000381469727,46.79999923706055
00:21:02,22.700000762939453,46.900001525878906
00:22:01,22.600000381469727,46.79999923706055
00:23:01,22.600000381469727,46.70000076293945
00:24:01,22.600000381469727,46.70000076293945
00:25:02,22.700000762939453,46.900001525878906
00:26:02,22.600000381469727,46.900001525878906
00:27:02,22.600000381469727,46.900001525878906
00:28:01,22.600000381469727,47.0
00:29:01,22.600000381469727,46.900001525878906
00:30:02,22.600000381469727,46.900001525878906
00:31:02,22.700000762939453,47.0
00:32:01,22.600000381469727,46.900001525878906
00:33:02,22.600000381469727,46.900001525878906
00:34:01,22.600000381469727,46.900001525878906
00:35:01,22.600000381469727,46.79999923706055
00:36:02,22.600000381469727,46.79999923706055
00:37:02,22.600000381469727,46.900001525878906
00:38:02,22.700000762939453,46.900001525878906
00:39:02,22.5,46.79999923706055
00:40:02,22.600000381469727,46.79999923706055
00:41:01,22.600000381469727,46.900001525878906
00:42:02,22.600000381469727,46.79999923706055
00:43:02,22.600000381469727,46.79999923706055
00:44:02,22.600000381469727,46.900001525878906
00:45:02,22.600000381469727,46.70000076293945
00:46:02,22.600000381469727,46.70000076293945
00:47:01,22.600000381469727,46.70000076293945
00:48:01,22.600000381469727,46.599998474121094
00:49:01,22.600000381469727,46.70000076293945
00:50:02,22.600000381469727,46.70000076293945
00:51:01,22.600000381469727,46.599998474121094
00:52:01,22.600000381469727,46.70000076293945
00:53:02,22.5,46.599998474121094
00:54:01,22.600000381469727,46.70000076293945
00:55:01,22.600000381469727,46.70000076293945
00:56:02,22.600000381469727,46.79999923706055
00:57:02,22.5,46.70000076293945
00:58:02,22.600000381469727,46.79999923706055
00:59:01,22.600000381469727,46.79999923706055
01:00:01,22.600000381469727,46.79999923706055
01:01:01,22.600000381469727,46.79999923706055
01:02:02,22.600000381469727,46.79999923706055
01:03:02,22.600000381469727,46.79999923706055
01:04:02,22.5,46.70000076293945
01:05:02,22.5,46.70000076293945
