DATE: Wed, 17 Jun 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,23.100000381469727,39.29999923706055
00:01:01,23.0,39.20000076293945
00:02:02,23.0,39.20000076293945
00:03:02,23.100000381469727,39.29999923706055
00:04:02,23.100000381469727,39.29999923706055
00:05:02,23.0,39.29999923706055
00:06:02,23.0,39.29999923706055
00:07:01,23.0,39.20000076293945
00:08:02,23.0,39.29999923706055
00:09:01,23.0,39.29999923706055
00:10:02,23.0,39.29999923706055
00:11:01,23.0,39.29999923706055
00:12:01,23.0,39.400001525878906
00:13:01,23.0,39.5
00:14:01,23.0,39.5
00:15:01,23.0,39.400001525878906
00:16:01,22.899999618530273,39.400001525878906
00:17:02,23.0,39.400001525878906
00:18:01,22.899999618530273,39.5
00:19:01,22.899999618530273,39.5
00:20:02,22.899999618530273,39.5
00:21:01,22.899999618530273,39.400001525878906
00:22:02,23.0,39.400001525878906
00:23:02,23.0,39.400001525878906
00:24:02,23.0,39.5
00:25:02,22.899999618530273,39.400001525878906
00:26:01,22.899999618530273,39.5
00:27:01,22.899999618530273,39.599998474121094
00:28:01,22.899999618530273,39.599998474121094
00:29:01,22.899999618530273,39.599998474121094
00:30:02,22.899999618530273,39.5
00:31:02,22.899999618530273,39.5
00:32:02,22.799999237060547,39.5
00:33:01,22.799999237060547,39.5
00:34:01,22.799999237060547,39.70000076293945
00:35:01,22.799999237060547,39.70000076293945
00:36:02,22.799999237060547,39.70000076293945
00:37:01,22.799999237060547,39.599998474121094
00:38:01,22.799999237060547,39.70000076293945
00:39:02,22.799999237060547,39.70000076293945
00:40:02,22.700000762939453,39.900001525878906
00:41:02,22.700000762939453,39.900001525878906
00:42:01,22.700000762939453,39.900001525878906
00:43:02,22.700000762939453,39.79999923706055
00:44:01,22.700000762939453,39.900001525878906
00:45:02,22.700000762939453,39.900001525878906
00:46:02,22.700000762939453,39.900001525878906
00:47:01,22.700000762939453,39.79999923706055
00:48:01,22.700000762939453,40.0
00:49:01,22.700000762939453,39.79999923706055
00:50:02,22.700000762939453,39.79999923706055
00:51:02,22.700000762939453,39.79999923706055
00:52:02,22.600000381469727,39.79999923706055
00:53:01,22.600000381469727,39.79999923706055
00:54:02,22.700000762939453,39.900001525878906
00:55:02,22.600000381469727,39.900001525878906
00:56:02,22.700000762939453,40.099998474121094
00:57:02,22.600000381469727,39.900001525878906
00:58:02,22.700000762939453,39.900001525878906
00:59:02,22.600000381469727,40.599998474121094
01:00:02,22.600000381469727,40.599998474121094
01:01:02,22.600000381469727,40.79999923706055
01:02:02,22.600000381469727,40.79999923706055
01:03:01,22.700000762939453,41.0
01:04:01,22.700000762939453,40.900001525878906
01:05:02,22.799999237060547,40.79999923706055
01:06:01,22.700000762939453,40.900001525878906
01:07:02,22.700000762939453,41.20000076293945
01:08:02,22.700000762939453,41.20000076293945
01:09:02,22.700000762939453,41.099998474121094
01:10:02,22.700000762939453,40.900001525878906
01:11:01,22.700000762939453,41.20000076293945
01:12:01,22.700000762939453,41.099998474121094
01:13:01,22.700000762939453,40.79999923706055
01:14:01,22.700000762939453,41.20000076293945
01:15:01,22.700000762939453,40.79999923706055
01:16:01,22.700000762939453,40.70000076293945
01:17:02,22.799999237060547,40.599998474121094
01:18:01,22.799999237060547,40.5
01:19:01,22.700000762939453,40.400001525878906
01:20:02,22.700000762939453,40.5
01:21:01,22.700000762939453,40.599998474121094
01:22:01,22.700000762939453,40.599998474121094
01:23:01,22.700000762939453,40.5
01:24:02,22.700000762939453,40.400001525878906
01:25:01,22.700000762939453,40.400001525878906
01:26:01,22.700000762939453,40.29999923706055
01:27:02,22.700000762939453,40.400001525878906
01:28:02,22.700000762939453,40.400001525878906
01:29:02,22.700000762939453,40.29999923706055
01:30:02,22.700000762939453,40.400001525878906
01:31:01,22.700000762939453,40.5
01:32:01,22.700000762939453,40.5
01:33:01,22.700000762939453,40.70000076293945
01:34:01,22.600000381469727,40.599998474121094
01:35:02,22.700000762939453,40.400001525878906
01:36:02,22.600000381469727,40.5
01:37:01,22.600000381469727,40.599998474121094
01:38:01,22.600000381469727,40.5
01:39:01,22.600000381469727,40.400001525878906
01:40:02,22.700000762939453,40.29999923706055
01:41:02,22.600000381469727,40.20000076293945
01:42:01,22.700000762939453,40.29999923706055
01:43:01,22.700000762939453,40.20000076293945
01:44:01,22.600000381469727,40.20000076293945
01:45:01,22.600000381469727,40.400001525878906
01:46:01,22.600000381469727,40.5
01:47:01,22.5,40.5
01:48:01,22.600000381469727,40.599998474121094
01:49:01,22.600000381469727,40.29999923706055
01:50:02,22.600000381469727,40.29999923706055
01:51:02,22.600000381469727,40.5
01:52:02,22.600000381469727,40.400001525878906
01:53:02,22.600000381469727,40.29999923706055
01:54:02,22.600000381469727,40.400001525878906
01:55:02,22.5,40.5
01:56:01,22.5,40.5
01:57:02,22.5,40.599998474121094
01:58:02,22.5,40.599998474121094
01:59:01,22.5,40.599998474121094
02:00:02,22.600000381469727,40.400001525878906
02:01:02,22.600000381469727,40.29999923706055
02:02:02,22.600000381469727,40.5
02:03:02,22.600000381469727,40.400001525878906
02:04:02,22.5,40.400001525878906
02:05:02,22.5,40.599998474121094
02:06:01,22.5,40.70000076293945
02:07:02,22.5,40.70000076293945
02:08:02,22.5,40.79999923706055
02:09:02,22.399999618530273,40.70000076293945
02:10:02,22.5,40.599998474121094
02:11:01,22.5,40.599998474121094
02:12:02,22.5,40.599998474121094
02:13:02,22.399999618530273,40.599998474121094
