DATE: Tue, 21 Jul 2015 09:51:14 +0000
Time,Temperature [degree C],Relative humidity [%]
09:51:09,20.100000381469727,51.0
09:52:01,20.200000762939453,51.0
09:53:01,20.200000762939453,51.099998474121094
09:54:01,20.299999237060547,50.79999923706055
09:55:01,20.299999237060547,50.70000076293945
09:56:01,20.200000762939453,50.599998474121094
09:57:02,20.299999237060547,50.5
09:58:02,20.299999237060547,50.400001525878906
09:59:01,20.299999237060547,50.29999923706055
10:00:01,20.299999237060547,50.099998474121094
10:01:01,20.399999618530273,50.20000076293945
10:02:01,20.399999618530273,50.099998474121094
10:03:02,20.399999618530273,50.0
10:04:01,20.399999618530273,50.099998474121094
10:05:01,20.299999237060547,50.099998474121094
10:06:02,20.299999237060547,50.099998474121094
10:07:02,20.399999618530273,50.0
10:08:01,20.399999618530273,49.900001525878906
10:09:01,20.399999618530273,49.900001525878906
10:10:02,20.399999618530273,49.900001525878906
10:11:01,20.399999618530273,49.79999923706055
10:12:01,20.399999618530273,49.79999923706055
10:13:01,20.399999618530273,49.79999923706055
10:14:01,20.399999618530273,49.79999923706055
10:15:01,20.399999618530273,49.79999923706055
10:16:01,20.399999618530273,49.70000076293945
10:17:01,20.399999618530273,49.70000076293945
10:18:02,20.5,49.70000076293945
10:19:02,20.399999618530273,49.599998474121094
10:20:02,20.399999618530273,49.599998474121094
10:21:02,20.399999618530273,49.5
10:22:02,20.399999618530273,49.5
10:23:02,20.399999618530273,49.400001525878906
10:24:01,20.5,49.5
10:25:01,20.5,49.5
10:26:01,20.5,49.5
10:27:01,20.5,49.400001525878906
10:28:02,20.5,49.400001525878906
10:29:01,20.5,49.29999923706055
10:30:02,20.5,49.29999923706055
10:31:01,20.5,49.29999923706055
10:32:01,20.5,49.29999923706055
10:33:01,20.399999618530273,49.20000076293945
10:34:02,20.5,49.29999923706055
10:35:01,20.5,49.0
10:36:01,20.399999618530273,49.099998474121094
10:37:01,20.399999618530273,49.20000076293945
10:38:01,20.399999618530273,49.099998474121094
10:39:01,20.399999618530273,48.900001525878906
10:40:02,20.399999618530273,48.900001525878906
10:41:02,20.399999618530273,48.900001525878906
10:42:02,20.399999618530273,48.900001525878906
10:43:02,20.399999618530273,48.900001525878906
10:44:02,20.399999618530273,48.900001525878906
10:45:02,20.399999618530273,48.900001525878906
10:46:02,20.399999618530273,49.0
10:47:02,20.399999618530273,48.900001525878906
10:48:02,20.399999618530273,48.900001525878906
10:49:02,20.399999618530273,48.900001525878906
10:50:02,20.399999618530273,48.79999923706055
10:51:02,20.399999618530273,48.79999923706055
10:52:02,20.399999618530273,48.900001525878906
10:53:02,20.399999618530273,49.29999923706055
10:54:01,20.399999618530273,48.79999923706055
10:55:02,20.5,48.900001525878906
10:56:02,20.399999618530273,48.79999923706055
10:57:02,20.5,49.0
10:58:02,20.399999618530273,48.79999923706055
10:59:02,20.399999618530273,48.79999923706055
11:00:01,20.399999618530273,48.79999923706055
11:01:02,20.5,48.79999923706055
11:02:02,20.5,48.79999923706055
11:03:01,20.5,48.79999923706055
11:04:01,20.399999618530273,48.79999923706055
11:05:02,20.399999618530273,48.70000076293945
11:06:01,20.399999618530273,48.70000076293945
11:07:02,20.399999618530273,48.70000076293945
11:08:02,20.5,48.70000076293945
11:09:02,20.399999618530273,48.599998474121094
11:10:02,20.399999618530273,48.599998474121094
11:11:02,20.5,48.70000076293945
11:12:01,20.399999618530273,48.599998474121094
11:13:01,20.5,48.79999923706055
11:14:01,20.399999618530273,48.599998474121094
11:15:01,20.399999618530273,48.599998474121094
11:16:02,7.599999904632568,35.79999923706055
11:17:01,20.399999618530273,48.70000076293945
11:18:02,20.399999618530273,48.70000076293945
11:19:01,20.399999618530273,48.70000076293945
11:20:02,20.399999618530273,48.599998474121094
11:21:01,20.5,48.599998474121094
11:22:01,20.5,48.5
11:23:01,20.5,48.5
11:24:01,20.5,48.400001525878906
11:25:01,20.5,48.400001525878906
11:26:01,20.5,48.400001525878906
11:27:02,20.5,48.400001525878906
11:28:02,20.5,48.400001525878906
11:29:02,20.5,48.400001525878906
11:30:02,20.5,48.5
11:31:01,20.5,48.599998474121094
11:32:01,20.5,48.599998474121094
11:33:02,20.399999618530273,48.5
11:34:01,20.399999618530273,48.599998474121094
11:35:01,20.5,48.599998474121094
11:36:01,20.399999618530273,48.599998474121094
11:37:01,20.399999618530273,48.5
11:38:01,20.5,48.70000076293945
11:39:01,20.399999618530273,48.599998474121094
11:40:02,20.5,48.79999923706055
11:41:02,20.5,48.79999923706055
11:42:01,20.5,48.900001525878906
11:43:01,20.600000381469727,49.5
11:44:01,20.600000381469727,49.599998474121094
11:45:02,20.600000381469727,50.5
11:46:01,20.600000381469727,50.79999923706055
11:47:01,20.600000381469727,51.20000076293945
11:48:02,20.600000381469727,51.599998474121094
11:49:01,20.700000762939453,51.79999923706055
11:50:01,20.600000381469727,52.099998474121094
11:51:01,20.600000381469727,52.5
11:52:01,20.600000381469727,52.099998474121094
11:53:02,20.600000381469727,52.20000076293945
11:54:01,20.700000762939453,52.20000076293945
11:55:02,20.700000762939453,52.0
11:56:02,20.700000762939453,51.900001525878906
11:57:02,20.700000762939453,52.29999923706055
11:58:02,20.700000762939453,52.5
11:59:02,20.600000381469727,52.599998474121094
12:00:01,20.700000762939453,52.70000076293945
12:01:01,20.700000762939453,52.20000076293945
12:02:02,20.700000762939453,52.20000076293945
12:03:01,20.700000762939453,52.20000076293945
12:04:01,20.799999237060547,51.5
12:05:02,20.799999237060547,50.70000076293945
12:06:02,20.700000762939453,50.0
12:07:02,20.799999237060547,49.70000076293945
12:08:02,20.799999237060547,50.099998474121094
12:09:02,20.700000762939453,49.599998474121094
12:10:02,20.700000762939453,49.5
12:11:01,20.799999237060547,49.599998474121094
12:12:01,20.799999237060547,49.79999923706055
12:13:01,20.700000762939453,49.599998474121094
12:14:01,20.700000762939453,49.599998474121094
12:15:01,20.600000381469727,49.599998474121094
12:16:02,20.700000762939453,49.70000076293945
12:17:02,20.700000762939453,49.70000076293945
12:18:02,20.700000762939453,49.599998474121094
12:19:02,20.700000762939453,49.599998474121094
12:20:02,20.700000762939453,49.70000076293945
12:21:02,20.700000762939453,49.599998474121094
12:22:02,20.700000762939453,49.599998474121094
12:23:02,20.600000381469727,49.599998474121094
12:24:02,20.600000381469727,49.599998474121094
12:25:02,20.700000762939453,49.70000076293945
12:26:02,20.600000381469727,49.5
12:27:01,20.700000762939453,49.5
12:28:01,20.700000762939453,49.400001525878906
12:29:01,20.700000762939453,49.5
12:30:02,20.700000762939453,49.400001525878906
12:31:02,20.700000762939453,49.400001525878906
12:32:02,20.700000762939453,49.29999923706055
12:33:02,20.700000762939453,49.5
12:34:01,20.700000762939453,49.599998474121094
12:35:01,20.600000381469727,49.599998474121094
12:36:01,20.700000762939453,49.5
12:37:01,20.600000381469727,49.400001525878906
12:38:01,20.700000762939453,49.599998474121094
12:39:01,20.600000381469727,49.599998474121094
12:40:02,20.600000381469727,49.79999923706055
12:41:01,20.700000762939453,49.79999923706055
12:42:01,20.600000381469727,49.5
12:43:02,20.700000762939453,49.599998474121094
12:44:01,20.700000762939453,49.5
12:45:01,20.700000762939453,49.5
12:46:01,20.600000381469727,49.5
12:47:02,20.600000381469727,49.29999923706055
12:48:01,20.700000762939453,49.400001525878906
12:49:01,20.700000762939453,49.599998474121094
12:50:02,20.700000762939453,49.400001525878906
12:51:01,20.700000762939453,49.400001525878906
12:52:02,20.600000381469727,49.400001525878906
12:53:01,20.600000381469727,49.400001525878906
12:54:01,20.600000381469727,49.599998474121094
12:55:02,20.600000381469727,49.599998474121094
12:56:02,20.600000381469727,49.599998474121094
12:57:02,20.600000381469727,49.70000076293945
12:58:01,20.600000381469727,49.70000076293945
12:59:01,20.5,49.70000076293945
13:00:01,20.5,49.599998474121094
13:01:01,20.5,49.599998474121094
13:02:02,20.5,49.599998474121094
13:03:02,20.600000381469727,49.599998474121094
13:04:01,20.600000381469727,49.599998474121094
13:05:02,20.600000381469727,49.599998474121094
