DATE: Tue, 13 Oct 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,18.299999237060547,53.0
00:01:02,18.299999237060547,53.099998474121094
00:02:02,18.299999237060547,53.0
00:03:01,18.299999237060547,52.79999923706055
00:04:01,18.299999237060547,52.900001525878906
00:05:02,18.299999237060547,53.099998474121094
00:06:02,18.299999237060547,53.0
00:07:02,18.399999618530273,53.20000076293945
00:08:02,18.299999237060547,53.0
00:09:02,18.299999237060547,53.0
00:10:02,18.299999237060547,53.099998474121094
00:11:02,18.299999237060547,53.099998474121094
00:12:02,18.299999237060547,53.20000076293945
00:13:02,18.299999237060547,53.099998474121094
00:14:01,18.299999237060547,53.29999923706055
00:15:01,18.299999237060547,53.400001525878906
00:16:01,18.299999237060547,53.400001525878906
00:17:01,18.299999237060547,53.29999923706055
00:18:01,18.299999237060547,53.400001525878906
00:19:01,18.299999237060547,53.400001525878906
00:20:02,18.299999237060547,53.599998474121094
00:21:02,18.299999237060547,53.5
00:22:02,18.299999237060547,53.5
00:23:02,18.299999237060547,53.5
00:24:02,18.299999237060547,53.5
00:25:02,18.299999237060547,53.599998474121094
00:26:02,18.299999237060547,53.599998474121094
00:27:02,18.299999237060547,53.599998474121094
00:28:02,18.299999237060547,53.70000076293945
00:29:02,18.299999237060547,53.79999923706055
00:30:02,18.200000762939453,53.70000076293945
00:31:01,18.299999237060547,53.70000076293945
00:32:01,18.299999237060547,53.79999923706055
00:33:01,18.299999237060547,53.79999923706055
00:34:01,18.299999237060547,53.900001525878906
00:35:01,18.299999237060547,53.79999923706055
00:36:01,18.299999237060547,53.900001525878906
00:37:01,18.299999237060547,54.0
00:38:01,18.299999237060547,54.0
00:39:02,18.299999237060547,54.099998474121094
00:40:02,18.299999237060547,54.099998474121094
00:41:01,18.299999237060547,54.099998474121094
00:42:01,18.299999237060547,54.099998474121094
00:43:01,18.299999237060547,54.0
00:44:01,18.299999237060547,53.900001525878906
00:45:01,18.299999237060547,54.0
00:46:01,18.299999237060547,54.099998474121094
00:47:01,18.299999237060547,54.20000076293945
00:48:01,18.299999237060547,54.099998474121094
00:49:01,18.299999237060547,54.099998474121094
00:50:02,18.299999237060547,54.0
00:51:01,18.299999237060547,54.20000076293945
00:52:01,18.299999237060547,54.29999923706055
00:53:01,18.200000762939453,54.20000076293945
00:54:02,18.200000762939453,54.099998474121094
00:55:01,18.299999237060547,54.20000076293945
00:56:01,18.299999237060547,54.29999923706055
