DATE: Fri, 11 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,22.0,54.5
00:01:02,22.0,54.599998474121094
00:02:02,22.0,54.5
00:03:02,22.0,54.70000076293945
00:04:02,22.0,54.599998474121094
00:05:02,22.0,54.900001525878906
00:06:01,22.0,54.70000076293945
00:07:01,22.0,55.0
00:08:02,22.0,54.79999923706055
00:09:02,22.0,54.599998474121094
00:10:02,22.0,54.599998474121094
00:11:01,22.0,54.29999923706055
00:12:01,22.0,54.599998474121094
00:13:01,22.0,54.70000076293945
00:14:01,22.0,54.599998474121094
00:15:01,22.0,54.79999923706055
00:16:01,22.0,54.70000076293945
00:17:01,22.0,54.599998474121094
00:18:01,22.0,55.099998474121094
00:19:02,22.0,54.900001525878906
00:20:02,22.0,54.900001525878906
00:21:02,22.0,54.70000076293945
00:22:02,22.0,54.79999923706055
00:23:02,22.0,54.70000076293945
00:24:02,22.0,54.70000076293945
00:25:01,22.0,54.79999923706055
00:26:01,22.0,54.900001525878906
00:27:01,22.0,55.599998474121094
00:28:01,22.0,54.900001525878906
00:29:01,21.899999618530273,54.79999923706055
00:30:02,21.899999618530273,54.70000076293945
00:31:02,22.0,55.0
00:32:02,22.0,54.900001525878906
00:33:02,22.0,55.099998474121094
00:34:02,22.0,54.900001525878906
00:35:01,22.0,55.099998474121094
00:36:01,22.0,55.0
00:37:01,22.0,55.099998474121094
00:38:01,22.0,55.099998474121094
00:39:01,22.0,55.0
00:40:02,22.0,55.099998474121094
00:41:01,21.899999618530273,55.099998474121094
00:42:01,22.0,55.20000076293945
00:43:01,21.899999618530273,55.20000076293945
00:44:01,22.0,55.29999923706055
00:45:01,22.0,55.099998474121094
00:46:01,22.0,55.20000076293945
00:47:01,21.899999618530273,55.5
00:48:01,21.899999618530273,55.5
00:49:01,22.0,55.400001525878906
00:50:02,22.0,55.5
00:51:02,22.0,56.099998474121094
00:52:02,22.0,56.099998474121094
00:53:02,22.0,55.70000076293945
00:54:02,22.0,55.5
00:55:02,22.0,56.0
00:56:02,22.0,55.70000076293945
00:57:02,22.0,55.79999923706055
00:58:02,22.0,55.29999923706055
00:59:02,22.0,55.29999923706055
01:00:02,22.0,55.099998474121094
01:01:02,21.899999618530273,55.29999923706055
01:02:01,22.0,55.70000076293945
01:03:01,22.0,55.5
01:04:02,22.0,55.599998474121094
01:05:02,21.899999618530273,56.0
01:06:02,21.899999618530273,55.29999923706055
01:07:02,22.0,55.29999923706055
01:08:02,21.899999618530273,55.5
01:09:02,21.899999618530273,55.400001525878906
01:10:02,21.899999618530273,55.400001525878906
01:11:01,21.899999618530273,55.400001525878906
01:12:02,21.899999618530273,55.400001525878906
01:13:01,21.899999618530273,55.400001525878906
01:14:01,21.899999618530273,55.29999923706055
01:15:01,21.899999618530273,55.29999923706055
01:16:01,21.899999618530273,55.70000076293945
01:17:02,21.899999618530273,55.599998474121094
01:18:02,21.899999618530273,55.400001525878906
01:19:02,21.899999618530273,55.20000076293945
01:20:02,21.799999237060547,55.0
01:21:02,21.899999618530273,55.599998474121094
01:22:02,21.799999237060547,55.20000076293945
01:23:02,21.799999237060547,55.20000076293945
01:24:02,21.899999618530273,55.400001525878906
01:25:02,21.799999237060547,55.70000076293945
01:26:02,21.899999618530273,55.599998474121094
01:27:02,21.799999237060547,55.400001525878906
01:28:02,21.799999237060547,55.400001525878906
01:29:02,21.799999237060547,55.400001525878906
01:30:02,21.799999237060547,55.29999923706055
01:31:01,21.799999237060547,55.70000076293945
01:32:01,21.799999237060547,55.5
01:33:02,21.799999237060547,56.0
01:34:02,21.799999237060547,55.599998474121094
01:35:01,21.799999237060547,55.70000076293945
01:36:02,21.799999237060547,55.5
01:37:02,21.799999237060547,55.900001525878906
01:38:02,21.799999237060547,55.900001525878906
01:39:02,21.799999237060547,55.5
01:40:02,21.799999237060547,55.70000076293945
01:41:01,21.799999237060547,55.599998474121094
01:42:02,21.799999237060547,55.400001525878906
01:43:02,21.799999237060547,55.70000076293945
01:44:02,21.799999237060547,55.70000076293945
01:45:01,21.799999237060547,55.599998474121094
01:46:01,21.799999237060547,55.599998474121094
01:47:01,21.799999237060547,55.5
01:48:01,21.799999237060547,55.400001525878906
01:49:01,21.799999237060547,55.5
01:50:02,21.700000762939453,55.400001525878906
01:51:01,21.799999237060547,55.5
01:52:01,21.799999237060547,55.5
01:53:01,21.799999237060547,55.400001525878906
01:54:01,21.799999237060547,55.70000076293945
01:55:01,21.799999237060547,55.599998474121094
01:56:02,21.799999237060547,55.599998474121094
01:57:01,21.799999237060547,55.5
01:58:02,21.799999237060547,55.599998474121094
01:59:01,21.799999237060547,55.599998474121094
02:00:01,21.799999237060547,55.5
02:01:01,21.799999237060547,55.29999923706055
02:02:02,21.799999237060547,55.400001525878906
02:03:02,21.799999237060547,55.5
02:04:02,21.799999237060547,55.5
02:05:02,21.799999237060547,55.400001525878906
02:06:01,21.799999237060547,55.5
02:07:01,21.799999237060547,55.5
02:08:01,21.799999237060547,56.0
02:09:01,21.799999237060547,55.599998474121094
02:10:02,21.799999237060547,55.400001525878906
02:11:01,21.799999237060547,55.5
02:12:01,21.799999237060547,55.599998474121094
02:13:01,21.799999237060547,55.599998474121094
02:14:01,21.700000762939453,55.599998474121094
02:15:01,21.700000762939453,55.70000076293945
02:16:01,21.700000762939453,55.599998474121094
02:17:02,21.700000762939453,55.70000076293945
02:18:01,21.700000762939453,55.70000076293945
02:19:02,21.700000762939453,55.70000076293945
02:20:02,21.700000762939453,55.70000076293945
02:21:01,21.700000762939453,55.70000076293945
02:22:01,21.700000762939453,55.5
02:23:01,21.700000762939453,55.79999923706055
02:24:01,21.700000762939453,55.599998474121094
02:25:01,21.700000762939453,55.5
02:26:01,21.700000762939453,55.5
02:27:01,21.700000762939453,55.5
02:28:01,21.700000762939453,55.599998474121094
02:29:01,21.600000381469727,55.70000076293945
02:30:02,21.600000381469727,55.599998474121094
02:31:01,21.600000381469727,55.599998474121094
02:32:02,21.600000381469727,55.599998474121094
02:33:02,21.600000381469727,55.599998474121094
02:34:02,21.600000381469727,55.70000076293945
02:35:02,21.600000381469727,55.79999923706055
02:36:01,21.600000381469727,55.79999923706055
02:37:01,21.700000762939453,55.79999923706055
02:38:01,21.600000381469727,55.599998474121094
02:39:01,21.600000381469727,55.79999923706055
02:40:02,21.600000381469727,55.70000076293945
02:41:01,21.600000381469727,55.599998474121094
02:42:01,21.600000381469727,55.79999923706055
02:43:01,21.600000381469727,55.599998474121094
02:44:02,21.700000762939453,55.79999923706055
02:45:02,21.600000381469727,55.70000076293945
02:46:02,21.600000381469727,55.70000076293945
02:47:02,21.600000381469727,55.70000076293945
02:48:02,21.600000381469727,55.70000076293945
02:49:02,21.600000381469727,55.70000076293945
02:50:02,21.600000381469727,55.79999923706055
02:51:01,21.600000381469727,55.79999923706055
02:52:01,21.600000381469727,55.70000076293945
02:53:02,21.600000381469727,55.70000076293945
02:54:02,21.600000381469727,55.70000076293945
02:55:02,21.600000381469727,55.79999923706055
02:56:01,21.600000381469727,55.900001525878906
02:57:01,21.600000381469727,55.70000076293945
02:58:02,21.600000381469727,55.900001525878906
02:59:01,21.600000381469727,55.79999923706055
03:00:01,21.5,55.900001525878906
03:01:01,21.600000381469727,55.900001525878906
03:02:02,21.600000381469727,55.900001525878906
03:03:01,21.600000381469727,55.900001525878906
03:04:01,21.600000381469727,55.79999923706055
03:05:02,21.5,55.70000076293945
03:06:01,21.600000381469727,55.79999923706055
03:07:01,21.600000381469727,55.900001525878906
03:08:01,21.600000381469727,56.0
03:09:01,21.600000381469727,56.0
03:10:01,21.600000381469727,56.0
03:11:01,21.600000381469727,56.0
03:12:02,21.600000381469727,56.0
03:13:02,21.600000381469727,56.0
03:14:02,21.600000381469727,55.900001525878906
03:15:02,21.600000381469727,56.0
03:16:01,21.600000381469727,55.900001525878906
03:17:01,21.5,55.900001525878906
03:18:01,21.5,56.0
03:19:01,21.600000381469727,56.099998474121094
03:20:02,21.5,56.099998474121094
03:21:01,21.5,55.79999923706055
03:22:02,21.5,55.900001525878906
03:23:02,21.5,56.099998474121094
03:24:02,21.5,56.099998474121094
03:25:02,21.5,56.20000076293945
03:26:02,21.5,56.20000076293945
03:27:02,21.5,56.400001525878906
03:28:02,21.5,56.29999923706055
03:29:02,21.5,56.099998474121094
03:30:01,21.5,56.099998474121094
03:31:01,21.5,56.099998474121094
03:32:01,21.5,56.20000076293945
03:33:01,21.5,56.099998474121094
03:34:01,21.399999618530273,56.0
03:35:01,21.5,56.099998474121094
03:36:01,21.5,56.20000076293945
03:37:01,21.5,56.79999923706055
03:38:02,21.5,56.099998474121094
03:39:02,21.399999618530273,56.099998474121094
03:40:02,21.5,56.20000076293945
03:41:02,21.5,56.20000076293945
03:42:02,21.399999618530273,56.0
03:43:02,21.399999618530273,56.099998474121094
03:44:02,21.399999618530273,56.0
03:45:01,21.399999618530273,56.099998474121094
03:46:01,21.399999618530273,56.099998474121094
03:47:01,21.399999618530273,56.099998474121094
03:48:02,21.399999618530273,56.0
03:49:02,21.399999618530273,56.0
03:50:02,21.399999618530273,56.0
03:51:01,21.399999618530273,56.0
03:52:01,21.399999618530273,56.099998474121094
03:53:02,21.399999618530273,56.0
03:54:01,21.399999618530273,56.099998474121094
03:55:01,21.399999618530273,56.099998474121094
03:56:02,21.399999618530273,56.0
03:57:02,21.399999618530273,56.0
03:58:02,21.399999618530273,56.099998474121094
03:59:02,21.399999618530273,56.0
04:00:02,21.399999618530273,56.099998474121094
04:01:02,21.399999618530273,56.20000076293945
04:02:02,21.399999618530273,56.099998474121094
04:03:01,21.399999618530273,56.099998474121094
04:04:01,21.399999618530273,56.099998474121094
04:05:01,21.399999618530273,55.900001525878906
04:06:01,21.399999618530273,55.900001525878906
04:07:01,21.399999618530273,55.900001525878906
04:08:02,21.399999618530273,56.29999923706055
