DATE: Sun, 13 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,22.299999237060547,59.70000076293945
00:01:02,22.299999237060547,59.70000076293945
00:02:02,22.299999237060547,59.70000076293945
00:03:01,22.299999237060547,59.70000076293945
00:04:02,22.299999237060547,59.79999923706055
00:05:02,22.299999237060547,59.70000076293945
00:06:02,22.299999237060547,59.900001525878906
00:07:02,22.299999237060547,59.70000076293945
00:08:01,22.299999237060547,59.79999923706055
00:09:01,22.299999237060547,59.599998474121094
00:10:02,22.299999237060547,59.70000076293945
00:11:01,22.299999237060547,59.599998474121094
00:12:02,22.299999237060547,59.79999923706055
00:13:02,22.299999237060547,59.599998474121094
00:14:01,22.299999237060547,60.0
00:15:01,22.299999237060547,59.599998474121094
00:16:01,22.299999237060547,59.599998474121094
00:17:01,22.299999237060547,59.599998474121094
00:18:01,22.299999237060547,59.599998474121094
00:19:01,22.399999618530273,59.70000076293945
00:20:02,22.399999618530273,59.5
00:21:02,22.299999237060547,59.599998474121094
00:22:02,22.399999618530273,59.5
00:23:02,22.399999618530273,59.70000076293945
00:24:01,22.299999237060547,59.5
00:25:02,22.399999618530273,59.5
00:26:02,22.299999237060547,59.79999923706055
00:27:02,22.299999237060547,59.70000076293945
00:28:02,22.399999618530273,59.70000076293945
00:29:02,22.399999618530273,59.400001525878906
00:30:02,22.299999237060547,59.400001525878906
00:31:02,22.399999618530273,59.5
00:32:02,22.299999237060547,59.400001525878906
00:33:02,22.399999618530273,59.29999923706055
00:34:02,22.299999237060547,59.400001525878906
00:35:01,22.299999237060547,59.599998474121094
00:36:01,22.299999237060547,59.5
00:37:01,22.299999237060547,59.5
00:38:01,22.299999237060547,59.5
00:39:01,22.299999237060547,59.5
00:40:02,22.299999237060547,59.599998474121094
00:41:01,22.299999237060547,59.5
00:42:01,22.299999237060547,59.599998474121094
00:43:02,22.299999237060547,59.599998474121094
00:44:02,22.299999237060547,59.599998474121094
00:45:02,22.299999237060547,59.599998474121094
00:46:02,22.299999237060547,59.599998474121094
00:47:02,22.299999237060547,59.599998474121094
00:48:02,22.200000762939453,59.5
00:49:01,22.299999237060547,59.599998474121094
00:50:02,22.299999237060547,59.599998474121094
00:51:02,22.200000762939453,59.599998474121094
00:52:02,22.299999237060547,59.599998474121094
00:53:02,22.299999237060547,59.599998474121094
00:54:02,22.299999237060547,59.70000076293945
00:55:02,22.200000762939453,59.599998474121094
00:56:02,22.200000762939453,59.599998474121094
00:57:02,22.200000762939453,59.599998474121094
00:58:01,22.200000762939453,59.599998474121094
00:59:02,22.200000762939453,59.70000076293945
01:00:01,22.200000762939453,59.599998474121094
01:01:01,22.200000762939453,59.599998474121094
01:02:02,22.299999237060547,59.79999923706055
01:03:02,22.200000762939453,59.70000076293945
01:04:02,22.200000762939453,59.599998474121094
01:05:02,22.200000762939453,59.70000076293945
01:06:01,22.299999237060547,60.0
01:07:01,22.299999237060547,59.79999923706055
01:08:02,22.299999237060547,59.900001525878906
01:09:02,22.299999237060547,59.79999923706055
01:10:02,22.299999237060547,59.900001525878906
01:11:02,22.299999237060547,60.0
01:12:02,22.299999237060547,59.900001525878906
01:13:02,22.299999237060547,59.900001525878906
01:14:01,22.399999618530273,59.79999923706055
01:15:01,22.399999618530273,59.70000076293945
01:16:02,22.399999618530273,59.79999923706055
01:17:02,22.399999618530273,59.900001525878906
01:18:02,22.399999618530273,60.20000076293945
01:19:02,22.399999618530273,59.900001525878906
01:20:02,22.299999237060547,59.900001525878906
01:21:01,22.299999237060547,59.79999923706055
01:22:02,22.399999618530273,59.79999923706055
01:23:02,22.399999618530273,59.900001525878906
01:24:02,22.299999237060547,59.70000076293945
01:25:02,22.399999618530273,59.79999923706055
01:26:02,22.399999618530273,59.900001525878906
01:27:02,22.299999237060547,59.900001525878906
01:28:01,22.399999618530273,59.900001525878906
01:29:01,22.399999618530273,59.70000076293945
01:30:02,22.399999618530273,59.79999923706055
01:31:01,22.399999618530273,59.79999923706055
01:32:01,22.299999237060547,59.70000076293945
01:33:01,22.299999237060547,59.79999923706055
