DATE: Thu, 11 Jun 2015 00:00:05 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,25.899999618530273,36.5
00:01:02,25.899999618530273,36.5
00:02:02,25.899999618530273,36.5
00:03:02,25.899999618530273,36.400001525878906
00:04:02,25.899999618530273,36.5
00:05:02,25.899999618530273,36.5
00:06:01,25.799999237060547,36.400001525878906
00:07:01,25.899999618530273,36.5
00:08:01,25.799999237060547,36.400001525878906
00:09:01,25.799999237060547,36.400001525878906
00:10:02,25.799999237060547,36.5
00:11:01,25.799999237060547,36.400001525878906
00:12:01,25.799999237060547,36.5
00:13:02,25.799999237060547,36.599998474121094
00:14:01,25.799999237060547,36.5
00:15:01,25.799999237060547,36.5
00:16:01,25.799999237060547,36.5
00:17:01,25.799999237060547,36.400001525878906
00:18:02,25.799999237060547,36.400001525878906
00:19:02,25.799999237060547,36.5
00:20:02,25.799999237060547,36.5
00:21:02,25.799999237060547,36.70000076293945
00:22:01,25.799999237060547,36.5
00:23:01,25.799999237060547,36.5
00:24:02,25.799999237060547,36.5
00:25:01,25.799999237060547,36.5
00:26:01,25.799999237060547,36.599998474121094
00:27:02,25.799999237060547,36.400001525878906
00:28:02,25.799999237060547,36.5
00:29:02,25.700000762939453,36.29999923706055
00:30:02,25.700000762939453,36.5
00:31:01,25.799999237060547,36.599998474121094
00:32:02,25.700000762939453,36.5
00:33:02,25.799999237060547,36.5
00:34:02,25.700000762939453,36.29999923706055
00:35:01,25.700000762939453,36.5
00:36:01,25.700000762939453,36.099998474121094
00:37:01,25.700000762939453,36.29999923706055
00:38:01,25.700000762939453,35.900001525878906
00:39:01,25.700000762939453,35.900001525878906
00:40:02,25.700000762939453,35.900001525878906
00:41:02,25.700000762939453,36.099998474121094
00:42:02,25.700000762939453,36.29999923706055
00:43:01,25.700000762939453,36.099998474121094
00:44:01,25.700000762939453,36.0
00:45:01,25.700000762939453,36.20000076293945
00:46:01,25.700000762939453,36.29999923706055
00:47:01,25.700000762939453,36.70000076293945
00:48:02,25.700000762939453,36.400001525878906
00:49:02,25.700000762939453,36.20000076293945
00:50:02,25.700000762939453,36.29999923706055
00:51:02,25.700000762939453,36.5
00:52:02,25.600000381469727,36.29999923706055
00:53:02,25.600000381469727,36.5
00:54:02,25.600000381469727,36.400001525878906
00:55:02,25.600000381469727,36.400001525878906
00:56:02,25.600000381469727,36.599998474121094
00:57:02,25.600000381469727,36.900001525878906
00:58:02,25.600000381469727,36.900001525878906
00:59:02,25.600000381469727,36.599998474121094
01:00:02,25.5,36.79999923706055
01:01:01,25.600000381469727,36.70000076293945
01:02:02,25.5,36.599998474121094
01:03:02,25.600000381469727,36.70000076293945
01:04:02,25.5,36.29999923706055
01:05:02,25.5,36.29999923706055
01:06:02,25.5,36.400001525878906
01:07:01,25.5,36.20000076293945
01:08:01,25.5,36.29999923706055
01:09:01,25.5,36.400001525878906
01:10:02,25.399999618530273,36.20000076293945
01:11:01,25.399999618530273,36.29999923706055
01:12:02,25.5,36.099998474121094
01:13:02,25.5,36.29999923706055
01:14:02,25.399999618530273,36.20000076293945
01:15:02,25.5,36.29999923706055
01:16:02,25.399999618530273,36.29999923706055
01:17:02,25.399999618530273,36.400001525878906
01:18:01,25.399999618530273,36.20000076293945
01:19:01,25.399999618530273,36.29999923706055
01:20:02,25.399999618530273,36.29999923706055
01:21:01,25.399999618530273,36.400001525878906
01:22:01,25.399999618530273,36.400001525878906
01:23:02,25.399999618530273,36.400001525878906
01:24:02,25.399999618530273,36.5
01:25:02,25.399999618530273,36.5
01:26:01,25.399999618530273,36.599998474121094
01:27:01,25.399999618530273,36.599998474121094
01:28:01,25.299999237060547,36.599998474121094
01:29:02,25.399999618530273,36.599998474121094
01:30:02,25.399999618530273,36.599998474121094
01:31:01,25.299999237060547,36.599998474121094
01:32:01,25.399999618530273,36.599998474121094
01:33:01,25.299999237060547,36.599998474121094
01:34:01,25.299999237060547,36.599998474121094
01:35:01,25.299999237060547,36.70000076293945
01:36:02,25.200000762939453,36.599998474121094
01:37:01,25.299999237060547,36.599998474121094
01:38:02,25.299999237060547,36.70000076293945
01:39:02,25.200000762939453,36.79999923706055
01:40:02,25.299999237060547,36.79999923706055
01:41:02,25.200000762939453,36.79999923706055
01:42:01,25.200000762939453,36.900001525878906
01:43:01,25.200000762939453,36.900001525878906
01:44:01,25.200000762939453,37.0
01:45:01,25.200000762939453,36.900001525878906
01:46:01,25.200000762939453,36.900001525878906
01:47:02,25.200000762939453,36.900001525878906
01:48:02,25.100000381469727,36.900001525878906
01:49:01,25.200000762939453,36.900001525878906
01:50:02,25.200000762939453,37.0
01:51:02,25.200000762939453,36.900001525878906
01:52:02,25.100000381469727,36.900001525878906
01:53:01,25.100000381469727,36.900001525878906
01:54:02,25.200000762939453,36.900001525878906
01:55:02,25.100000381469727,37.0
01:56:02,25.100000381469727,36.900001525878906
01:57:02,25.100000381469727,37.099998474121094
01:58:02,25.100000381469727,37.20000076293945
01:59:02,25.100000381469727,37.20000076293945
02:00:02,25.100000381469727,37.5
02:01:02,25.100000381469727,37.5
02:02:02,25.100000381469727,37.5
