DATE: Wed, 08 Jul 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,23.200000762939453,48.099998474121094
00:01:02,23.200000762939453,48.099998474121094
00:02:02,23.200000762939453,48.099998474121094
00:03:01,23.200000762939453,48.0
00:04:01,23.200000762939453,48.400001525878906
00:05:02,23.200000762939453,48.0
00:06:01,23.200000762939453,47.900001525878906
00:07:01,23.200000762939453,47.900001525878906
00:08:01,23.200000762939453,47.900001525878906
00:09:02,23.100000381469727,47.900001525878906
00:10:02,23.200000762939453,47.79999923706055
00:11:01,23.100000381469727,47.70000076293945
00:12:02,23.100000381469727,47.79999923706055
00:13:02,23.100000381469727,47.79999923706055
00:14:02,23.200000762939453,47.70000076293945
00:15:02,23.100000381469727,47.79999923706055
00:16:02,23.100000381469727,47.79999923706055
00:17:02,23.100000381469727,47.79999923706055
00:18:02,23.100000381469727,47.79999923706055
00:19:02,23.100000381469727,47.79999923706055
00:20:02,23.100000381469727,47.70000076293945
00:21:01,23.100000381469727,47.70000076293945
00:22:01,23.100000381469727,47.70000076293945
00:23:02,23.100000381469727,47.79999923706055
00:24:01,23.100000381469727,47.70000076293945
00:25:01,23.0,47.599998474121094
00:26:01,23.100000381469727,47.599998474121094
00:27:01,23.0,47.5
00:28:02,23.100000381469727,47.599998474121094
00:29:02,23.100000381469727,47.599998474121094
00:30:02,23.100000381469727,47.599998474121094
00:31:01,23.0,47.400001525878906
00:32:02,23.100000381469727,47.400001525878906
00:33:02,23.0,47.400001525878906
00:34:02,23.0,47.400001525878906
00:35:02,23.0,47.29999923706055
00:36:01,23.0,47.29999923706055
00:37:01,23.0,47.29999923706055
00:38:01,23.100000381469727,47.29999923706055
00:39:01,23.0,47.099998474121094
00:40:02,23.0,47.20000076293945
00:41:01,23.0,47.29999923706055
00:42:01,23.0,47.29999923706055
00:43:01,23.0,47.20000076293945
00:44:01,23.0,47.099998474121094
00:45:02,23.0,47.20000076293945
00:46:02,23.0,47.20000076293945
00:47:01,23.0,47.099998474121094
00:48:01,23.0,47.20000076293945
00:49:01,23.0,47.20000076293945
00:50:02,22.899999618530273,47.20000076293945
00:51:02,23.0,47.20000076293945
00:52:02,23.0,47.099998474121094
00:53:01,23.0,47.099998474121094
00:54:01,23.0,47.099998474121094
00:55:01,22.899999618530273,47.20000076293945
00:56:01,22.899999618530273,47.20000076293945
00:57:02,22.899999618530273,47.29999923706055
00:58:02,22.899999618530273,47.29999923706055
00:59:02,22.899999618530273,47.400001525878906
01:00:02,22.799999237060547,47.29999923706055
01:01:02,22.799999237060547,47.29999923706055
01:02:02,22.799999237060547,47.400001525878906
01:03:01,22.799999237060547,47.400001525878906
01:04:01,22.799999237060547,47.400001525878906
01:05:02,22.799999237060547,47.5
01:06:02,22.799999237060547,47.5
01:07:02,22.799999237060547,47.5
01:08:01,22.799999237060547,47.5
01:09:02,22.799999237060547,47.599998474121094
01:10:02,22.700000762939453,47.5
01:11:01,22.799999237060547,47.5
01:12:02,22.700000762939453,47.599998474121094
01:13:02,22.700000762939453,47.599998474121094
