DATE: Sat, 04 Jul 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,25.100000381469727,43.0
00:01:01,25.0,43.20000076293945
00:02:02,25.0,43.099998474121094
00:03:02,25.0,43.20000076293945
00:04:01,25.0,43.099998474121094
00:05:02,25.0,43.099998474121094
00:06:01,25.0,43.099998474121094
00:07:01,25.0,43.099998474121094
00:08:01,25.0,43.099998474121094
00:09:01,25.0,43.099998474121094
00:10:02,24.899999618530273,43.0
00:11:01,25.0,43.0
00:12:01,25.0,43.0
00:13:01,25.0,43.0
00:14:01,24.899999618530273,43.0
00:15:01,24.899999618530273,43.0
00:16:01,24.799999237060547,43.0
00:17:01,24.899999618530273,43.20000076293945
00:18:01,24.899999618530273,43.29999923706055
00:19:02,24.899999618530273,43.400001525878906
00:20:02,24.899999618530273,43.5
00:21:01,24.899999618530273,43.400001525878906
00:22:02,24.899999618530273,43.400001525878906
00:23:02,24.899999618530273,43.20000076293945
00:24:02,24.899999618530273,43.20000076293945
00:25:02,24.799999237060547,43.099998474121094
00:26:01,24.899999618530273,43.20000076293945
00:27:01,24.899999618530273,43.099998474121094
00:28:02,24.799999237060547,43.0
00:29:02,24.899999618530273,43.29999923706055
00:30:02,24.899999618530273,43.20000076293945
00:31:02,24.799999237060547,43.099998474121094
00:32:01,24.799999237060547,43.099998474121094
00:33:01,24.799999237060547,43.20000076293945
00:34:01,24.799999237060547,43.20000076293945
00:35:01,24.799999237060547,43.099998474121094
00:36:02,24.799999237060547,43.70000076293945
00:37:02,24.799999237060547,43.20000076293945
00:38:02,24.799999237060547,43.20000076293945
00:39:01,24.799999237060547,43.29999923706055
00:40:02,24.700000762939453,43.29999923706055
00:41:01,24.799999237060547,43.20000076293945
00:42:01,24.799999237060547,43.20000076293945
00:43:01,24.799999237060547,43.29999923706055
00:44:01,24.700000762939453,43.20000076293945
00:45:02,24.700000762939453,43.20000076293945
00:46:01,24.700000762939453,43.20000076293945
00:47:01,24.700000762939453,43.29999923706055
00:48:01,24.700000762939453,43.20000076293945
00:49:01,24.700000762939453,43.20000076293945
00:50:02,24.700000762939453,43.20000076293945
00:51:01,24.700000762939453,43.20000076293945
00:52:01,24.700000762939453,43.29999923706055
00:53:01,24.700000762939453,43.29999923706055
00:54:02,24.700000762939453,43.29999923706055
00:55:01,24.700000762939453,43.29999923706055
00:56:02,24.700000762939453,43.400001525878906
00:57:01,24.600000381469727,43.20000076293945
00:58:02,24.700000762939453,43.29999923706055
00:59:02,24.600000381469727,43.099998474121094
01:00:01,24.600000381469727,43.099998474121094
01:01:02,24.600000381469727,43.20000076293945
01:02:02,24.600000381469727,43.099998474121094
01:03:02,24.700000762939453,43.20000076293945
01:04:02,24.600000381469727,43.29999923706055
01:05:02,24.600000381469727,43.20000076293945
01:06:02,24.600000381469727,43.20000076293945
01:07:02,24.600000381469727,43.29999923706055
01:08:01,24.700000762939453,43.400001525878906
01:09:01,24.600000381469727,43.29999923706055
01:10:02,24.600000381469727,43.29999923706055
01:11:02,24.600000381469727,43.29999923706055
01:12:02,24.600000381469727,43.29999923706055
01:13:02,24.5,43.400001525878906
01:14:01,24.700000762939453,43.5
01:15:02,24.600000381469727,43.400001525878906
01:16:02,24.600000381469727,43.400001525878906
01:17:02,24.600000381469727,43.400001525878906
01:18:01,24.600000381469727,43.400001525878906
01:19:01,24.600000381469727,43.400001525878906
01:20:02,24.5,43.400001525878906
01:21:01,24.5,43.400001525878906
01:22:02,24.5,43.400001525878906
01:23:01,24.5,43.5
01:24:01,24.5,43.5
01:25:01,24.600000381469727,43.5
01:26:01,24.5,43.5
01:27:01,24.5,43.5
01:28:02,24.5,43.5
01:29:02,24.5,43.599998474121094
01:30:02,24.5,43.5
01:31:02,24.5,43.599998474121094
01:32:02,24.5,43.599998474121094
01:33:02,24.5,43.5
01:34:01,24.5,43.599998474121094
01:35:01,24.5,43.599998474121094
01:36:01,24.5,43.599998474121094
01:37:01,24.5,43.599998474121094
01:38:01,24.5,43.70000076293945
01:39:01,24.5,43.70000076293945
01:40:01,24.5,43.70000076293945
01:41:01,24.399999618530273,43.599998474121094
01:42:01,24.5,43.70000076293945
01:43:01,24.5,43.70000076293945
01:44:02,24.5,43.79999923706055
01:45:02,24.5,43.79999923706055
01:46:02,24.5,43.79999923706055
01:47:02,24.399999618530273,43.599998474121094
01:48:01,24.5,43.79999923706055
01:49:01,24.399999618530273,43.70000076293945
01:50:02,24.399999618530273,43.70000076293945
01:51:02,24.399999618530273,43.70000076293945
01:52:02,24.399999618530273,43.70000076293945
01:53:02,24.399999618530273,43.79999923706055
01:54:01,24.399999618530273,43.70000076293945
01:55:01,24.399999618530273,43.79999923706055
01:56:01,24.399999618530273,43.79999923706055
01:57:01,24.399999618530273,43.79999923706055
01:58:02,24.399999618530273,43.79999923706055
01:59:01,24.299999237060547,43.79999923706055
02:00:01,24.299999237060547,43.79999923706055
02:01:01,24.299999237060547,43.79999923706055
02:02:01,24.299999237060547,43.900001525878906
02:03:01,24.299999237060547,44.0
02:04:02,24.299999237060547,44.0
02:05:02,24.299999237060547,44.0
02:06:02,24.299999237060547,43.900001525878906
02:07:02,24.299999237060547,44.0
02:08:02,24.299999237060547,44.099998474121094
02:09:01,24.299999237060547,44.0
02:10:02,24.299999237060547,44.099998474121094
02:11:01,24.299999237060547,44.099998474121094
02:12:01,24.299999237060547,44.099998474121094
02:13:02,24.299999237060547,44.0
02:14:02,24.299999237060547,44.099998474121094
02:15:02,24.299999237060547,44.099998474121094
02:16:02,24.299999237060547,44.099998474121094
02:17:02,24.200000762939453,44.0
02:18:02,24.299999237060547,44.099998474121094
02:19:02,24.299999237060547,44.20000076293945
02:20:02,24.299999237060547,44.20000076293945
02:21:02,24.299999237060547,44.0
02:22:02,24.200000762939453,44.0
02:23:01,24.200000762939453,44.099998474121094
02:24:02,24.200000762939453,44.0
02:25:02,24.200000762939453,44.0
02:26:01,24.200000762939453,44.099998474121094
02:27:01,24.200000762939453,43.900001525878906
02:28:01,24.200000762939453,44.0
02:29:01,24.200000762939453,44.099998474121094
02:30:02,24.200000762939453,44.20000076293945
02:31:01,24.200000762939453,44.099998474121094
02:32:02,24.200000762939453,44.099998474121094
02:33:01,24.100000381469727,44.099998474121094
02:34:02,24.200000762939453,44.20000076293945
02:35:01,24.100000381469727,44.099998474121094
02:36:02,24.100000381469727,44.099998474121094
02:37:01,24.100000381469727,44.099998474121094
02:38:01,24.100000381469727,44.20000076293945
02:39:01,24.200000762939453,44.20000076293945
02:40:02,24.100000381469727,44.0
02:41:02,24.100000381469727,44.099998474121094
02:42:02,24.100000381469727,44.099998474121094
02:43:02,24.100000381469727,44.20000076293945
02:44:01,24.100000381469727,44.20000076293945
02:45:01,24.100000381469727,44.099998474121094
02:46:01,24.100000381469727,44.099998474121094
02:47:01,24.100000381469727,44.099998474121094
02:48:02,24.100000381469727,44.20000076293945
02:49:02,24.100000381469727,44.099998474121094
02:50:02,24.100000381469727,44.20000076293945
02:51:01,24.100000381469727,44.20000076293945
02:52:01,24.100000381469727,44.099998474121094
02:53:02,24.100000381469727,44.099998474121094
02:54:02,24.100000381469727,44.20000076293945
02:55:02,24.100000381469727,44.20000076293945
02:56:02,24.100000381469727,44.20000076293945
02:57:02,24.100000381469727,44.099998474121094
02:58:02,24.100000381469727,44.20000076293945
02:59:02,24.100000381469727,44.20000076293945
03:00:02,24.100000381469727,44.20000076293945
03:01:02,24.100000381469727,44.20000076293945
03:02:02,24.100000381469727,44.20000076293945
03:03:01,24.100000381469727,44.20000076293945
03:04:02,24.100000381469727,44.29999923706055
