DATE: Mon, 28 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,20.399999618530273,55.900001525878906
00:01:02,20.399999618530273,55.900001525878906
00:02:02,20.399999618530273,55.70000076293945
00:03:01,20.399999618530273,55.599998474121094
00:04:01,20.399999618530273,55.79999923706055
00:05:02,20.399999618530273,55.79999923706055
00:06:01,20.5,55.900001525878906
00:07:02,20.5,55.70000076293945
00:08:01,20.399999618530273,55.599998474121094
00:09:01,20.5,55.900001525878906
00:10:02,20.5,55.599998474121094
00:11:01,20.399999618530273,55.70000076293945
00:12:01,20.5,55.70000076293945
00:13:01,20.5,55.70000076293945
00:14:02,20.399999618530273,55.599998474121094
00:15:01,20.5,56.0
00:16:01,20.5,55.79999923706055
00:17:01,20.5,55.599998474121094
00:18:01,20.5,55.900001525878906
00:19:01,20.399999618530273,55.70000076293945
00:20:02,20.5,55.79999923706055
00:21:02,20.5,55.70000076293945
00:22:02,20.5,55.599998474121094
00:23:02,20.5,55.70000076293945
00:24:01,20.5,55.70000076293945
00:25:01,20.5,55.70000076293945
00:26:01,20.5,55.599998474121094
00:27:02,20.5,55.70000076293945
00:28:01,20.5,55.70000076293945
00:29:01,20.5,55.599998474121094
00:30:02,20.5,55.70000076293945
00:31:01,20.5,55.599998474121094
00:32:01,20.5,55.5
00:33:01,20.5,55.599998474121094
00:34:01,20.5,55.5
00:35:01,20.5,55.5
00:36:01,20.5,55.599998474121094
00:37:01,20.5,55.599998474121094
00:38:01,20.5,55.599998474121094
00:39:01,20.5,55.599998474121094
00:40:02,20.5,55.599998474121094
00:41:01,20.5,55.79999923706055
00:42:01,20.399999618530273,55.70000076293945
00:43:01,20.399999618530273,55.79999923706055
00:44:02,20.399999618530273,55.79999923706055
00:45:02,20.399999618530273,55.70000076293945
00:46:02,20.5,55.70000076293945
00:47:02,20.399999618530273,55.79999923706055
00:48:01,20.5,56.0
00:49:01,20.399999618530273,56.0
00:50:02,20.399999618530273,56.0
00:51:02,20.399999618530273,55.79999923706055
00:52:02,20.399999618530273,55.900001525878906
00:53:02,20.399999618530273,56.099998474121094
00:54:02,20.399999618530273,56.0
00:55:02,20.399999618530273,55.900001525878906
00:56:02,20.399999618530273,55.70000076293945
00:57:02,20.399999618530273,55.900001525878906
00:58:01,20.399999618530273,56.0
00:59:02,20.399999618530273,56.0
01:00:02,20.399999618530273,55.900001525878906
01:01:02,20.399999618530273,55.70000076293945
01:02:01,20.399999618530273,55.79999923706055
01:03:01,20.299999237060547,55.79999923706055
01:04:01,20.299999237060547,55.900001525878906
01:05:02,20.299999237060547,55.79999923706055
01:06:01,20.299999237060547,55.79999923706055
01:07:01,20.299999237060547,55.79999923706055
01:08:01,20.299999237060547,55.79999923706055
01:09:01,20.299999237060547,55.70000076293945
01:10:01,20.299999237060547,55.79999923706055
01:11:01,20.299999237060547,55.70000076293945
01:12:01,20.299999237060547,55.79999923706055
01:13:02,20.299999237060547,55.79999923706055
01:14:02,20.299999237060547,55.79999923706055
01:15:02,20.299999237060547,55.79999923706055
01:16:02,20.299999237060547,55.79999923706055
01:17:01,20.299999237060547,55.79999923706055
01:18:01,20.200000762939453,55.70000076293945
01:19:01,20.200000762939453,55.79999923706055
01:20:02,20.200000762939453,55.70000076293945
01:21:02,20.200000762939453,55.70000076293945
01:22:01,20.200000762939453,55.70000076293945
01:23:02,20.200000762939453,56.0
01:24:02,20.200000762939453,55.599998474121094
01:25:02,20.200000762939453,55.599998474121094
01:26:02,20.200000762939453,55.599998474121094
01:27:02,20.200000762939453,55.599998474121094
01:28:02,20.200000762939453,55.599998474121094
01:29:01,20.299999237060547,55.70000076293945
01:30:02,20.200000762939453,55.599998474121094
01:31:02,20.200000762939453,55.599998474121094
01:32:02,20.200000762939453,55.599998474121094
01:33:02,20.200000762939453,55.5
01:34:02,20.200000762939453,55.5
01:35:02,20.200000762939453,55.5
01:36:01,20.299999237060547,55.599998474121094
01:37:01,20.200000762939453,55.400001525878906
01:38:01,20.200000762939453,55.400001525878906
01:39:01,20.299999237060547,55.5
01:40:02,20.200000762939453,55.5
01:41:02,20.299999237060547,55.599998474121094
01:42:02,20.299999237060547,55.5
01:43:02,20.299999237060547,55.599998474121094
01:44:01,20.200000762939453,55.5
01:45:01,20.200000762939453,55.400001525878906
01:46:01,20.299999237060547,55.5
01:47:01,20.200000762939453,55.29999923706055
01:48:01,20.299999237060547,55.5
01:49:01,20.200000762939453,55.29999923706055
01:50:02,20.200000762939453,55.29999923706055
01:51:02,20.200000762939453,55.29999923706055
01:52:02,20.200000762939453,55.400001525878906
01:53:02,20.200000762939453,55.29999923706055
01:54:02,20.200000762939453,55.29999923706055
