DATE: Mon, 22 Jun 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,21.5,38.599998474121094
00:01:02,21.399999618530273,38.900001525878906
00:02:02,21.399999618530273,38.599998474121094
00:03:01,21.299999237060547,38.599998474121094
00:04:01,21.299999237060547,38.400001525878906
00:05:02,21.200000762939453,38.5
00:06:02,21.200000762939453,39.0
00:07:01,21.100000381469727,38.70000076293945
00:08:01,21.200000762939453,38.900001525878906
00:09:01,21.100000381469727,38.900001525878906
00:10:02,21.0,38.599998474121094
00:11:02,21.100000381469727,39.29999923706055
00:12:02,21.0,38.599998474121094
00:13:02,21.0,38.599998474121094
00:14:02,21.0,39.099998474121094
00:15:02,21.0,39.29999923706055
00:16:01,21.0,39.5
00:17:01,21.100000381469727,39.599998474121094
00:18:02,21.100000381469727,39.79999923706055
00:19:01,21.200000762939453,40.0
00:20:02,21.299999237060547,40.099998474121094
00:21:01,21.399999618530273,40.20000076293945
00:22:01,21.399999618530273,40.099998474121094
00:23:01,21.399999618530273,40.400001525878906
00:24:01,21.5,40.70000076293945
00:25:01,21.5,40.900001525878906
00:26:01,21.5,41.099998474121094
00:27:02,21.600000381469727,41.400001525878906
00:28:02,21.5,41.599998474121094
00:29:01,21.5,41.70000076293945
00:30:02,21.600000381469727,42.0
00:31:02,21.5,42.29999923706055
00:32:02,21.5,42.400001525878906
00:33:01,21.5,42.70000076293945
00:34:01,21.600000381469727,43.20000076293945
00:35:02,21.5,44.599998474121094
00:36:02,21.600000381469727,44.79999923706055
00:37:02,21.600000381469727,44.400001525878906
00:38:01,21.600000381469727,44.0
00:39:01,21.600000381469727,44.099998474121094
00:40:02,21.5,44.0
00:41:01,21.5,43.900001525878906
00:42:02,21.5,43.900001525878906
00:43:02,21.5,44.0
00:44:02,21.5,44.400001525878906
00:45:02,21.5,44.29999923706055
00:46:02,21.399999618530273,44.599998474121094
00:47:02,21.399999618530273,44.70000076293945
00:48:02,21.399999618530273,44.79999923706055
00:49:01,21.399999618530273,44.900001525878906
00:50:01,21.399999618530273,44.599998474121094
00:51:01,21.399999618530273,45.0
00:52:01,21.399999618530273,44.79999923706055
00:53:01,21.299999237060547,44.900001525878906
00:54:02,21.299999237060547,45.0
00:55:01,21.299999237060547,45.20000076293945
00:56:01,21.299999237060547,45.099998474121094
00:57:01,21.299999237060547,45.099998474121094
00:58:02,21.299999237060547,45.29999923706055
00:59:02,21.200000762939453,44.79999923706055
01:00:02,21.200000762939453,45.0
01:01:02,21.200000762939453,44.79999923706055
01:02:02,21.299999237060547,44.900001525878906
01:03:01,21.200000762939453,44.599998474121094
01:04:02,21.299999237060547,44.70000076293945
01:05:02,21.299999237060547,44.70000076293945
01:06:01,21.200000762939453,44.5
01:07:01,21.200000762939453,44.599998474121094
01:08:02,21.100000381469727,44.79999923706055
01:09:02,21.200000762939453,44.70000076293945
01:10:02,21.200000762939453,44.70000076293945
01:11:02,21.100000381469727,45.099998474121094
01:12:02,21.100000381469727,45.29999923706055
01:13:02,21.0,44.900001525878906
01:14:02,21.0,45.29999923706055
01:15:01,21.0,46.0
01:16:01,21.0,45.400001525878906
01:17:01,21.0,46.099998474121094
01:18:01,21.0,45.79999923706055
01:19:01,21.0,45.900001525878906
01:20:02,21.0,45.79999923706055
01:21:01,21.0,45.79999923706055
01:22:01,21.0,45.900001525878906
01:23:01,21.0,46.099998474121094
01:24:01,20.899999618530273,46.099998474121094
01:25:02,20.899999618530273,47.20000076293945
01:26:02,21.0,47.0
01:27:02,20.899999618530273,46.900001525878906
01:28:02,20.899999618530273,46.5
01:29:02,20.899999618530273,46.5
01:30:02,20.899999618530273,46.29999923706055
01:31:02,20.899999618530273,47.0
01:32:02,20.799999237060547,46.5
01:33:01,20.899999618530273,46.400001525878906
01:34:01,20.899999618530273,46.29999923706055
01:35:01,20.899999618530273,46.29999923706055
01:36:01,20.899999618530273,46.20000076293945
01:37:01,20.899999618530273,46.400001525878906
01:38:01,20.899999618530273,46.29999923706055
01:39:01,20.899999618530273,46.29999923706055
01:40:02,20.899999618530273,46.5
01:41:01,20.799999237060547,46.599998474121094
01:42:01,20.799999237060547,46.599998474121094
01:43:01,20.899999618530273,46.70000076293945
01:44:01,20.899999618530273,46.70000076293945
01:45:02,20.799999237060547,46.400001525878906
01:46:01,20.799999237060547,46.400001525878906
01:47:02,20.799999237060547,46.599998474121094
01:48:02,20.899999618530273,46.70000076293945
01:49:02,20.899999618530273,46.900001525878906
01:50:02,20.799999237060547,46.599998474121094
01:51:02,20.799999237060547,47.0
01:52:01,20.799999237060547,46.79999923706055
01:53:01,20.799999237060547,46.70000076293945
01:54:01,20.799999237060547,46.79999923706055
01:55:01,20.799999237060547,46.70000076293945
01:56:01,20.799999237060547,46.79999923706055
01:57:01,20.799999237060547,46.79999923706055
01:58:02,20.799999237060547,46.900001525878906
01:59:01,20.799999237060547,46.900001525878906
02:00:01,20.799999237060547,46.900001525878906
02:01:02,20.799999237060547,46.900001525878906
02:02:02,20.799999237060547,47.099998474121094
02:03:02,20.799999237060547,47.0
02:04:02,20.799999237060547,46.900001525878906
02:05:02,20.799999237060547,47.0
02:06:02,20.799999237060547,47.20000076293945
02:07:02,20.799999237060547,47.29999923706055
02:08:02,20.700000762939453,47.099998474121094
02:09:01,20.700000762939453,21.899999618530273
02:10:02,20.700000762939453,47.5
02:11:01,20.700000762939453,47.5
02:12:01,20.700000762939453,47.70000076293945
02:13:01,20.700000762939453,47.900001525878906
02:14:01,20.700000762939453,48.099998474121094
02:15:01,20.700000762939453,48.599998474121094
02:16:01,20.600000381469727,48.0
02:17:01,20.600000381469727,48.5
02:18:01,20.600000381469727,48.599998474121094
02:19:01,20.600000381469727,48.400001525878906
02:20:02,20.600000381469727,48.20000076293945
02:21:01,20.600000381469727,48.400001525878906
02:22:01,20.600000381469727,48.70000076293945
02:23:02,20.600000381469727,48.70000076293945
02:24:02,20.600000381469727,48.5
02:25:02,20.600000381469727,48.599998474121094
02:26:01,20.600000381469727,48.599998474121094
02:27:01,20.5,48.79999923706055
02:28:01,20.5,48.79999923706055
02:29:01,20.600000381469727,48.70000076293945
02:30:02,20.5,48.70000076293945
02:31:01,20.5,48.79999923706055
02:32:01,20.5,48.400001525878906
02:33:02,20.5,48.70000076293945
02:34:02,20.5,48.70000076293945
02:35:02,20.5,48.70000076293945
02:36:02,20.5,48.599998474121094
02:37:02,20.5,48.900001525878906
02:38:02,20.5,48.599998474121094
02:39:02,20.5,49.20000076293945
02:40:01,20.5,48.70000076293945
02:41:02,20.5,49.0
02:42:02,20.5,49.0
02:43:02,20.5,49.099998474121094
02:44:02,20.5,48.599998474121094
02:45:02,20.399999618530273,48.599998474121094
02:46:02,20.5,49.20000076293945
02:47:02,20.399999618530273,48.79999923706055
02:48:02,20.399999618530273,48.900001525878906
02:49:02,20.399999618530273,48.900001525878906
02:50:02,20.399999618530273,48.5
02:51:01,20.399999618530273,48.900001525878906
02:52:01,20.5,48.79999923706055
02:53:02,20.399999618530273,48.900001525878906
02:54:02,20.399999618530273,49.20000076293945
02:55:02,20.399999618530273,49.29999923706055
02:56:02,20.399999618530273,49.29999923706055
02:57:02,20.399999618530273,49.0
02:58:02,20.399999618530273,49.29999923706055
02:59:02,20.399999618530273,49.29999923706055
03:00:02,20.299999237060547,49.5
03:01:01,20.399999618530273,49.0
03:02:02,20.399999618530273,49.29999923706055
03:03:02,20.399999618530273,49.099998474121094
03:04:01,20.399999618530273,49.0
03:05:02,20.399999618530273,49.20000076293945
03:06:01,20.299999237060547,48.79999923706055
03:07:01,20.399999618530273,49.099998474121094
03:08:01,20.399999618530273,49.29999923706055
03:09:01,20.299999237060547,49.0
03:10:02,20.399999618530273,49.0
03:11:02,20.399999618530273,49.20000076293945
03:12:02,20.399999618530273,49.20000076293945
03:13:02,20.299999237060547,49.400001525878906
03:14:01,20.299999237060547,49.20000076293945
03:15:01,20.299999237060547,49.29999923706055
03:16:01,20.299999237060547,49.400001525878906
03:17:01,20.299999237060547,49.20000076293945
03:18:02,20.299999237060547,49.5
03:19:01,20.299999237060547,49.20000076293945
03:20:02,20.299999237060547,49.400001525878906
03:21:02,20.299999237060547,49.20000076293945
03:22:02,20.299999237060547,49.20000076293945
