DATE: Thu, 02 Jul 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,23.700000762939453,50.900001525878906
00:01:01,23.700000762939453,51.0
00:02:02,23.700000762939453,51.0
00:03:02,23.700000762939453,51.099998474121094
00:04:01,23.700000762939453,51.099998474121094
00:05:02,23.700000762939453,51.099998474121094
00:06:01,23.700000762939453,51.099998474121094
00:07:01,23.700000762939453,51.099998474121094
00:08:01,23.700000762939453,51.29999923706055
00:09:01,23.600000381469727,51.099998474121094
00:10:02,23.700000762939453,51.29999923706055
00:11:02,23.600000381469727,51.20000076293945
00:12:02,23.700000762939453,51.20000076293945
00:13:02,23.600000381469727,51.20000076293945
00:14:02,23.600000381469727,51.20000076293945
00:15:02,23.600000381469727,51.20000076293945
00:16:02,23.600000381469727,51.099998474121094
00:17:02,23.600000381469727,51.099998474121094
00:18:01,23.600000381469727,51.20000076293945
00:19:02,23.600000381469727,51.29999923706055
00:20:02,23.600000381469727,51.29999923706055
00:21:01,23.600000381469727,51.29999923706055
00:22:01,23.600000381469727,51.20000076293945
00:23:01,23.600000381469727,51.400001525878906
00:24:01,23.600000381469727,51.29999923706055
00:25:01,23.600000381469727,51.400001525878906
00:26:01,23.600000381469727,51.20000076293945
00:27:01,23.600000381469727,51.400001525878906
00:28:01,23.600000381469727,51.400001525878906
00:29:01,23.600000381469727,51.400001525878906
00:30:02,23.600000381469727,51.400001525878906
00:31:01,23.600000381469727,51.29999923706055
00:32:01,23.600000381469727,51.29999923706055
00:33:01,23.600000381469727,51.29999923706055
00:34:01,23.600000381469727,51.400001525878906
00:35:01,23.600000381469727,51.29999923706055
00:36:02,23.600000381469727,51.099998474121094
00:37:02,23.600000381469727,51.29999923706055
00:38:02,23.600000381469727,51.20000076293945
00:39:02,23.600000381469727,51.20000076293945
00:40:02,23.600000381469727,51.0
00:41:02,23.600000381469727,51.099998474121094
00:42:02,23.600000381469727,51.20000076293945
00:43:02,23.600000381469727,51.400001525878906
00:44:02,23.600000381469727,51.400001525878906
00:45:02,23.5,51.400001525878906
00:46:02,23.5,51.5
00:47:01,23.600000381469727,51.70000076293945
00:48:01,23.600000381469727,51.5
00:49:01,23.600000381469727,51.599998474121094
00:50:02,23.600000381469727,51.20000076293945
00:51:01,23.600000381469727,51.20000076293945
00:52:01,23.600000381469727,51.099998474121094
00:53:01,23.600000381469727,51.599998474121094
00:54:01,23.600000381469727,51.599998474121094
00:55:01,23.600000381469727,51.29999923706055
00:56:01,23.600000381469727,51.400001525878906
00:57:01,23.600000381469727,51.099998474121094
00:58:02,23.600000381469727,51.29999923706055
00:59:01,23.600000381469727,51.29999923706055
01:00:02,23.600000381469727,51.20000076293945
01:01:02,23.600000381469727,51.20000076293945
01:02:02,23.700000762939453,51.5
01:03:01,23.600000381469727,51.70000076293945
01:04:01,23.600000381469727,51.79999923706055
01:05:02,23.600000381469727,51.5
01:06:01,23.600000381469727,51.5
01:07:02,23.600000381469727,51.70000076293945
01:08:02,23.600000381469727,51.400001525878906
01:09:01,23.600000381469727,51.400001525878906
01:10:02,23.600000381469727,51.400001525878906
01:11:01,23.600000381469727,51.099998474121094
01:12:01,23.600000381469727,51.29999923706055
01:13:01,23.600000381469727,51.400001525878906
01:14:01,23.600000381469727,51.5
01:15:01,23.600000381469727,51.5
01:16:01,23.600000381469727,51.70000076293945
01:17:01,23.600000381469727,51.5
01:18:01,23.600000381469727,51.400001525878906
01:19:01,23.600000381469727,51.400001525878906
01:20:02,23.600000381469727,51.400001525878906
01:21:01,23.600000381469727,51.29999923706055
01:22:01,23.600000381469727,51.29999923706055
01:23:01,23.600000381469727,51.29999923706055
01:24:01,23.600000381469727,51.400001525878906
01:25:02,23.5,51.29999923706055
01:26:02,23.600000381469727,51.400001525878906
01:27:02,23.5,51.5
01:28:02,23.5,51.400001525878906
01:29:02,23.5,51.5
01:30:02,23.5,51.20000076293945
01:31:01,23.5,51.400001525878906
01:32:02,23.5,51.29999923706055
01:33:02,23.5,51.599998474121094
01:34:02,23.5,51.5
01:35:01,23.5,51.599998474121094
01:36:01,23.5,51.79999923706055
01:37:02,23.5,52.0
01:38:01,23.5,51.900001525878906
01:39:02,23.5,51.79999923706055
01:40:02,23.5,52.0
01:41:02,23.5,51.70000076293945
01:42:01,23.5,51.5
01:43:01,23.5,51.400001525878906
01:44:01,23.5,51.599998474121094
01:45:01,23.5,51.5
01:46:01,23.5,51.29999923706055
01:47:02,23.5,51.29999923706055
01:48:02,23.5,51.400001525878906
01:49:01,23.5,51.5
01:50:02,23.5,51.5
01:51:02,23.5,51.29999923706055
01:52:02,23.5,51.400001525878906
01:53:01,23.5,51.5
01:54:01,23.5,51.400001525878906
01:55:01,23.5,51.400001525878906
01:56:01,23.5,51.400001525878906
01:57:01,23.5,51.5
01:58:02,23.5,51.29999923706055
01:59:01,23.5,51.400001525878906
02:00:01,23.5,51.400001525878906
02:01:01,23.399999618530273,51.20000076293945
02:02:02,23.5,51.29999923706055
02:03:01,23.5,51.29999923706055
02:04:01,23.5,51.599998474121094
02:05:02,23.399999618530273,51.29999923706055
02:06:02,23.399999618530273,51.29999923706055
02:07:02,23.399999618530273,51.29999923706055
02:08:01,23.399999618530273,51.29999923706055
02:09:01,23.5,51.400001525878906
02:10:02,23.399999618530273,51.29999923706055
02:11:02,23.399999618530273,51.400001525878906
02:12:02,23.399999618530273,51.29999923706055
02:13:02,23.5,51.400001525878906
02:14:02,23.399999618530273,51.29999923706055
02:15:02,23.399999618530273,51.5
02:16:01,23.399999618530273,51.5
02:17:02,23.5,51.400001525878906
02:18:02,23.5,51.400001525878906
02:19:02,23.399999618530273,51.29999923706055
02:20:02,23.399999618530273,51.29999923706055
02:21:02,23.399999618530273,51.400001525878906
02:22:02,23.399999618530273,51.29999923706055
02:23:01,23.399999618530273,51.400001525878906
02:24:01,23.399999618530273,51.29999923706055
02:25:01,23.399999618530273,51.29999923706055
02:26:01,23.399999618530273,51.400001525878906
02:27:01,23.399999618530273,51.5
02:28:01,23.399999618530273,51.900001525878906
02:29:01,23.399999618530273,51.900001525878906
02:30:02,23.399999618530273,51.79999923706055
02:31:02,23.399999618530273,51.5
02:32:02,23.399999618530273,51.20000076293945
02:33:02,23.399999618530273,51.5
02:34:01,23.399999618530273,51.5
02:35:02,23.399999618530273,51.599998474121094
02:36:02,23.399999618530273,51.400001525878906
02:37:01,23.399999618530273,51.70000076293945
02:38:01,23.399999618530273,51.29999923706055
02:39:01,23.399999618530273,51.29999923706055
02:40:02,23.399999618530273,51.29999923706055
02:41:02,23.399999618530273,51.29999923706055
02:42:02,23.399999618530273,51.400001525878906
02:43:02,23.399999618530273,51.599998474121094
02:44:02,23.399999618530273,51.29999923706055
02:45:01,23.399999618530273,51.5
02:46:02,23.399999618530273,51.5
02:47:02,23.399999618530273,51.79999923706055
02:48:01,23.399999618530273,51.29999923706055
02:49:02,23.399999618530273,51.29999923706055
02:50:02,23.399999618530273,51.29999923706055
02:51:01,23.399999618530273,51.400001525878906
02:52:01,23.399999618530273,51.29999923706055
02:53:01,23.399999618530273,51.29999923706055
02:54:01,23.399999618530273,51.29999923706055
02:55:01,23.399999618530273,51.599998474121094
02:56:01,23.399999618530273,51.599998474121094
02:57:01,23.399999618530273,51.29999923706055
02:58:02,23.399999618530273,51.29999923706055
02:59:02,23.399999618530273,51.5
03:00:02,23.399999618530273,51.29999923706055
03:01:02,23.399999618530273,51.400001525878906
03:02:02,23.399999618530273,51.5
03:03:02,23.399999618530273,51.5
03:04:02,23.299999237060547,51.70000076293945
03:05:02,23.399999618530273,51.5
03:06:02,23.399999618530273,51.5
03:07:01,23.399999618530273,51.5
03:08:01,23.399999618530273,51.29999923706055
03:09:01,23.399999618530273,51.5
03:10:02,23.399999618530273,51.20000076293945
03:11:01,23.399999618530273,51.20000076293945
03:12:01,23.399999618530273,51.5
03:13:01,23.399999618530273,51.5
03:14:01,23.399999618530273,51.400001525878906
03:15:02,23.399999618530273,51.5
03:16:02,23.399999618530273,51.5
03:17:02,23.399999618530273,51.5
03:18:01,23.299999237060547,51.70000076293945
03:19:01,23.399999618530273,51.599998474121094
03:20:02,23.399999618530273,51.70000076293945
03:21:01,23.299999237060547,51.5
03:22:01,23.299999237060547,51.5
03:23:01,23.299999237060547,51.79999923706055
03:24:02,23.299999237060547,51.599998474121094
03:25:01,23.299999237060547,51.70000076293945
03:26:02,23.299999237060547,51.5
03:27:02,23.299999237060547,51.599998474121094
03:28:02,23.299999237060547,51.70000076293945
03:29:02,23.299999237060547,51.599998474121094
03:30:02,23.299999237060547,51.5
03:31:01,23.299999237060547,51.599998474121094
03:32:02,23.299999237060547,51.599998474121094
03:33:02,23.299999237060547,51.599998474121094
03:34:02,23.299999237060547,51.5
03:35:02,23.299999237060547,51.900001525878906
03:36:01,23.299999237060547,51.5
03:37:01,23.200000762939453,51.5
03:38:02,23.200000762939453,51.5
03:39:02,23.299999237060547,51.599998474121094
03:40:02,23.200000762939453,51.5
03:41:02,23.299999237060547,51.5
03:42:02,23.200000762939453,51.900001525878906
03:43:02,23.299999237060547,51.599998474121094
03:44:02,23.299999237060547,51.599998474121094
03:45:02,23.299999237060547,51.599998474121094
03:46:02,23.299999237060547,51.599998474121094
03:47:02,23.299999237060547,51.599998474121094
03:48:02,23.200000762939453,51.5
03:49:01,23.200000762939453,51.900001525878906
03:50:02,23.200000762939453,51.5
03:51:02,23.299999237060547,51.70000076293945
03:52:01,23.200000762939453,51.5
03:53:01,23.200000762939453,51.5
03:54:01,23.200000762939453,51.5
03:55:02,23.200000762939453,51.5
03:56:02,23.299999237060547,51.5
03:57:02,23.200000762939453,51.400001525878906
03:58:02,23.200000762939453,51.5
03:59:01,23.200000762939453,51.5
04:00:01,23.200000762939453,51.5
04:01:02,23.200000762939453,51.599998474121094
04:02:02,23.200000762939453,51.599998474121094
04:03:01,23.200000762939453,51.5
04:04:02,23.200000762939453,51.599998474121094
04:05:02,23.200000762939453,51.5
04:06:02,23.200000762939453,51.5
04:07:02,23.200000762939453,51.5
04:08:02,23.200000762939453,51.5
04:09:02,23.200000762939453,51.5
04:10:01,23.200000762939453,51.5
04:11:02,23.200000762939453,51.5
04:12:02,23.200000762939453,51.5
04:13:02,23.200000762939453,51.5
04:14:02,23.200000762939453,51.5
04:15:02,23.200000762939453,51.5
04:16:01,23.200000762939453,51.5
04:17:01,23.100000381469727,51.5
04:18:02,23.200000762939453,51.5
04:19:01,23.200000762939453,51.5
04:20:02,23.100000381469727,51.5
04:21:01,23.100000381469727,51.70000076293945
04:22:01,23.200000762939453,51.599998474121094
04:23:01,23.100000381469727,51.599998474121094
04:24:02,23.200000762939453,51.70000076293945
04:25:02,23.200000762939453,51.70000076293945
04:26:02,23.200000762939453,51.70000076293945
04:27:02,23.100000381469727,52.0
04:28:02,23.200000762939453,51.70000076293945
04:29:02,23.200000762939453,51.70000076293945
04:30:02,23.200000762939453,51.79999923706055
04:31:02,23.100000381469727,51.900001525878906
04:32:02,23.100000381469727,51.70000076293945
04:33:01,23.100000381469727,51.70000076293945
04:34:01,23.200000762939453,51.5
04:35:01,23.200000762939453,51.5
04:36:01,23.200000762939453,51.5
04:37:01,23.200000762939453,51.70000076293945
04:38:01,23.100000381469727,51.599998474121094
04:39:02,23.200000762939453,51.5
04:40:02,23.100000381469727,51.70000076293945
04:41:01,23.100000381469727,51.5
04:42:02,23.100000381469727,51.599998474121094
04:43:01,23.100000381469727,51.599998474121094
04:44:02,23.100000381469727,51.79999923706055
04:45:02,23.100000381469727,51.79999923706055
04:46:02,23.100000381469727,51.79999923706055
04:47:02,23.100000381469727,51.70000076293945
04:48:02,23.100000381469727,51.70000076293945
04:49:01,23.100000381469727,51.79999923706055
04:50:02,23.100000381469727,51.900001525878906
04:51:02,23.100000381469727,51.70000076293945
04:52:01,23.100000381469727,51.70000076293945
04:53:01,23.100000381469727,51.599998474121094
04:54:02,23.100000381469727,51.900001525878906
04:55:02,23.200000762939453,51.79999923706055
04:56:02,23.100000381469727,51.900001525878906
04:57:02,23.100000381469727,51.79999923706055
04:58:02,23.100000381469727,51.79999923706055
04:59:02,23.100000381469727,51.70000076293945
05:00:01,23.100000381469727,51.79999923706055
05:01:01,23.100000381469727,51.5
05:02:02,23.0,51.5
05:03:01,23.100000381469727,51.5
05:04:01,23.100000381469727,51.599998474121094
05:05:02,23.100000381469727,51.599998474121094
05:06:02,23.100000381469727,51.5
05:07:02,23.100000381469727,51.70000076293945
05:08:01,23.100000381469727,51.5
05:09:02,23.100000381469727,51.5
05:10:02,23.0,51.400001525878906
05:11:02,23.100000381469727,51.5
05:12:02,23.100000381469727,51.599998474121094
05:13:02,23.100000381469727,51.5
05:14:02,23.100000381469727,51.5
05:15:02,23.100000381469727,51.70000076293945
05:16:01,23.0,51.5
05:17:01,23.100000381469727,51.599998474121094
05:18:02,23.0,51.5
05:19:01,23.0,51.5
05:20:02,23.100000381469727,51.5
05:21:02,23.0,51.599998474121094
05:22:01,23.0,51.5
05:23:01,23.0,51.5
05:24:02,23.100000381469727,51.70000076293945
05:25:02,23.0,51.5
05:26:02,23.100000381469727,51.70000076293945
05:27:02,23.100000381469727,51.599998474121094
05:28:02,23.100000381469727,51.70000076293945
05:29:01,23.0,51.5
05:30:02,23.0,51.5
05:31:02,23.0,51.5
05:32:02,23.0,51.599998474121094
05:33:01,23.0,51.599998474121094
05:34:01,23.0,51.70000076293945
05:35:01,23.0,51.599998474121094
05:36:01,23.0,51.5
05:37:01,23.0,51.599998474121094
05:38:01,23.0,51.599998474121094
05:39:01,23.0,51.70000076293945
05:40:02,23.0,51.599998474121094
05:41:01,23.0,51.599998474121094
05:42:01,23.0,51.599998474121094
05:43:01,23.0,51.79999923706055
05:44:02,23.0,51.599998474121094
05:45:02,23.0,51.70000076293945
05:46:02,23.100000381469727,51.900001525878906
05:47:01,23.0,52.0
05:48:02,23.0,51.900001525878906
05:49:02,23.0,51.900001525878906
05:50:02,23.0,51.900001525878906
05:51:01,23.100000381469727,52.099998474121094
05:52:01,23.0,52.0
05:53:01,23.0,52.099998474121094
05:54:01,23.100000381469727,52.20000076293945
05:55:01,23.0,52.099998474121094
05:56:01,23.0,52.20000076293945
05:57:02,23.100000381469727,52.20000076293945
05:58:02,23.0,52.20000076293945
05:59:01,23.100000381469727,52.29999923706055
06:00:01,23.0,52.099998474121094
06:01:02,23.100000381469727,52.20000076293945
06:02:02,23.100000381469727,52.29999923706055
06:03:02,23.100000381469727,52.29999923706055
06:04:02,23.100000381469727,52.20000076293945
06:05:02,23.100000381469727,52.20000076293945
06:06:01,23.100000381469727,52.099998474121094
06:07:01,23.100000381469727,52.0
06:08:01,23.100000381469727,52.099998474121094
06:09:01,23.100000381469727,52.0
06:10:02,23.100000381469727,52.0
06:11:01,23.100000381469727,51.900001525878906
06:12:01,23.100000381469727,51.900001525878906
06:13:02,23.100000381469727,51.900001525878906
06:14:02,23.100000381469727,51.900001525878906
06:15:02,23.200000762939453,51.900001525878906
06:16:02,23.100000381469727,51.79999923706055
06:17:01,23.100000381469727,51.900001525878906
06:18:01,23.100000381469727,51.900001525878906
06:19:01,23.100000381469727,52.0
06:20:02,23.100000381469727,52.0
06:21:02,23.200000762939453,52.0
06:22:02,23.200000762939453,52.099998474121094
06:23:02,23.200000762939453,52.20000076293945
06:24:02,23.200000762939453,52.0
06:25:02,23.200000762939453,51.900001525878906
06:26:02,23.100000381469727,51.900001525878906
06:27:02,23.200000762939453,51.79999923706055
06:28:02,23.200000762939453,51.79999923706055
06:29:02,23.200000762939453,51.79999923706055
06:30:02,23.200000762939453,51.900001525878906
06:31:02,23.200000762939453,51.900001525878906
06:32:01,23.200000762939453,52.0
06:33:01,23.100000381469727,52.0
06:34:01,23.200000762939453,52.099998474121094
06:35:01,23.100000381469727,52.0
06:36:02,23.100000381469727,52.0
06:37:02,23.100000381469727,52.099998474121094
06:38:02,23.100000381469727,52.0
06:39:02,23.100000381469727,52.0
06:40:02,23.100000381469727,51.900001525878906
06:41:01,23.100000381469727,52.0
06:42:02,23.100000381469727,51.900001525878906
06:43:02,23.100000381469727,51.900001525878906
06:44:02,23.200000762939453,51.900001525878906
06:45:02,23.100000381469727,52.0
06:46:02,23.100000381469727,52.0
06:47:02,23.100000381469727,52.099998474121094
06:48:01,23.100000381469727,52.099998474121094
06:49:02,23.100000381469727,51.900001525878906
06:50:01,23.100000381469727,51.79999923706055
06:51:02,23.100000381469727,51.70000076293945
06:52:02,23.100000381469727,51.79999923706055
06:53:02,23.100000381469727,51.79999923706055
06:54:02,23.100000381469727,51.79999923706055
06:55:02,23.100000381469727,51.70000076293945
06:56:01,23.100000381469727,51.70000076293945
06:57:01,23.100000381469727,51.79999923706055
06:58:02,23.100000381469727,51.79999923706055
06:59:01,23.100000381469727,51.79999923706055
07:00:01,23.100000381469727,51.79999923706055
07:01:01,23.100000381469727,51.79999923706055
07:02:02,23.100000381469727,51.70000076293945
07:03:01,23.100000381469727,51.79999923706055
07:04:02,23.100000381469727,51.79999923706055
07:05:02,23.0,51.70000076293945
07:06:01,23.100000381469727,51.79999923706055
07:07:01,23.0,51.79999923706055
07:08:02,23.0,51.79999923706055
07:09:01,23.0,51.70000076293945
07:10:02,23.100000381469727,51.79999923706055
07:11:02,23.0,51.70000076293945
07:12:01,23.0,51.70000076293945
07:13:02,23.100000381469727,51.79999923706055
07:14:02,23.0,51.599998474121094
07:15:02,23.0,51.70000076293945
07:16:01,23.0,51.70000076293945
07:17:02,23.100000381469727,51.79999923706055
07:18:01,23.100000381469727,51.79999923706055
07:19:01,23.0,51.70000076293945
07:20:02,23.100000381469727,51.900001525878906
07:21:02,23.100000381469727,51.599998474121094
07:22:02,23.100000381469727,51.70000076293945
07:23:01,23.100000381469727,51.5
07:24:02,23.200000762939453,51.5
07:25:02,23.200000762939453,51.400001525878906
07:26:02,23.200000762939453,51.900001525878906
07:27:02,23.200000762939453,51.29999923706055
07:28:02,23.200000762939453,51.29999923706055
07:29:02,23.200000762939453,51.29999923706055
07:30:02,23.200000762939453,51.099998474121094
07:31:01,23.299999237060547,51.20000076293945
07:32:01,23.299999237060547,51.099998474121094
07:33:02,23.299999237060547,51.099998474121094
07:34:02,23.299999237060547,51.099998474121094
07:35:01,23.299999237060547,51.599998474121094
07:36:01,23.299999237060547,51.0
07:37:01,23.299999237060547,51.0
07:38:01,23.399999618530273,51.0
07:39:01,23.399999618530273,51.0
07:40:02,23.399999618530273,51.0
07:41:01,23.399999618530273,50.900001525878906
07:42:01,23.399999618530273,50.79999923706055
07:43:01,23.399999618530273,50.79999923706055
07:44:01,23.399999618530273,50.70000076293945
07:45:02,23.5,50.79999923706055
07:46:02,23.5,50.79999923706055
07:47:02,23.5,50.79999923706055
07:48:02,23.5,50.900001525878906
07:49:02,23.5,50.70000076293945
07:50:01,23.600000381469727,50.70000076293945
07:51:01,23.5,50.79999923706055
07:52:02,23.5,50.70000076293945
07:53:02,23.5,50.29999923706055
07:54:02,23.399999618530273,49.79999923706055
07:55:02,23.399999618530273,49.79999923706055
07:56:01,23.399999618530273,49.20000076293945
07:57:01,23.399999618530273,49.099998474121094
07:58:02,23.299999237060547,49.099998474121094
07:59:01,23.299999237060547,49.0
08:00:02,23.299999237060547,48.900001525878906
08:01:02,23.299999237060547,48.900001525878906
08:02:02,23.299999237060547,48.599998474121094
08:03:01,23.299999237060547,48.29999923706055
08:04:02,23.299999237060547,48.5
08:05:02,23.399999618530273,48.29999923706055
08:06:02,23.399999618530273,48.599998474121094
08:07:02,23.299999237060547,48.099998474121094
08:08:01,23.299999237060547,48.5
08:09:01,23.200000762939453,48.599998474121094
08:10:01,23.200000762939453,48.79999923706055
08:11:01,23.200000762939453,48.5
08:12:01,23.200000762939453,48.400001525878906
08:13:01,23.200000762939453,48.400001525878906
08:14:01,23.200000762939453,48.599998474121094
08:15:01,23.200000762939453,48.70000076293945
08:16:01,23.100000381469727,48.79999923706055
08:17:02,23.100000381469727,48.599998474121094
08:18:02,23.100000381469727,48.599998474121094
08:19:02,23.100000381469727,48.599998474121094
08:20:02,23.200000762939453,48.5
08:21:01,23.200000762939453,48.5
08:22:02,23.200000762939453,48.5
08:23:02,23.200000762939453,48.400001525878906
08:24:01,23.399999618530273,48.400001525878906
08:25:01,23.399999618530273,48.29999923706055
08:26:01,23.399999618530273,48.5
08:27:01,23.299999237060547,48.70000076293945
08:28:01,23.299999237060547,48.79999923706055
08:29:01,23.399999618530273,48.599998474121094
08:30:02,23.299999237060547,48.70000076293945
08:31:02,23.299999237060547,48.70000076293945
08:32:02,23.299999237060547,48.79999923706055
08:33:02,23.299999237060547,48.70000076293945
08:34:01,23.299999237060547,48.70000076293945
08:35:01,23.200000762939453,48.599998474121094
08:36:01,23.200000762939453,48.70000076293945
08:37:01,23.200000762939453,48.79999923706055
08:38:02,23.200000762939453,48.900001525878906
08:39:01,23.200000762939453,48.900001525878906
08:40:01,23.200000762939453,48.900001525878906
08:41:01,23.200000762939453,48.900001525878906
08:42:01,23.200000762939453,48.79999923706055
08:43:02,23.200000762939453,48.79999923706055
08:44:02,23.200000762939453,48.79999923706055
08:45:02,23.200000762939453,48.79999923706055
08:46:02,23.200000762939453,48.900001525878906
08:47:01,23.200000762939453,48.900001525878906
08:48:01,23.100000381469727,48.79999923706055
08:49:02,23.200000762939453,48.79999923706055
