DATE: Sat, 12 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,21.600000381469727,55.29999923706055
00:01:02,21.600000381469727,55.29999923706055
00:02:02,21.600000381469727,55.29999923706055
00:03:01,21.600000381469727,55.29999923706055
00:04:01,21.600000381469727,55.400001525878906
00:05:02,21.600000381469727,55.29999923706055
00:06:01,21.600000381469727,55.20000076293945
00:07:01,21.600000381469727,55.099998474121094
00:08:02,21.600000381469727,55.20000076293945
00:09:01,21.600000381469727,55.20000076293945
00:10:02,21.600000381469727,55.29999923706055
00:11:01,21.600000381469727,55.29999923706055
00:12:01,21.600000381469727,55.20000076293945
00:13:01,21.600000381469727,55.20000076293945
00:14:01,21.600000381469727,55.20000076293945
00:15:01,21.600000381469727,55.20000076293945
00:16:01,21.600000381469727,55.29999923706055
00:17:01,21.600000381469727,55.29999923706055
00:18:01,21.600000381469727,55.29999923706055
00:19:01,21.600000381469727,55.29999923706055
00:20:02,21.600000381469727,55.20000076293945
00:21:02,21.600000381469727,55.20000076293945
00:22:02,21.600000381469727,55.29999923706055
00:23:02,21.600000381469727,55.20000076293945
00:24:01,21.600000381469727,55.29999923706055
00:25:01,21.600000381469727,55.29999923706055
00:26:01,21.600000381469727,55.29999923706055
00:27:01,21.600000381469727,55.29999923706055
00:28:02,21.600000381469727,55.400001525878906
00:29:02,21.600000381469727,55.400001525878906
00:30:02,21.600000381469727,55.29999923706055
00:31:02,21.5,55.400001525878906
00:32:01,21.600000381469727,55.29999923706055
00:33:01,21.600000381469727,55.400001525878906
00:34:01,21.600000381469727,55.29999923706055
00:35:02,21.5,55.29999923706055
00:36:02,21.600000381469727,55.400001525878906
00:37:02,21.600000381469727,55.400001525878906
00:38:02,21.600000381469727,55.5
00:39:02,21.600000381469727,55.400001525878906
00:40:02,21.600000381469727,55.400001525878906
00:41:02,21.600000381469727,55.29999923706055
00:42:02,21.600000381469727,55.5
00:43:02,21.600000381469727,55.5
00:44:02,21.5,55.400001525878906
00:45:02,21.600000381469727,55.5
00:46:02,21.600000381469727,55.70000076293945
00:47:02,21.600000381469727,55.599998474121094
00:48:02,21.600000381469727,55.5
00:49:02,21.600000381469727,55.5
00:50:02,21.5,55.599998474121094
00:51:01,21.600000381469727,55.599998474121094
00:52:01,21.600000381469727,55.5
00:53:01,21.600000381469727,55.599998474121094
00:54:01,21.600000381469727,55.599998474121094
00:55:01,21.600000381469727,55.5
00:56:01,21.600000381469727,55.5
00:57:01,21.600000381469727,55.599998474121094
00:58:02,21.5,55.70000076293945
00:59:01,21.600000381469727,55.79999923706055
01:00:02,21.600000381469727,55.70000076293945
01:01:02,21.600000381469727,55.70000076293945
01:02:02,21.600000381469727,55.599998474121094
01:03:01,21.600000381469727,55.79999923706055
01:04:01,21.600000381469727,55.79999923706055
01:05:02,21.600000381469727,55.70000076293945
01:06:02,21.600000381469727,55.79999923706055
01:07:02,21.600000381469727,55.79999923706055
01:08:02,21.600000381469727,56.20000076293945
01:09:02,21.600000381469727,55.79999923706055
01:10:01,21.600000381469727,55.79999923706055
01:11:01,21.600000381469727,55.79999923706055
01:12:01,21.600000381469727,55.70000076293945
01:13:01,21.600000381469727,56.0
01:14:01,21.5,56.0
01:15:01,21.600000381469727,55.900001525878906
01:16:02,21.600000381469727,55.79999923706055
01:17:02,21.600000381469727,56.0
01:18:02,21.600000381469727,55.900001525878906
01:19:01,21.600000381469727,56.0
01:20:02,21.600000381469727,56.0
01:21:01,21.600000381469727,56.0
01:22:01,21.600000381469727,55.900001525878906
01:23:01,21.600000381469727,56.0
01:24:01,21.600000381469727,56.0
01:25:01,21.600000381469727,56.0
01:26:01,21.600000381469727,56.099998474121094
01:27:01,21.600000381469727,56.099998474121094
01:28:01,21.600000381469727,56.0
01:29:01,21.600000381469727,56.20000076293945
01:30:02,21.600000381469727,56.20000076293945
01:31:02,21.600000381469727,56.20000076293945
01:32:02,21.600000381469727,56.29999923706055
01:33:02,21.600000381469727,56.400001525878906
01:34:02,21.600000381469727,56.20000076293945
01:35:02,21.600000381469727,56.29999923706055
01:36:02,21.600000381469727,56.20000076293945
01:37:01,21.600000381469727,56.20000076293945
01:38:01,21.600000381469727,56.29999923706055
01:39:01,21.600000381469727,56.20000076293945
01:40:02,21.600000381469727,56.29999923706055
01:41:01,21.600000381469727,56.29999923706055
01:42:01,21.600000381469727,56.20000076293945
01:43:01,21.600000381469727,56.29999923706055
01:44:01,21.600000381469727,56.29999923706055
01:45:02,21.600000381469727,56.400001525878906
01:46:02,21.600000381469727,56.400001525878906
01:47:02,21.600000381469727,56.400001525878906
01:48:01,21.600000381469727,56.29999923706055
01:49:01,21.600000381469727,56.400001525878906
01:50:02,21.600000381469727,56.400001525878906
01:51:01,21.600000381469727,56.5
01:52:01,21.600000381469727,56.5
01:53:01,21.600000381469727,56.5
01:54:01,21.600000381469727,56.79999923706055
01:55:01,21.600000381469727,56.599998474121094
01:56:01,21.600000381469727,56.599998474121094
01:57:01,21.600000381469727,56.599998474121094
01:58:02,21.600000381469727,56.5
01:59:02,21.600000381469727,56.599998474121094
02:00:02,21.600000381469727,56.5
02:01:02,21.600000381469727,56.599998474121094
02:02:02,21.600000381469727,56.599998474121094
02:03:02,21.600000381469727,56.70000076293945
02:04:01,21.600000381469727,56.70000076293945
02:05:01,21.600000381469727,56.70000076293945
02:06:01,21.600000381469727,56.79999923706055
02:07:01,21.600000381469727,56.70000076293945
02:08:01,21.600000381469727,56.70000076293945
02:09:02,21.600000381469727,56.70000076293945
02:10:02,21.600000381469727,56.79999923706055
02:11:02,21.600000381469727,56.900001525878906
02:12:02,21.600000381469727,56.900001525878906
02:13:02,21.700000762939453,56.900001525878906
02:14:02,21.600000381469727,56.79999923706055
02:15:02,21.700000762939453,57.0
02:16:02,21.600000381469727,56.900001525878906
02:17:01,21.600000381469727,57.0
02:18:02,21.600000381469727,57.0
02:19:02,21.600000381469727,57.0
02:20:02,21.600000381469727,57.0
02:21:02,21.600000381469727,57.099998474121094
02:22:02,21.600000381469727,57.0
02:23:01,21.600000381469727,57.099998474121094
02:24:01,21.600000381469727,57.20000076293945
02:25:01,21.600000381469727,57.5
02:26:01,21.600000381469727,57.20000076293945
02:27:02,21.600000381469727,57.20000076293945
02:28:02,21.600000381469727,57.20000076293945
02:29:02,21.700000762939453,57.20000076293945
02:30:02,21.600000381469727,57.20000076293945
02:31:02,21.700000762939453,57.20000076293945
02:32:02,21.600000381469727,57.099998474121094
02:33:02,21.600000381469727,57.099998474121094
02:34:02,21.600000381469727,57.099998474121094
02:35:02,21.600000381469727,57.099998474121094
02:36:02,21.700000762939453,57.20000076293945
02:37:02,21.700000762939453,57.29999923706055
02:38:02,21.600000381469727,57.20000076293945
02:39:02,21.700000762939453,57.29999923706055
02:40:02,21.600000381469727,57.20000076293945
02:41:02,21.600000381469727,57.099998474121094
02:42:01,21.700000762939453,57.20000076293945
02:43:02,21.600000381469727,57.099998474121094
02:44:02,21.600000381469727,57.29999923706055
02:45:01,21.700000762939453,57.400001525878906
02:46:01,21.600000381469727,57.20000076293945
02:47:01,21.600000381469727,57.099998474121094
02:48:02,21.700000762939453,57.20000076293945
02:49:01,21.700000762939453,57.099998474121094
02:50:02,21.600000381469727,57.20000076293945
02:51:01,21.600000381469727,57.29999923706055
02:52:01,21.700000762939453,57.29999923706055
02:53:01,21.600000381469727,57.29999923706055
02:54:01,21.700000762939453,57.5
02:55:01,21.700000762939453,57.400001525878906
02:56:01,21.600000381469727,57.20000076293945
02:57:01,21.700000762939453,57.400001525878906
02:58:02,21.700000762939453,57.70000076293945
02:59:01,21.700000762939453,57.599998474121094
03:00:01,21.700000762939453,57.5
03:01:01,21.700000762939453,57.70000076293945
03:02:02,21.700000762939453,57.400001525878906
03:03:02,21.700000762939453,57.599998474121094
03:04:02,21.700000762939453,57.79999923706055
03:05:02,21.700000762939453,57.599998474121094
03:06:02,21.600000381469727,57.5
03:07:01,21.700000762939453,57.5
03:08:01,21.700000762939453,57.599998474121094
03:09:01,21.700000762939453,57.5
03:10:02,21.700000762939453,57.599998474121094
03:11:01,21.600000381469727,57.20000076293945
03:12:01,21.700000762939453,57.599998474121094
03:13:01,21.700000762939453,57.5
03:14:01,21.700000762939453,57.5
03:15:02,21.700000762939453,57.70000076293945
03:16:01,21.700000762939453,57.5
03:17:01,21.700000762939453,57.599998474121094
03:18:01,21.600000381469727,57.400001525878906
03:19:02,21.700000762939453,57.5
03:20:02,21.700000762939453,57.400001525878906
03:21:02,21.700000762939453,57.79999923706055
03:22:02,21.700000762939453,57.5
03:23:02,21.700000762939453,57.599998474121094
03:24:02,21.700000762939453,57.400001525878906
03:25:02,21.700000762939453,57.5
03:26:02,21.700000762939453,57.400001525878906
03:27:02,21.700000762939453,57.5
03:28:02,21.700000762939453,57.5
03:29:01,21.700000762939453,57.400001525878906
03:30:01,21.700000762939453,57.29999923706055
03:31:01,21.700000762939453,57.29999923706055
03:32:02,21.700000762939453,57.29999923706055
03:33:02,21.700000762939453,57.400001525878906
03:34:02,21.700000762939453,57.29999923706055
03:35:01,21.700000762939453,57.29999923706055
03:36:01,21.700000762939453,57.29999923706055
03:37:01,21.700000762939453,57.20000076293945
03:38:02,21.700000762939453,57.29999923706055
03:39:01,21.700000762939453,57.5
03:40:02,21.700000762939453,57.599998474121094
03:41:01,21.700000762939453,57.5
03:42:01,21.700000762939453,57.29999923706055
03:43:01,21.700000762939453,57.099998474121094
03:44:02,21.700000762939453,57.70000076293945
03:45:02,21.700000762939453,57.70000076293945
03:46:02,21.700000762939453,57.79999923706055
03:47:02,21.600000381469727,57.70000076293945
03:48:01,21.700000762939453,57.79999923706055
03:49:02,21.700000762939453,57.79999923706055
03:50:02,21.700000762939453,57.70000076293945
03:51:01,21.700000762939453,57.599998474121094
03:52:01,21.700000762939453,57.5
03:53:01,21.600000381469727,57.599998474121094
03:54:02,21.600000381469727,57.599998474121094
03:55:01,21.700000762939453,57.70000076293945
03:56:01,21.700000762939453,57.599998474121094
03:57:01,21.700000762939453,57.900001525878906
03:58:02,21.700000762939453,57.400001525878906
03:59:01,21.700000762939453,57.400001525878906
04:00:01,21.700000762939453,57.400001525878906
04:01:02,21.700000762939453,57.400001525878906
04:02:02,21.700000762939453,57.79999923706055
04:03:02,21.700000762939453,57.70000076293945
04:04:02,21.700000762939453,57.5
04:05:02,21.700000762939453,57.79999923706055
04:06:02,21.700000762939453,57.400001525878906
04:07:02,21.700000762939453,57.599998474121094
04:08:02,21.700000762939453,57.5
04:09:02,21.700000762939453,57.599998474121094
04:10:02,21.700000762939453,57.29999923706055
04:11:01,21.700000762939453,57.400001525878906
04:12:01,21.700000762939453,57.5
04:13:01,21.700000762939453,57.29999923706055
04:14:01,21.700000762939453,57.29999923706055
