DATE: Thu, 04 Jun 2015 10:58:29 +0000
Time,Temperature [degree C],Relative humidity [%]
10:58:26,22.5,34.900001525878906
10:59:03,22.5,35.0
11:00:02,22.5,35.099998474121094
11:01:02,22.399999618530273,35.20000076293945
11:02:02,22.399999618530273,35.20000076293945
11:03:02,22.399999618530273,35.29999923706055
11:04:02,22.399999618530273,35.400001525878906
11:05:03,22.299999237060547,35.400001525878906
11:06:02,22.299999237060547,35.400001525878906
11:07:01,22.399999618530273,35.5
11:08:02,22.299999237060547,35.5
11:09:02,22.299999237060547,35.5
11:10:02,22.299999237060547,36.0
11:11:02,22.299999237060547,35.5
11:13:29,22.299999237060547,36.0
11:13:30,22.299999237060547,36.0
11:14:01,22.299999237060547,36.0
11:15:01,22.100000381469727,36.0
11:16:01,21.899999618530273,36.29999923706055
11:17:02,21.899999618530273,36.400001525878906
11:18:02,21.799999237060547,36.5
11:19:01,21.700000762939453,36.599998474121094
11:20:02,21.700000762939453,36.70000076293945
11:21:01,21.700000762939453,36.79999923706055
11:22:02,21.600000381469727,36.79999923706055
11:23:02,21.700000762939453,36.900001525878906
11:24:02,21.600000381469727,36.900001525878906
11:25:02,21.600000381469727,36.900001525878906
11:26:01,21.5,37.0
11:27:01,21.600000381469727,37.400001525878906
11:28:01,21.5,37.0
11:29:02,21.5,37.099998474121094
11:30:02,21.5,37.099998474121094
11:31:01,21.5,37.099998474121094
11:32:01,21.5,37.099998474121094
11:33:02,21.5,37.099998474121094
11:34:01,21.5,37.099998474121094
11:35:01,21.5,37.0
11:36:01,21.5,37.0
11:37:01,21.399999618530273,37.0
11:38:01,21.5,37.0
11:39:01,21.600000381469727,37.0
11:40:02,21.5,37.099998474121094
11:41:02,21.5,37.0
11:42:02,21.5,37.0
11:43:02,21.5,36.900001525878906
11:44:02,21.5,37.0
11:45:02,21.5,36.900001525878906
11:46:01,21.5,37.0
11:47:02,21.5,37.0
11:48:02,21.5,36.900001525878906
11:49:02,21.5,36.900001525878906
11:50:02,21.5,36.900001525878906
11:51:01,21.5,36.79999923706055
11:52:01,21.5,36.900001525878906
11:53:01,21.5,36.900001525878906
11:54:01,21.5,36.900001525878906
11:55:02,21.5,36.900001525878906
11:56:02,21.5,36.900001525878906
11:57:02,21.5,36.900001525878906
11:58:02,21.5,36.79999923706055
11:59:01,21.5,37.0
12:00:02,21.5,36.900001525878906
12:01:01,21.5,36.79999923706055
12:02:01,21.5,36.79999923706055
12:03:01,21.5,36.79999923706055
12:04:02,21.5,36.900001525878906
12:05:02,21.5,36.79999923706055
12:06:01,21.5,36.79999923706055
12:07:01,21.399999618530273,36.79999923706055
12:08:01,21.5,37.0
12:09:01,21.5,37.599998474121094
12:10:02,21.5,38.5
12:11:01,21.399999618530273,39.70000076293945
12:12:01,21.5,40.70000076293945
12:13:01,21.5,41.900001525878906
