DATE: Tue, 11 Aug 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,22.600000381469727,44.5
00:01:01,22.600000381469727,44.5
00:02:02,22.600000381469727,44.599998474121094
00:03:01,22.600000381469727,44.5
00:04:01,22.5,44.5
00:05:02,22.5,44.5
00:06:01,22.5,44.5
00:07:01,22.5,44.5
00:08:02,22.600000381469727,44.5
00:09:02,22.600000381469727,44.5
00:10:02,22.5,44.599998474121094
00:11:02,22.5,44.5
00:12:02,22.5,44.599998474121094
00:13:02,22.5,44.5
00:14:02,22.5,44.5
00:15:02,22.5,44.5
00:16:01,22.5,44.5
00:17:02,22.5,44.5
00:18:02,22.399999618530273,44.400001525878906
00:19:01,22.5,44.599998474121094
00:20:02,22.399999618530273,44.5
00:21:02,22.5,44.599998474121094
00:22:02,22.399999618530273,44.5
00:23:02,22.399999618530273,44.5
00:24:02,22.399999618530273,44.5
00:25:02,22.399999618530273,44.5
00:26:01,22.399999618530273,44.5
00:27:01,22.399999618530273,44.599998474121094
00:28:02,22.399999618530273,44.599998474121094
00:29:01,22.399999618530273,44.599998474121094
00:30:02,22.399999618530273,44.599998474121094
00:31:02,22.399999618530273,44.599998474121094
00:32:02,22.399999618530273,44.70000076293945
00:33:02,22.299999237060547,44.599998474121094
00:34:02,22.299999237060547,44.599998474121094
00:35:01,22.299999237060547,44.599998474121094
00:36:01,22.299999237060547,44.599998474121094
00:37:01,22.299999237060547,44.599998474121094
00:38:01,22.299999237060547,44.599998474121094
00:39:01,22.299999237060547,44.599998474121094
00:40:02,22.299999237060547,44.599998474121094
00:41:01,22.299999237060547,44.599998474121094
00:42:02,22.299999237060547,44.599998474121094
00:43:01,22.299999237060547,44.599998474121094
00:44:01,22.299999237060547,44.599998474121094
00:45:02,22.299999237060547,44.599998474121094
00:46:01,22.299999237060547,44.599998474121094
00:47:02,22.200000762939453,44.599998474121094
00:48:01,22.299999237060547,44.599998474121094
00:49:01,22.200000762939453,44.599998474121094
00:50:02,22.200000762939453,44.599998474121094
00:51:02,22.200000762939453,44.599998474121094
00:52:01,22.200000762939453,44.5
00:53:02,22.299999237060547,44.70000076293945
00:54:02,22.200000762939453,44.5
00:55:02,22.200000762939453,44.599998474121094
00:56:01,22.200000762939453,44.599998474121094
00:57:01,22.200000762939453,44.599998474121094
00:58:02,22.200000762939453,44.599998474121094
00:59:01,22.200000762939453,44.599998474121094
01:00:01,22.200000762939453,44.5
01:01:01,22.200000762939453,44.599998474121094
01:02:02,22.200000762939453,44.599998474121094
01:03:01,22.200000762939453,44.599998474121094
01:04:01,22.200000762939453,44.599998474121094
01:05:02,22.200000762939453,44.599998474121094
01:06:01,22.200000762939453,44.599998474121094
01:07:01,22.200000762939453,44.599998474121094
01:08:01,22.200000762939453,44.70000076293945
01:09:01,22.200000762939453,44.70000076293945
01:10:02,22.200000762939453,44.70000076293945
01:11:01,22.100000381469727,44.599998474121094
01:12:02,22.200000762939453,44.70000076293945
01:13:02,22.200000762939453,44.70000076293945
01:14:01,22.100000381469727,44.70000076293945
01:15:02,22.200000762939453,44.79999923706055
01:16:01,22.200000762939453,44.79999923706055
01:17:01,22.200000762939453,44.70000076293945
01:18:01,22.200000762939453,44.599998474121094
01:19:01,22.100000381469727,44.70000076293945
01:20:02,22.100000381469727,44.70000076293945
01:21:02,22.100000381469727,44.70000076293945
01:22:01,22.100000381469727,44.79999923706055
01:23:02,22.100000381469727,44.79999923706055
01:24:01,22.100000381469727,44.70000076293945
01:25:01,22.100000381469727,44.70000076293945
01:26:01,22.100000381469727,44.599998474121094
01:27:01,22.0,44.599998474121094
01:28:01,22.100000381469727,44.70000076293945
01:29:01,22.100000381469727,44.79999923706055
01:30:02,22.0,44.599998474121094
01:31:02,22.100000381469727,44.70000076293945
01:32:01,22.0,44.599998474121094
01:33:01,22.0,44.70000076293945
01:34:01,21.899999618530273,44.70000076293945
01:35:02,22.0,44.70000076293945
01:36:02,22.0,44.70000076293945
01:37:02,22.0,44.70000076293945
01:38:01,22.0,45.099998474121094
01:39:01,22.0,44.79999923706055
01:40:01,22.0,44.79999923706055
01:41:01,22.0,44.70000076293945
01:42:02,22.0,44.79999923706055
01:43:02,22.0,44.79999923706055
01:44:02,22.0,44.79999923706055
01:45:01,22.0,44.70000076293945
01:46:01,22.0,44.79999923706055
