DATE: Mon, 07 Sep 2015 00:00:04 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,20.600000381469727,50.0
00:01:02,20.600000381469727,50.0
00:02:01,20.600000381469727,50.0
00:03:02,20.600000381469727,49.900001525878906
00:04:01,20.600000381469727,49.79999923706055
00:05:02,20.600000381469727,49.70000076293945
00:06:01,20.600000381469727,49.599998474121094
00:07:01,20.600000381469727,49.70000076293945
00:08:01,20.600000381469727,49.70000076293945
00:09:01,20.600000381469727,49.900001525878906
00:10:02,20.600000381469727,49.70000076293945
00:11:01,20.600000381469727,49.70000076293945
00:12:02,20.600000381469727,49.79999923706055
00:13:02,20.5,49.79999923706055
00:14:01,20.600000381469727,49.79999923706055
00:15:01,20.600000381469727,49.900001525878906
00:16:01,20.600000381469727,49.5
00:17:01,20.5,49.5
00:18:01,20.5,49.5
00:19:01,20.5,49.5
00:20:02,20.5,49.599998474121094
00:21:01,20.600000381469727,49.599998474121094
00:22:01,20.5,49.5
00:23:01,20.600000381469727,49.5
00:24:01,20.600000381469727,49.400001525878906
00:25:01,20.5,49.29999923706055
00:26:01,20.5,49.20000076293945
00:27:01,20.600000381469727,49.099998474121094
00:28:01,20.5,49.099998474121094
00:29:01,20.5,49.0
00:30:02,20.5,49.099998474121094
00:31:01,20.5,49.20000076293945
00:32:01,20.600000381469727,49.20000076293945
00:33:01,20.600000381469727,49.20000076293945
00:34:01,20.5,49.099998474121094
00:35:01,20.5,49.0
00:36:01,20.5,49.099998474121094
00:37:01,20.5,49.099998474121094
00:38:01,20.5,49.099998474121094
00:39:01,20.5,49.0
00:40:02,20.5,49.099998474121094
00:41:01,20.5,49.099998474121094
00:42:01,20.5,49.20000076293945
00:43:02,20.5,49.70000076293945
00:44:02,20.5,49.400001525878906
00:45:02,20.5,49.29999923706055
00:46:02,20.5,49.20000076293945
00:47:02,20.5,49.0
00:48:02,20.5,48.900001525878906
00:49:02,20.5,49.099998474121094
00:50:01,20.5,49.0
00:51:01,20.5,48.900001525878906
00:52:01,20.5,49.0
00:53:01,20.5,48.900001525878906
00:54:01,20.399999618530273,48.79999923706055
00:55:01,20.5,48.79999923706055
00:56:01,20.5,48.70000076293945
00:57:02,20.5,48.70000076293945
00:58:02,20.399999618530273,48.70000076293945
00:59:02,20.5,48.900001525878906
01:00:02,20.5,48.79999923706055
01:01:02,20.5,48.79999923706055
01:02:02,20.5,48.79999923706055
01:03:02,20.399999618530273,48.79999923706055
01:04:02,20.399999618530273,49.0
01:05:02,20.399999618530273,49.099998474121094
01:06:02,20.5,49.099998474121094
01:07:02,20.399999618530273,49.5
01:08:02,20.399999618530273,49.0
01:09:02,20.399999618530273,48.900001525878906
01:10:02,20.399999618530273,49.0
01:11:02,20.399999618530273,48.79999923706055
01:12:01,20.399999618530273,48.79999923706055
01:13:02,20.399999618530273,48.70000076293945
01:14:01,20.399999618530273,48.599998474121094
01:15:01,20.399999618530273,48.599998474121094
01:16:02,20.399999618530273,48.599998474121094
01:17:02,20.5,48.70000076293945
01:18:02,20.5,48.79999923706055
01:19:02,20.399999618530273,48.599998474121094
01:20:02,20.399999618530273,48.400001525878906
01:21:02,20.5,48.5
01:22:02,20.5,48.5
01:23:02,20.399999618530273,48.29999923706055
01:24:02,20.399999618530273,48.29999923706055
01:25:02,20.5,48.29999923706055
01:26:02,20.5,48.29999923706055
01:27:02,20.5,48.400001525878906
01:28:02,20.399999618530273,48.20000076293945
01:29:02,20.399999618530273,48.400001525878906
01:30:02,20.5,48.29999923706055
01:31:01,20.399999618530273,48.20000076293945
01:32:01,20.5,48.29999923706055
01:33:01,20.5,48.29999923706055
01:34:01,20.5,48.20000076293945
01:35:01,20.5,48.20000076293945
01:36:01,20.399999618530273,48.0
01:37:01,20.399999618530273,48.20000076293945
01:38:01,20.399999618530273,48.29999923706055
01:39:01,20.399999618530273,48.29999923706055
