DATE: Wed, 02 Sep 2015 19:22:04 +0000
Time,Temperature [degree C],Relative humidity [%]
19:22:01,22.200000762939453,49.0
19:23:02,22.100000381469727,49.099998474121094
19:24:02,22.100000381469727,49.0
19:25:01,22.100000381469727,49.0
19:26:01,22.0,48.099998474121094
19:27:01,22.100000381469727,49.400001525878906
19:28:01,22.0,49.599998474121094
19:29:02,22.0,49.70000076293945
19:30:02,21.899999618530273,49.599998474121094
19:31:01,22.0,49.5
20:18:02,22.399999618530273,48.099998474121094
20:19:01,22.299999237060547,47.900001525878906
20:20:01,22.0,48.0
20:21:02,21.799999237060547,48.099998474121094
20:22:02,21.600000381469727,48.5
20:23:01,21.399999618530273,48.900001525878906
20:24:01,21.299999237060547,49.29999923706055
20:25:01,21.200000762939453,49.599998474121094
20:26:01,21.200000762939453,49.900001525878906
20:27:01,21.100000381469727,50.099998474121094
20:28:01,21.100000381469727,50.29999923706055
20:29:01,21.0,50.5
20:30:02,21.0,50.5
20:31:01,21.0,50.20000076293945
20:32:01,20.899999618530273,50.0
20:33:01,20.899999618530273,50.0
20:34:02,20.899999618530273,50.0
20:35:02,20.899999618530273,49.900001525878906
20:36:02,20.899999618530273,49.900001525878906
20:37:02,20.899999618530273,50.599998474121094
20:38:02,20.899999618530273,50.20000076293945
20:39:02,20.899999618530273,50.0
20:40:02,20.899999618530273,49.900001525878906
20:41:02,20.799999237060547,49.79999923706055
20:42:02,20.799999237060547,49.900001525878906
20:43:01,20.899999618530273,49.70000076293945
20:44:01,20.799999237060547,49.400001525878906
20:45:02,20.799999237060547,49.5
20:46:02,20.799999237060547,49.70000076293945
20:47:02,20.799999237060547,49.5
20:48:01,20.799999237060547,49.400001525878906
20:49:01,20.799999237060547,49.599998474121094
20:50:02,20.799999237060547,49.79999923706055
20:51:02,20.799999237060547,49.5
20:52:02,20.799999237060547,49.599998474121094
20:53:02,20.799999237060547,49.599998474121094
20:54:01,20.799999237060547,49.29999923706055
20:55:01,20.799999237060547,49.400001525878906
20:56:01,20.799999237060547,49.5
20:57:01,20.799999237060547,49.5
20:58:02,20.700000762939453,49.70000076293945
20:59:01,20.799999237060547,49.79999923706055
21:00:02,20.799999237060547,49.79999923706055
21:01:02,20.799999237060547,49.70000076293945
21:02:02,20.799999237060547,49.70000076293945
21:03:02,20.799999237060547,49.599998474121094
21:04:02,20.799999237060547,49.5
21:05:02,20.799999237060547,49.5
21:06:01,20.799999237060547,49.29999923706055
21:07:01,20.799999237060547,49.20000076293945
21:08:02,20.799999237060547,49.20000076293945
21:09:02,20.799999237060547,49.29999923706055
21:10:02,20.799999237060547,49.5
21:11:02,20.799999237060547,49.5
21:12:01,20.799999237060547,49.5
21:13:02,20.899999618530273,49.599998474121094
21:14:02,20.799999237060547,49.599998474121094
21:15:02,20.799999237060547,49.5
21:16:02,20.899999618530273,49.29999923706055
21:17:02,20.799999237060547,49.20000076293945
21:18:01,20.799999237060547,49.20000076293945
21:19:01,20.799999237060547,49.20000076293945
21:20:02,20.799999237060547,49.20000076293945
21:21:02,20.799999237060547,49.29999923706055
21:22:02,20.799999237060547,49.29999923706055
21:23:02,20.799999237060547,49.400001525878906
21:24:01,20.799999237060547,49.5
21:25:01,20.799999237060547,49.29999923706055
21:26:01,20.799999237060547,49.29999923706055
21:27:02,20.799999237060547,49.29999923706055
21:28:02,20.799999237060547,49.29999923706055
21:29:02,20.799999237060547,49.400001525878906
21:30:02,20.799999237060547,49.400001525878906
21:31:01,20.899999618530273,49.5
21:32:01,20.799999237060547,49.400001525878906
21:33:01,20.799999237060547,49.29999923706055
21:34:01,20.799999237060547,49.29999923706055
21:35:01,20.799999237060547,49.29999923706055
21:36:01,20.799999237060547,49.20000076293945
21:37:01,20.799999237060547,49.20000076293945
21:38:01,20.799999237060547,49.400001525878906
21:39:01,20.799999237060547,49.29999923706055
21:40:02,20.799999237060547,49.400001525878906
21:41:01,20.799999237060547,49.5
21:42:01,20.799999237060547,49.5
21:43:02,20.799999237060547,49.5
21:44:02,20.799999237060547,49.5
21:45:02,20.799999237060547,49.5
21:46:01,20.899999618530273,49.599998474121094
21:47:02,20.799999237060547,49.400001525878906
21:48:02,20.799999237060547,49.400001525878906
21:49:01,20.799999237060547,49.400001525878906
21:50:02,20.799999237060547,49.400001525878906
21:51:02,20.799999237060547,49.0
21:52:02,20.799999237060547,49.5
21:53:02,20.799999237060547,49.099998474121094
21:54:01,20.799999237060547,49.099998474121094
21:55:01,20.799999237060547,49.099998474121094
21:56:01,20.799999237060547,49.0
21:57:01,20.799999237060547,49.0
