DATE: Sat, 10 Oct 2015 00:00:04 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,19.399999618530273,58.099998474121094
00:01:02,19.399999618530273,58.099998474121094
00:02:02,19.299999237060547,58.099998474121094
00:03:01,19.299999237060547,58.20000076293945
00:04:01,19.299999237060547,58.5
00:05:02,19.200000762939453,58.400001525878906
00:06:01,19.299999237060547,59.099998474121094
00:07:02,19.299999237060547,58.79999923706055
00:08:01,19.299999237060547,58.599998474121094
00:09:01,19.299999237060547,58.70000076293945
00:10:02,19.299999237060547,58.5
00:11:01,19.399999618530273,58.599998474121094
00:12:01,19.299999237060547,58.5
00:13:01,19.299999237060547,58.29999923706055
00:14:01,19.299999237060547,58.20000076293945
00:15:01,19.299999237060547,58.400001525878906
00:16:01,19.299999237060547,58.5
00:17:02,19.299999237060547,58.599998474121094
00:18:02,19.299999237060547,58.5
00:19:02,19.299999237060547,58.29999923706055
00:20:02,19.299999237060547,58.400001525878906
00:21:02,19.299999237060547,58.20000076293945
00:22:02,19.299999237060547,58.5
00:23:02,19.299999237060547,58.900001525878906
00:24:02,19.299999237060547,58.599998474121094
00:25:02,19.299999237060547,58.5
00:26:02,19.299999237060547,58.29999923706055
00:27:02,19.299999237060547,58.400001525878906
00:28:02,19.299999237060547,58.29999923706055
00:29:02,19.299999237060547,58.599998474121094
00:30:02,19.299999237060547,58.20000076293945
00:31:02,19.299999237060547,58.099998474121094
00:32:02,19.299999237060547,58.099998474121094
00:33:02,19.299999237060547,58.099998474121094
00:34:01,19.299999237060547,58.0
00:35:01,19.299999237060547,58.20000076293945
00:36:01,19.299999237060547,58.0
00:37:01,19.299999237060547,58.5
00:38:01,19.299999237060547,58.400001525878906
00:39:01,19.299999237060547,58.20000076293945
00:40:02,19.299999237060547,58.20000076293945
00:41:02,19.299999237060547,58.20000076293945
00:42:02,19.299999237060547,57.900001525878906
00:43:02,19.299999237060547,58.0
00:44:02,19.299999237060547,58.20000076293945
00:45:02,19.299999237060547,57.900001525878906
00:46:02,19.299999237060547,58.0
00:47:02,19.200000762939453,58.099998474121094
00:48:02,19.200000762939453,57.599998474121094
00:49:01,19.200000762939453,57.70000076293945
00:50:02,19.200000762939453,57.79999923706055
00:51:01,19.200000762939453,57.900001525878906
00:52:01,19.200000762939453,57.900001525878906
