DATE: Fri, 21 Aug 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,23.799999237060547,45.5
00:01:01,23.799999237060547,45.599998474121094
00:02:02,23.799999237060547,45.599998474121094
00:03:02,23.799999237060547,45.70000076293945
00:04:02,23.799999237060547,45.599998474121094
00:05:02,23.799999237060547,45.70000076293945
00:06:02,23.700000762939453,45.5
00:07:02,23.799999237060547,45.70000076293945
00:08:02,23.799999237060547,45.5
00:09:02,23.799999237060547,45.70000076293945
00:10:02,23.799999237060547,45.5
00:11:02,23.799999237060547,45.599998474121094
00:12:02,23.799999237060547,45.5
00:13:02,23.700000762939453,45.599998474121094
00:14:01,23.799999237060547,45.70000076293945
00:15:01,23.799999237060547,45.5
00:16:02,23.700000762939453,45.599998474121094
00:17:01,23.700000762939453,45.599998474121094
00:18:02,23.799999237060547,45.599998474121094
00:19:01,23.799999237060547,45.70000076293945
00:20:02,23.799999237060547,45.599998474121094
00:21:02,23.799999237060547,45.599998474121094
00:22:01,23.700000762939453,45.599998474121094
00:23:02,23.700000762939453,45.70000076293945
00:24:02,23.799999237060547,45.70000076293945
00:25:02,23.799999237060547,45.70000076293945
00:26:02,23.700000762939453,45.70000076293945
00:27:02,23.799999237060547,45.79999923706055
00:28:02,23.799999237060547,45.70000076293945
00:29:02,23.700000762939453,45.70000076293945
00:30:02,23.799999237060547,45.70000076293945
00:31:01,23.700000762939453,45.70000076293945
00:32:01,23.799999237060547,45.70000076293945
00:33:01,23.799999237060547,45.70000076293945
00:34:01,23.799999237060547,45.79999923706055
00:35:01,23.700000762939453,45.70000076293945
00:36:01,23.700000762939453,45.70000076293945
00:37:01,23.799999237060547,45.70000076293945
00:38:01,23.700000762939453,45.79999923706055
00:39:01,23.700000762939453,46.0
00:40:02,23.700000762939453,46.0
00:41:01,23.700000762939453,45.900001525878906
00:42:01,23.700000762939453,45.900001525878906
00:43:01,23.700000762939453,45.900001525878906
00:44:02,23.700000762939453,45.900001525878906
00:45:01,23.700000762939453,45.900001525878906
00:46:02,23.700000762939453,45.900001525878906
00:47:02,23.700000762939453,45.900001525878906
00:48:02,23.700000762939453,45.900001525878906
00:49:02,23.700000762939453,46.0
00:50:02,23.600000381469727,45.900001525878906
00:51:02,23.600000381469727,45.79999923706055
00:52:01,23.700000762939453,45.900001525878906
00:53:01,23.700000762939453,45.900001525878906
00:54:01,23.600000381469727,45.79999923706055
00:55:01,23.600000381469727,45.79999923706055
00:56:02,23.600000381469727,45.79999923706055
00:57:02,23.600000381469727,45.79999923706055
00:58:02,23.700000762939453,45.900001525878906
00:59:02,23.600000381469727,45.900001525878906
01:00:02,23.600000381469727,45.79999923706055
01:01:02,23.700000762939453,45.900001525878906
01:02:02,23.600000381469727,45.900001525878906
01:03:01,23.600000381469727,45.900001525878906
01:04:01,23.600000381469727,45.900001525878906
01:05:02,23.600000381469727,45.900001525878906
01:06:01,23.600000381469727,45.900001525878906
01:07:01,23.600000381469727,46.0
01:08:01,23.600000381469727,45.900001525878906
01:09:01,23.600000381469727,46.0
01:10:02,23.600000381469727,45.900001525878906
01:11:01,23.600000381469727,45.900001525878906
01:12:02,23.600000381469727,45.900001525878906
01:13:02,23.600000381469727,45.900001525878906
01:14:02,23.600000381469727,45.900001525878906
01:15:02,23.600000381469727,46.0
01:16:01,23.600000381469727,46.0
01:17:01,23.600000381469727,45.900001525878906
01:18:02,23.600000381469727,45.900001525878906
01:19:02,23.600000381469727,46.29999923706055
01:20:02,23.600000381469727,46.099998474121094
01:21:02,23.5,46.0
01:22:01,23.5,46.099998474121094
01:23:02,23.600000381469727,46.0
01:24:02,23.5,46.099998474121094
01:25:02,23.600000381469727,46.0
01:26:02,23.600000381469727,46.099998474121094
01:27:02,23.600000381469727,46.29999923706055
