DATE: Sun, 11 Oct 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,20.100000381469727,59.599998474121094
00:01:02,20.100000381469727,59.79999923706055
00:02:02,20.100000381469727,59.70000076293945
00:03:01,20.0,59.70000076293945
00:04:01,20.0,59.599998474121094
00:05:02,20.0,59.400001525878906
00:06:02,20.100000381469727,59.599998474121094
00:07:02,20.0,59.400001525878906
00:08:01,20.0,59.5
00:09:01,20.0,59.400001525878906
00:10:02,20.100000381469727,59.29999923706055
00:11:01,20.0,59.099998474121094
00:12:01,20.0,59.20000076293945
00:13:01,20.0,59.099998474121094
00:14:01,20.0,59.20000076293945
00:15:02,20.0,59.0
00:16:02,20.0,58.900001525878906
00:17:02,20.0,59.29999923706055
00:18:02,20.0,59.20000076293945
00:19:02,20.0,59.0
00:20:02,20.0,59.400001525878906
00:21:01,20.0,59.400001525878906
00:22:01,20.0,59.20000076293945
00:23:01,20.0,59.5
00:24:01,20.0,59.20000076293945
00:25:01,20.0,59.29999923706055
00:26:01,20.0,59.20000076293945
00:27:01,20.0,59.0
00:28:01,20.0,59.099998474121094
00:29:01,20.0,59.29999923706055
00:30:02,20.0,59.29999923706055
00:31:02,20.0,59.099998474121094
00:32:02,19.899999618530273,59.099998474121094
00:33:02,20.0,59.099998474121094
00:34:02,19.899999618530273,59.20000076293945
00:35:02,19.899999618530273,59.29999923706055
00:36:01,19.899999618530273,59.29999923706055
00:37:02,19.899999618530273,59.400001525878906
00:38:02,19.899999618530273,59.20000076293945
00:39:02,19.899999618530273,59.400001525878906
00:40:02,19.899999618530273,59.400001525878906
00:41:02,19.899999618530273,59.400001525878906
00:42:02,19.899999618530273,59.400001525878906
00:43:01,19.899999618530273,59.29999923706055
00:44:01,19.899999618530273,59.29999923706055
00:45:01,19.899999618530273,59.29999923706055
00:46:01,19.899999618530273,59.099998474121094
00:47:01,19.899999618530273,59.29999923706055
00:48:01,19.899999618530273,59.400001525878906
00:49:01,19.899999618530273,59.400001525878906
00:50:02,19.899999618530273,59.20000076293945
00:51:02,19.899999618530273,59.099998474121094
00:52:02,19.899999618530273,59.20000076293945
00:53:02,19.799999237060547,59.0
00:54:02,19.799999237060547,58.900001525878906
00:55:02,19.799999237060547,59.0
00:56:01,19.799999237060547,59.400001525878906
00:57:01,19.899999618530273,59.400001525878906
00:58:02,19.899999618530273,59.29999923706055
00:59:01,19.799999237060547,59.0
01:00:02,19.799999237060547,59.20000076293945
01:01:02,19.799999237060547,59.20000076293945
01:02:02,19.799999237060547,58.79999923706055
01:03:02,19.799999237060547,59.099998474121094
01:04:01,19.799999237060547,59.0
01:05:01,19.799999237060547,59.0
01:06:01,19.799999237060547,59.0
01:07:02,19.799999237060547,59.0
01:08:02,19.700000762939453,58.900001525878906
01:09:01,19.799999237060547,58.70000076293945
01:10:02,19.799999237060547,58.70000076293945
01:11:02,19.799999237060547,58.900001525878906
01:12:02,19.799999237060547,58.79999923706055
01:13:02,19.799999237060547,58.599998474121094
01:14:01,19.799999237060547,58.70000076293945
01:15:01,19.799999237060547,58.5
01:16:01,19.799999237060547,58.70000076293945
01:17:02,19.799999237060547,58.79999923706055
01:18:02,19.700000762939453,58.79999923706055
01:19:02,19.799999237060547,58.70000076293945
01:20:02,19.700000762939453,58.5
01:21:02,19.799999237060547,58.70000076293945
01:22:01,19.700000762939453,58.70000076293945
01:23:01,19.700000762939453,58.599998474121094
01:24:01,19.700000762939453,58.599998474121094
01:25:01,19.700000762939453,58.70000076293945
01:26:01,19.700000762939453,58.599998474121094
01:27:02,19.700000762939453,58.79999923706055
01:28:02,19.700000762939453,58.79999923706055
01:29:02,19.700000762939453,58.79999923706055
01:30:02,19.700000762939453,58.79999923706055
01:31:01,19.700000762939453,58.900001525878906
01:32:01,19.799999237060547,58.70000076293945
01:33:01,19.700000762939453,58.70000076293945
01:34:01,19.700000762939453,58.79999923706055
01:35:01,19.700000762939453,58.599998474121094
01:36:01,19.700000762939453,58.79999923706055
01:37:01,19.700000762939453,58.900001525878906
01:38:01,19.700000762939453,58.70000076293945
01:39:01,19.700000762939453,58.70000076293945
01:40:02,19.700000762939453,58.900001525878906
01:41:02,19.700000762939453,58.900001525878906
01:42:02,19.700000762939453,59.099998474121094
01:43:02,19.700000762939453,59.099998474121094
01:44:01,19.700000762939453,58.900001525878906
01:45:01,19.700000762939453,59.0
01:46:01,19.700000762939453,59.400001525878906
01:47:02,19.700000762939453,59.099998474121094
01:48:02,19.700000762939453,59.0
01:49:01,19.700000762939453,59.099998474121094
01:50:02,19.700000762939453,59.0
01:51:02,19.600000381469727,58.79999923706055
01:52:02,19.700000762939453,58.79999923706055
01:53:02,19.700000762939453,59.099998474121094
01:54:02,19.700000762939453,59.099998474121094
01:55:01,19.700000762939453,59.099998474121094
01:56:01,19.700000762939453,59.20000076293945
01:57:01,19.700000762939453,59.20000076293945
01:58:02,19.700000762939453,58.900001525878906
01:59:01,19.700000762939453,58.79999923706055
02:00:01,19.700000762939453,58.79999923706055
02:01:01,19.700000762939453,58.900001525878906
02:02:02,19.700000762939453,58.79999923706055
02:03:02,19.700000762939453,58.79999923706055
02:04:02,19.600000381469727,58.79999923706055
02:05:02,19.600000381469727,58.79999923706055
02:06:02,19.600000381469727,58.599998474121094
02:07:01,19.600000381469727,58.900001525878906
02:08:02,19.600000381469727,58.70000076293945
02:09:01,19.600000381469727,58.79999923706055
02:10:02,19.600000381469727,59.0
02:11:01,19.600000381469727,58.900001525878906
02:12:01,19.600000381469727,58.900001525878906
02:13:01,19.600000381469727,58.70000076293945
02:14:01,19.600000381469727,58.70000076293945
02:15:02,19.600000381469727,58.599998474121094
02:16:02,19.600000381469727,58.79999923706055
02:17:02,19.5,58.70000076293945
02:18:02,19.5,59.099998474121094
02:19:02,19.600000381469727,59.0
02:20:01,19.600000381469727,58.900001525878906
02:21:01,19.600000381469727,59.099998474121094
02:22:01,19.5,59.099998474121094
02:23:02,19.600000381469727,59.0
02:24:02,19.5,58.900001525878906
02:25:01,19.600000381469727,58.79999923706055
02:26:02,19.5,58.599998474121094
02:27:02,19.5,58.79999923706055
02:28:02,19.600000381469727,58.599998474121094
02:29:02,19.5,58.400001525878906
02:30:02,19.5,58.79999923706055
02:31:01,19.5,59.0
02:32:01,19.5,58.599998474121094
02:33:01,19.5,58.599998474121094
02:34:01,19.5,58.70000076293945
02:35:01,19.5,58.900001525878906
02:36:01,19.5,58.70000076293945
02:37:01,19.5,58.900001525878906
02:38:01,19.5,59.0
02:39:01,19.5,58.79999923706055
02:40:02,19.5,58.79999923706055
02:41:02,19.5,58.599998474121094
02:42:01,19.5,58.79999923706055
02:43:02,19.5,58.79999923706055
02:44:01,19.5,58.599998474121094
02:45:01,19.5,58.400001525878906
02:46:01,19.5,58.79999923706055
02:47:01,19.5,59.0
02:48:01,19.5,58.29999923706055
02:49:02,19.5,58.900001525878906
02:50:02,19.5,58.599998474121094
02:51:02,19.5,58.79999923706055
02:52:02,19.5,59.0
02:53:02,19.5,58.900001525878906
02:54:02,19.5,59.099998474121094
02:55:01,19.5,58.900001525878906
02:56:01,19.5,59.099998474121094
02:57:01,19.5,58.79999923706055
02:58:02,19.5,58.70000076293945
02:59:01,19.5,58.599998474121094
03:00:02,19.5,59.0
03:01:02,19.399999618530273,58.900001525878906
03:02:02,19.5,58.79999923706055
03:03:01,19.5,59.099998474121094
03:04:01,19.399999618530273,58.900001525878906
03:05:02,19.5,58.79999923706055
03:06:02,19.399999618530273,58.79999923706055
03:07:02,19.399999618530273,58.900001525878906
03:08:02,19.399999618530273,58.900001525878906
03:09:02,19.399999618530273,59.0
03:10:02,19.5,59.099998474121094
03:11:02,19.399999618530273,59.20000076293945
03:12:01,19.5,59.29999923706055
03:13:02,19.5,59.5
03:14:02,19.5,59.29999923706055
03:15:01,19.5,60.099998474121094
03:16:01,19.5,59.79999923706055
03:17:01,19.5,59.20000076293945
03:18:01,19.5,59.400001525878906
03:19:01,19.5,59.5
03:20:02,19.5,59.20000076293945
03:21:02,19.600000381469727,59.099998474121094
03:22:02,19.600000381469727,59.099998474121094
03:23:02,19.5,58.599998474121094
03:24:02,19.5,58.70000076293945
03:25:02,19.5,58.70000076293945
03:26:01,19.5,58.70000076293945
03:27:01,19.5,58.79999923706055
03:28:01,19.5,59.29999923706055
03:29:02,19.5,58.900001525878906
03:30:02,19.5,59.29999923706055
03:31:01,19.5,58.70000076293945
03:32:01,19.5,58.900001525878906
03:33:01,19.5,58.5
03:34:02,19.5,58.70000076293945
03:35:01,19.5,58.79999923706055
03:36:01,19.5,59.29999923706055
03:37:01,19.5,58.70000076293945
03:38:01,19.5,59.099998474121094
03:39:01,19.5,59.79999923706055
03:40:02,19.5,58.900001525878906
03:41:02,19.5,58.599998474121094
03:42:02,19.399999618530273,58.400001525878906
03:43:02,19.399999618530273,58.20000076293945
03:44:01,19.399999618530273,58.099998474121094
03:45:01,19.399999618530273,57.900001525878906
03:46:01,19.399999618530273,57.70000076293945
03:47:01,19.399999618530273,57.599998474121094
03:48:01,19.399999618530273,57.70000076293945
03:49:02,19.399999618530273,57.20000076293945
03:50:02,19.399999618530273,56.900001525878906
03:51:02,19.399999618530273,57.099998474121094
03:52:02,19.399999618530273,56.400001525878906
03:53:02,19.299999237060547,56.79999923706055
03:54:01,19.399999618530273,56.79999923706055
03:55:01,19.399999618530273,56.5
03:56:02,19.399999618530273,56.79999923706055
03:57:02,19.399999618530273,56.79999923706055
03:58:02,19.399999618530273,56.099998474121094
03:59:02,19.399999618530273,56.0
04:00:02,19.399999618530273,56.400001525878906
04:01:02,19.399999618530273,56.29999923706055
04:02:02,19.399999618530273,56.400001525878906
04:03:01,19.399999618530273,55.70000076293945
04:04:01,19.399999618530273,56.20000076293945
04:05:02,19.399999618530273,56.29999923706055
04:06:01,19.399999618530273,56.0
04:07:01,19.399999618530273,55.400001525878906
04:08:01,19.299999237060547,55.5
04:09:01,19.399999618530273,56.0
04:10:02,19.299999237060547,56.400001525878906
04:11:01,19.600000381469727,55.79999923706055
04:12:01,19.600000381469727,55.5
04:13:01,19.5,55.5
04:14:02,19.5,55.29999923706055
04:15:01,19.5,55.099998474121094
04:16:01,19.5,53.70000076293945
04:17:01,19.5,53.70000076293945
04:18:01,19.399999618530273,52.79999923706055
04:19:01,19.5,52.79999923706055
04:20:02,19.399999618530273,52.400001525878906
04:21:01,19.399999618530273,52.400001525878906
04:22:01,19.299999237060547,52.5
04:23:01,19.299999237060547,52.5
04:24:02,19.399999618530273,52.79999923706055
04:25:02,19.399999618530273,53.0
04:26:02,19.299999237060547,52.5
04:27:02,19.299999237060547,52.099998474121094
04:28:01,19.299999237060547,52.5
04:29:02,19.299999237060547,52.599998474121094
04:30:02,19.299999237060547,52.5
04:31:02,19.299999237060547,52.29999923706055
04:32:02,19.299999237060547,52.0
04:33:01,19.299999237060547,51.599998474121094
04:34:01,19.299999237060547,51.70000076293945
04:35:02,19.299999237060547,51.70000076293945
04:36:02,19.200000762939453,51.79999923706055
04:37:02,19.200000762939453,51.5
04:38:02,19.200000762939453,51.599998474121094
04:39:02,19.200000762939453,51.5
04:40:02,19.200000762939453,51.400001525878906
04:41:01,19.200000762939453,51.5
04:42:01,19.200000762939453,51.400001525878906
04:43:01,19.200000762939453,51.79999923706055
04:44:02,19.200000762939453,51.900001525878906
04:45:02,19.200000762939453,52.099998474121094
04:46:02,19.200000762939453,51.900001525878906
04:47:02,19.200000762939453,52.0
04:48:02,19.299999237060547,52.599998474121094
04:49:02,19.200000762939453,52.20000076293945
04:50:02,19.299999237060547,52.099998474121094
04:51:02,19.200000762939453,52.79999923706055
04:52:02,19.299999237060547,52.70000076293945
04:53:02,19.299999237060547,52.5
04:54:02,19.299999237060547,52.29999923706055
04:55:02,19.299999237060547,52.29999923706055
04:56:01,19.299999237060547,52.400001525878906
04:57:01,19.299999237060547,52.79999923706055
04:58:02,19.299999237060547,52.099998474121094
04:59:01,19.299999237060547,52.5
05:00:02,19.299999237060547,52.0
05:01:02,19.299999237060547,52.20000076293945
05:02:02,19.399999618530273,51.79999923706055
05:03:01,19.299999237060547,52.20000076293945
05:04:02,19.299999237060547,52.099998474121094
05:05:02,19.299999237060547,51.900001525878906
05:06:02,19.299999237060547,51.900001525878906
05:07:01,19.299999237060547,51.599998474121094
05:08:01,19.299999237060547,52.29999923706055
05:09:02,19.299999237060547,52.79999923706055
05:10:02,19.399999618530273,52.29999923706055
05:11:02,19.399999618530273,51.79999923706055
05:12:02,19.399999618530273,52.0
