DATE: Fri, 03 Jul 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,24.399999618530273,47.5
00:01:02,24.399999618530273,47.400001525878906
00:02:02,24.399999618530273,47.29999923706055
00:03:01,24.399999618530273,47.29999923706055
00:04:02,24.399999618530273,47.29999923706055
00:05:02,24.299999237060547,47.20000076293945
00:06:02,24.399999618530273,47.20000076293945
00:07:02,24.399999618530273,47.29999923706055
00:08:02,24.299999237060547,47.29999923706055
00:09:02,24.299999237060547,47.20000076293945
00:10:02,24.299999237060547,47.29999923706055
00:11:01,24.299999237060547,47.20000076293945
00:12:02,24.299999237060547,47.29999923706055
00:13:02,24.299999237060547,47.29999923706055
00:14:02,24.299999237060547,47.400001525878906
00:15:02,24.299999237060547,47.400001525878906
00:16:01,24.299999237060547,47.29999923706055
00:17:02,24.299999237060547,47.400001525878906
00:18:02,24.200000762939453,47.20000076293945
00:19:02,24.299999237060547,47.29999923706055
00:20:02,24.200000762939453,47.20000076293945
00:21:02,24.200000762939453,47.29999923706055
00:22:02,24.200000762939453,47.20000076293945
00:23:02,24.200000762939453,47.20000076293945
00:24:02,24.200000762939453,47.099998474121094
00:25:02,24.100000381469727,47.099998474121094
00:26:01,24.200000762939453,47.099998474121094
00:27:01,24.100000381469727,47.099998474121094
00:28:02,24.200000762939453,47.20000076293945
00:29:02,24.100000381469727,47.29999923706055
00:30:02,24.100000381469727,47.29999923706055
00:31:01,24.100000381469727,47.400001525878906
00:32:01,24.100000381469727,47.29999923706055
00:33:02,24.100000381469727,47.29999923706055
00:34:02,24.100000381469727,47.29999923706055
00:35:02,24.100000381469727,47.20000076293945
00:36:01,24.100000381469727,47.20000076293945
00:37:01,24.100000381469727,47.29999923706055
00:38:01,24.100000381469727,47.29999923706055
00:39:01,24.0,47.29999923706055
00:40:02,24.0,47.29999923706055
00:41:01,24.0,47.29999923706055
00:42:01,23.899999618530273,47.29999923706055
00:43:01,24.0,47.29999923706055
00:44:02,24.0,47.29999923706055
00:45:01,23.899999618530273,47.29999923706055
00:46:02,24.0,47.400001525878906
00:47:02,24.0,47.29999923706055
00:48:02,24.0,47.29999923706055
00:49:02,24.0,47.29999923706055
00:50:01,24.0,47.29999923706055
00:51:02,23.899999618530273,47.29999923706055
00:52:02,24.0,47.29999923706055
00:53:01,23.899999618530273,47.29999923706055
00:54:01,23.899999618530273,47.29999923706055
00:55:01,23.899999618530273,47.29999923706055
00:56:01,23.899999618530273,47.29999923706055
00:57:01,23.899999618530273,47.29999923706055
00:58:02,23.899999618530273,47.20000076293945
00:59:01,23.899999618530273,47.29999923706055
01:00:01,24.0,47.20000076293945
01:01:01,23.899999618530273,47.29999923706055
01:02:02,23.899999618530273,47.29999923706055
01:03:02,23.899999618530273,47.29999923706055
01:04:01,23.799999237060547,47.20000076293945
01:05:02,23.899999618530273,47.29999923706055
01:06:02,23.799999237060547,47.20000076293945
01:07:02,23.799999237060547,47.29999923706055
01:08:02,23.799999237060547,47.20000076293945
01:09:02,23.799999237060547,47.29999923706055
01:10:02,23.799999237060547,47.20000076293945
01:11:01,23.799999237060547,47.20000076293945
01:12:02,23.899999618530273,47.29999923706055
01:13:02,23.799999237060547,47.20000076293945
01:14:02,23.899999618530273,47.29999923706055
01:15:02,23.899999618530273,47.29999923706055
01:16:02,23.899999618530273,47.29999923706055
01:17:01,23.899999618530273,47.29999923706055
01:18:02,23.799999237060547,47.20000076293945
01:19:02,23.799999237060547,47.099998474121094
01:20:02,23.799999237060547,47.099998474121094
01:21:02,23.799999237060547,47.099998474121094
01:22:02,23.799999237060547,47.20000076293945
01:23:02,23.799999237060547,47.20000076293945
01:24:01,23.799999237060547,47.20000076293945
01:25:01,23.799999237060547,47.20000076293945
01:26:01,23.799999237060547,47.20000076293945
01:27:01,23.799999237060547,47.20000076293945
01:28:01,23.799999237060547,47.20000076293945
01:29:02,23.799999237060547,47.20000076293945
01:30:02,23.799999237060547,47.20000076293945
01:31:01,23.799999237060547,47.20000076293945
01:32:02,23.799999237060547,47.099998474121094
01:33:02,23.799999237060547,47.20000076293945
01:34:02,23.799999237060547,47.0
01:35:02,23.799999237060547,47.099998474121094
01:36:02,23.799999237060547,47.099998474121094
01:37:02,23.799999237060547,47.099998474121094
01:38:02,23.799999237060547,47.099998474121094
01:39:01,23.799999237060547,47.099998474121094
01:40:02,23.799999237060547,47.099998474121094
01:41:01,23.799999237060547,47.20000076293945
01:42:01,23.799999237060547,47.20000076293945
01:43:01,23.799999237060547,47.29999923706055
01:44:02,23.799999237060547,47.20000076293945
01:45:02,23.799999237060547,47.20000076293945
01:46:02,23.799999237060547,47.20000076293945
01:47:02,23.799999237060547,47.29999923706055
01:48:02,23.700000762939453,47.29999923706055
01:49:01,23.700000762939453,47.29999923706055
01:50:02,23.799999237060547,47.29999923706055
01:51:01,23.700000762939453,47.29999923706055
01:52:02,23.799999237060547,47.29999923706055
01:53:02,23.700000762939453,47.20000076293945
01:54:02,23.700000762939453,47.400001525878906
01:55:02,23.700000762939453,47.5
01:56:01,23.700000762939453,47.5
01:57:01,23.700000762939453,47.599998474121094
01:58:02,23.600000381469727,47.599998474121094
01:59:01,23.700000762939453,47.70000076293945
