DATE: Sun, 28 Jun 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,22.799999237060547,45.5
00:01:01,22.799999237060547,45.29999923706055
00:02:01,22.799999237060547,45.29999923706055
00:03:02,22.799999237060547,45.400001525878906
00:04:02,22.799999237060547,45.099998474121094
00:05:02,22.799999237060547,45.29999923706055
00:06:02,22.799999237060547,45.20000076293945
00:07:01,22.799999237060547,45.29999923706055
00:08:01,22.799999237060547,45.20000076293945
00:09:01,22.700000762939453,45.29999923706055
00:10:02,22.700000762939453,45.29999923706055
00:11:02,22.700000762939453,45.400001525878906
00:12:02,22.700000762939453,45.29999923706055
00:13:02,22.700000762939453,45.400001525878906
00:14:02,22.700000762939453,45.400001525878906
00:15:02,22.600000381469727,45.400001525878906
00:16:01,22.600000381469727,45.400001525878906
00:17:01,22.600000381469727,45.400001525878906
00:18:02,22.600000381469727,45.5
00:19:02,22.600000381469727,45.5
00:20:02,22.600000381469727,45.5
00:21:02,22.600000381469727,45.599998474121094
00:22:01,22.600000381469727,45.599998474121094
00:23:01,22.600000381469727,45.599998474121094
00:24:01,22.600000381469727,45.599998474121094
00:25:01,22.5,45.70000076293945
00:26:01,22.5,45.70000076293945
00:27:02,22.5,45.70000076293945
00:28:02,22.5,45.70000076293945
00:29:01,22.5,45.70000076293945
00:30:02,22.5,45.79999923706055
00:31:01,22.399999618530273,45.70000076293945
00:32:01,22.5,45.79999923706055
00:33:02,22.5,45.79999923706055
00:34:02,22.5,45.900001525878906
00:35:02,22.399999618530273,45.79999923706055
00:36:02,22.399999618530273,45.79999923706055
00:37:02,22.399999618530273,45.79999923706055
00:38:01,22.399999618530273,45.79999923706055
00:39:01,22.399999618530273,45.900001525878906
00:40:02,22.399999618530273,45.900001525878906
00:41:02,22.399999618530273,45.900001525878906
00:42:01,22.399999618530273,45.900001525878906
00:43:01,22.399999618530273,45.900001525878906
00:44:01,22.399999618530273,45.900001525878906
00:45:01,22.399999618530273,45.900001525878906
00:46:01,22.399999618530273,45.900001525878906
00:47:02,22.399999618530273,45.900001525878906
00:48:02,22.399999618530273,45.900001525878906
00:49:01,22.399999618530273,45.900001525878906
00:50:02,22.399999618530273,45.900001525878906
00:51:02,22.5,46.0
00:52:02,22.399999618530273,45.900001525878906
00:53:01,22.399999618530273,45.900001525878906
00:54:01,22.399999618530273,46.0
00:55:01,22.399999618530273,46.0
00:56:02,22.399999618530273,46.0
00:57:02,22.399999618530273,46.0
00:58:02,22.299999237060547,46.0
00:59:02,22.399999618530273,46.0
01:00:01,22.399999618530273,46.0
01:01:02,22.399999618530273,46.0
01:02:02,22.299999237060547,46.0
01:03:02,22.399999618530273,46.0
01:04:02,22.399999618530273,46.0
01:05:02,22.399999618530273,46.0
01:06:02,22.399999618530273,46.0
01:07:02,22.299999237060547,46.0
01:08:01,22.399999618530273,46.0
01:09:01,22.299999237060547,46.099998474121094
01:10:02,22.299999237060547,46.099998474121094
01:11:02,22.299999237060547,46.099998474121094
01:12:02,22.299999237060547,46.099998474121094
01:13:02,22.299999237060547,46.29999923706055
01:14:01,22.299999237060547,46.099998474121094
01:15:01,22.299999237060547,46.0
01:16:01,22.299999237060547,46.099998474121094
01:17:01,22.299999237060547,46.099998474121094
01:18:02,22.299999237060547,46.099998474121094
01:19:02,22.299999237060547,46.099998474121094
01:20:02,22.299999237060547,46.099998474121094
01:21:01,22.299999237060547,46.099998474121094
01:22:02,22.299999237060547,46.099998474121094
01:23:01,22.299999237060547,46.099998474121094
01:24:01,22.299999237060547,46.099998474121094
01:25:01,22.299999237060547,46.099998474121094
01:26:01,22.299999237060547,46.099998474121094
01:27:01,22.299999237060547,46.099998474121094
01:28:01,22.299999237060547,46.099998474121094
01:29:01,22.299999237060547,46.099998474121094
01:30:02,22.200000762939453,46.0
01:31:01,22.299999237060547,46.099998474121094
01:32:01,22.299999237060547,46.0
01:33:01,22.299999237060547,46.099998474121094
01:34:01,22.299999237060547,46.099998474121094
01:35:01,22.299999237060547,46.099998474121094
01:36:01,22.299999237060547,46.0
01:37:01,22.299999237060547,46.0
01:38:01,22.299999237060547,46.0
01:39:02,22.299999237060547,46.0
01:40:02,22.299999237060547,46.0
01:41:01,22.299999237060547,46.0
01:42:01,22.200000762939453,45.900001525878906
01:43:01,22.200000762939453,45.900001525878906
01:44:01,22.200000762939453,45.900001525878906
01:45:02,22.299999237060547,46.0
01:46:02,22.200000762939453,45.900001525878906
01:47:02,22.200000762939453,45.900001525878906
01:48:02,22.200000762939453,45.900001525878906
01:49:02,22.200000762939453,45.900001525878906
01:50:02,22.200000762939453,45.900001525878906
01:51:01,22.200000762939453,46.0
01:52:01,22.200000762939453,46.099998474121094
01:53:01,22.200000762939453,46.0
01:54:01,22.200000762939453,46.0
01:55:02,22.200000762939453,46.0
01:56:02,22.200000762939453,46.0
01:57:02,22.200000762939453,46.0
01:58:02,22.200000762939453,46.0
01:59:02,22.100000381469727,46.0
02:00:02,22.100000381469727,46.0
02:01:02,22.100000381469727,45.900001525878906
02:02:02,22.100000381469727,45.900001525878906
02:03:02,22.200000762939453,46.0
02:04:02,22.100000381469727,46.0
02:05:02,22.100000381469727,45.900001525878906
02:06:01,22.100000381469727,45.900001525878906
02:07:02,22.100000381469727,46.0
02:08:02,22.100000381469727,45.900001525878906
02:09:02,22.100000381469727,45.900001525878906
02:10:02,22.100000381469727,45.79999923706055
02:11:02,22.100000381469727,45.900001525878906
02:12:02,22.100000381469727,45.900001525878906
02:13:02,22.100000381469727,45.900001525878906
02:14:02,22.100000381469727,45.79999923706055
02:15:02,22.100000381469727,45.79999923706055
02:16:02,22.100000381469727,46.29999923706055
02:17:02,22.100000381469727,45.900001525878906
02:18:01,22.100000381469727,45.900001525878906
02:19:01,22.100000381469727,45.900001525878906
02:20:02,22.100000381469727,45.900001525878906
02:21:01,22.100000381469727,46.0
02:22:01,22.0,45.79999923706055
02:23:02,22.0,45.900001525878906
02:24:01,22.100000381469727,46.0
02:25:02,22.100000381469727,46.0
02:26:02,22.100000381469727,46.0
02:27:02,22.100000381469727,45.900001525878906
02:28:02,22.0,45.79999923706055
02:29:02,22.0,45.79999923706055
02:30:02,22.100000381469727,45.900001525878906
02:31:02,22.100000381469727,45.900001525878906
02:32:02,22.100000381469727,46.099998474121094
02:33:02,22.0,46.0
02:34:02,22.100000381469727,46.20000076293945
02:35:02,22.0,46.0
02:36:02,22.0,46.0
02:37:02,22.0,46.0
02:38:01,22.0,45.900001525878906
02:39:01,22.0,45.900001525878906
02:40:02,22.100000381469727,46.20000076293945
02:41:01,22.100000381469727,46.099998474121094
02:42:01,22.0,45.900001525878906
02:43:02,22.0,46.0
02:44:02,22.0,45.900001525878906
02:45:02,22.100000381469727,46.099998474121094
02:46:02,22.0,46.099998474121094
02:47:02,22.0,46.0
02:48:02,22.0,46.0
02:49:01,22.0,46.099998474121094
02:50:02,22.0,46.099998474121094
02:51:02,22.0,46.29999923706055
02:52:02,22.0,46.29999923706055
02:53:02,22.0,46.20000076293945
02:54:02,22.0,46.29999923706055
02:55:02,22.0,46.20000076293945
02:56:01,22.100000381469727,46.400001525878906
02:57:01,22.0,46.29999923706055
02:58:02,22.0,46.29999923706055
02:59:02,22.0,46.20000076293945
03:00:02,22.0,46.099998474121094
03:01:01,22.0,46.29999923706055
03:02:02,22.0,46.29999923706055
03:03:01,22.0,46.20000076293945
03:04:01,22.0,46.20000076293945
03:05:02,22.0,46.20000076293945
03:06:02,22.0,46.20000076293945
03:07:02,22.0,46.20000076293945
03:08:01,21.899999618530273,46.29999923706055
03:09:02,22.0,46.20000076293945
03:10:02,22.0,46.29999923706055
03:11:02,22.0,46.29999923706055
03:12:01,22.0,46.29999923706055
03:13:02,22.0,47.29999923706055
03:14:01,21.899999618530273,46.29999923706055
03:15:02,21.899999618530273,46.099998474121094
03:16:01,22.0,46.29999923706055
03:17:01,22.0,46.20000076293945
03:18:01,22.0,46.099998474121094
03:19:02,22.0,46.099998474121094
03:20:02,21.899999618530273,46.20000076293945
03:21:01,22.0,46.20000076293945
03:22:01,21.899999618530273,46.29999923706055
03:23:01,21.899999618530273,46.099998474121094
03:24:01,21.899999618530273,46.20000076293945
03:25:01,21.899999618530273,46.29999923706055
03:26:01,21.899999618530273,46.29999923706055
03:27:01,21.899999618530273,46.29999923706055
03:28:01,21.899999618530273,46.20000076293945
03:29:02,21.899999618530273,46.29999923706055
03:30:02,21.899999618530273,46.20000076293945
03:31:01,21.899999618530273,46.400001525878906
03:32:02,21.899999618530273,46.29999923706055
