DATE: Wed, 19 Aug 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,22.399999618530273,45.099998474121094
00:01:01,22.5,45.20000076293945
00:02:02,22.399999618530273,45.20000076293945
00:03:02,22.399999618530273,45.20000076293945
00:04:02,22.399999618530273,45.20000076293945
00:05:02,22.399999618530273,45.20000076293945
00:06:02,22.399999618530273,45.099998474121094
00:07:02,22.399999618530273,45.099998474121094
00:08:02,22.399999618530273,45.20000076293945
00:09:02,22.399999618530273,45.20000076293945
00:10:02,22.399999618530273,45.20000076293945
00:11:02,22.399999618530273,45.20000076293945
00:12:02,22.399999618530273,45.20000076293945
00:13:02,22.399999618530273,45.20000076293945
00:14:02,22.299999237060547,45.20000076293945
00:15:01,22.399999618530273,45.20000076293945
00:16:01,22.299999237060547,45.20000076293945
00:17:02,22.399999618530273,45.099998474121094
00:18:02,22.399999618530273,45.099998474121094
00:19:02,22.399999618530273,45.099998474121094
00:20:02,22.299999237060547,45.099998474121094
00:21:01,22.299999237060547,45.099998474121094
00:22:02,22.399999618530273,45.099998474121094
00:23:02,22.399999618530273,45.20000076293945
00:24:01,22.399999618530273,45.20000076293945
00:25:01,22.299999237060547,45.099998474121094
00:26:01,22.299999237060547,45.20000076293945
00:27:02,22.299999237060547,45.20000076293945
00:28:01,22.299999237060547,45.099998474121094
00:29:02,22.399999618530273,45.20000076293945
00:30:02,22.299999237060547,45.20000076293945
00:31:01,22.399999618530273,45.099998474121094
00:32:01,22.399999618530273,45.20000076293945
00:33:02,22.299999237060547,45.20000076293945
00:34:01,22.299999237060547,45.099998474121094
00:35:01,22.299999237060547,45.099998474121094
00:36:01,22.399999618530273,45.099998474121094
00:37:01,22.299999237060547,45.099998474121094
00:38:01,22.299999237060547,45.099998474121094
00:39:02,22.299999237060547,45.099998474121094
00:40:02,22.299999237060547,45.099998474121094
00:41:01,22.299999237060547,45.20000076293945
00:42:01,22.299999237060547,45.20000076293945
00:43:01,22.299999237060547,45.29999923706055
00:44:01,22.200000762939453,45.099998474121094
00:45:01,22.299999237060547,45.20000076293945
00:46:01,22.299999237060547,45.20000076293945
00:47:02,22.299999237060547,45.099998474121094
00:48:02,22.299999237060547,45.099998474121094
00:49:02,22.299999237060547,45.0
00:50:02,22.200000762939453,44.900001525878906
00:51:02,22.299999237060547,45.0
00:52:02,22.299999237060547,45.0
00:53:02,22.299999237060547,44.900001525878906
00:54:02,22.299999237060547,45.0
00:55:02,22.299999237060547,44.900001525878906
00:56:02,22.299999237060547,44.900001525878906
00:57:02,22.299999237060547,44.900001525878906
00:58:02,22.299999237060547,44.900001525878906
00:59:02,22.299999237060547,44.900001525878906
01:00:02,22.299999237060547,45.0
01:01:02,22.299999237060547,45.0
01:02:02,22.200000762939453,44.79999923706055
01:03:02,22.200000762939453,44.900001525878906
01:04:02,22.200000762939453,44.900001525878906
01:05:02,22.200000762939453,44.900001525878906
01:06:02,22.200000762939453,44.79999923706055
01:07:02,22.200000762939453,44.79999923706055
01:08:02,22.200000762939453,44.900001525878906
01:09:02,22.200000762939453,44.900001525878906
01:10:02,22.200000762939453,44.79999923706055
01:11:02,22.299999237060547,44.900001525878906
01:12:02,22.200000762939453,44.79999923706055
01:13:01,22.200000762939453,44.79999923706055
01:14:01,22.200000762939453,44.79999923706055
01:15:01,22.200000762939453,44.79999923706055
01:16:01,22.200000762939453,44.70000076293945
01:17:01,22.200000762939453,44.70000076293945
01:18:01,22.200000762939453,44.70000076293945
01:19:01,22.200000762939453,44.70000076293945
01:20:02,22.200000762939453,44.70000076293945
01:21:01,22.200000762939453,44.79999923706055
01:22:02,22.200000762939453,44.70000076293945
01:23:02,22.200000762939453,44.70000076293945
01:24:02,22.200000762939453,44.70000076293945
01:25:01,22.200000762939453,44.70000076293945
01:26:01,22.200000762939453,44.70000076293945
01:27:01,22.200000762939453,44.79999923706055
01:28:01,22.200000762939453,44.900001525878906
01:29:02,22.100000381469727,45.0
01:30:02,22.100000381469727,45.099998474121094
01:31:01,22.100000381469727,45.099998474121094
01:32:01,22.100000381469727,45.099998474121094
01:33:01,22.100000381469727,45.29999923706055
01:34:01,22.100000381469727,45.29999923706055
01:35:01,22.100000381469727,45.400001525878906
01:36:02,22.100000381469727,45.400001525878906
01:37:02,22.100000381469727,45.400001525878906
01:38:02,22.0,45.400001525878906
01:39:01,22.100000381469727,45.400001525878906
01:40:02,22.100000381469727,45.400001525878906
01:41:02,22.100000381469727,45.29999923706055
01:42:01,22.100000381469727,45.400001525878906
01:43:01,22.100000381469727,45.400001525878906
01:44:01,22.100000381469727,45.400001525878906
01:45:01,22.0,45.400001525878906
01:46:01,22.100000381469727,45.5
01:47:02,22.100000381469727,45.400001525878906
01:48:02,22.100000381469727,45.400001525878906
01:49:02,22.100000381469727,45.400001525878906
01:50:02,22.100000381469727,45.400001525878906
01:51:02,22.100000381469727,45.400001525878906
01:52:01,22.100000381469727,45.5
01:53:01,22.100000381469727,45.5
01:54:01,22.100000381469727,45.400001525878906
01:55:02,22.100000381469727,45.5
01:56:02,22.100000381469727,45.5
01:57:02,22.0,45.400001525878906
01:58:02,22.100000381469727,45.400001525878906
01:59:01,22.100000381469727,45.5
02:00:01,22.100000381469727,45.5
02:01:01,22.0,45.400001525878906
02:02:02,22.100000381469727,45.400001525878906
02:03:01,22.0,45.400001525878906
02:04:01,22.100000381469727,45.5
02:05:02,22.100000381469727,45.5
02:06:01,22.100000381469727,45.5
02:07:01,22.100000381469727,45.5
02:08:02,22.100000381469727,45.400001525878906
02:09:02,22.100000381469727,45.400001525878906
02:10:02,22.0,45.5
02:11:01,22.100000381469727,45.599998474121094
02:12:01,22.0,45.599998474121094
02:13:01,22.0,45.599998474121094
02:14:01,22.0,45.5
02:15:01,22.0,45.5
02:16:01,22.0,45.5
02:17:01,22.0,45.5
02:18:01,22.0,45.400001525878906
02:19:01,22.0,45.400001525878906
02:20:02,22.0,45.400001525878906
02:21:02,22.0,45.400001525878906
02:22:02,22.0,45.29999923706055
02:23:02,22.0,45.400001525878906
02:24:02,22.0,45.20000076293945
02:25:02,22.0,45.29999923706055
02:26:02,22.0,45.20000076293945
02:27:02,22.0,45.29999923706055
02:28:02,22.0,45.20000076293945
02:29:01,22.0,45.20000076293945
02:30:01,22.0,45.20000076293945
02:31:02,22.0,45.099998474121094
02:32:01,22.0,45.20000076293945
02:33:01,22.0,45.099998474121094
02:34:02,22.0,45.099998474121094
02:35:02,22.0,45.099998474121094
02:36:01,22.0,45.099998474121094
02:37:02,22.0,45.099998474121094
02:38:02,22.0,45.099998474121094
02:39:02,22.0,45.099998474121094
02:40:02,22.0,45.0
02:41:01,22.0,45.0
02:42:01,22.0,45.099998474121094
02:43:01,22.0,45.099998474121094
02:44:01,22.0,45.20000076293945
02:45:01,22.0,45.099998474121094
02:46:01,22.0,45.099998474121094
02:47:02,22.0,45.099998474121094
02:48:02,22.0,45.20000076293945
02:49:02,22.0,45.20000076293945
02:50:02,22.0,45.0
02:51:02,22.0,45.099998474121094
02:52:01,22.0,45.099998474121094
02:53:01,22.0,45.099998474121094
02:54:01,22.0,45.0
02:55:01,22.0,45.099998474121094
02:56:01,22.0,45.099998474121094
02:57:01,22.0,45.099998474121094
02:58:02,22.0,45.099998474121094
02:59:01,22.0,45.099998474121094
03:00:01,21.899999618530273,45.20000076293945
03:01:01,21.899999618530273,45.400001525878906
03:02:02,21.899999618530273,45.400001525878906
03:03:01,21.899999618530273,45.5
03:04:02,21.899999618530273,45.5
03:05:02,21.899999618530273,45.70000076293945
03:06:02,21.799999237060547,45.599998474121094
03:07:01,21.899999618530273,45.70000076293945
03:08:01,21.799999237060547,45.70000076293945
