DATE: Fri, 10 Jul 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,22.399999618530273,38.099998474121094
00:01:01,22.399999618530273,38.099998474121094
00:02:02,22.399999618530273,38.20000076293945
00:03:02,22.399999618530273,38.400001525878906
00:04:01,22.399999618530273,38.29999923706055
00:05:02,22.399999618530273,38.5
00:06:01,22.399999618530273,38.29999923706055
00:07:01,22.399999618530273,38.20000076293945
00:08:01,22.399999618530273,38.20000076293945
00:09:01,22.399999618530273,38.20000076293945
00:10:02,22.399999618530273,38.29999923706055
00:11:02,22.399999618530273,38.29999923706055
00:12:02,22.399999618530273,38.29999923706055
00:13:01,22.399999618530273,38.400001525878906
00:14:01,22.399999618530273,38.400001525878906
00:15:01,22.299999237060547,38.400001525878906
00:16:01,22.299999237060547,38.400001525878906
00:17:02,22.299999237060547,38.400001525878906
00:18:01,22.299999237060547,38.400001525878906
00:19:01,22.299999237060547,38.70000076293945
00:20:02,22.200000762939453,38.29999923706055
00:21:01,22.299999237060547,38.400001525878906
00:22:02,22.299999237060547,38.400001525878906
00:23:02,22.299999237060547,38.400001525878906
00:24:02,22.299999237060547,38.900001525878906
00:25:02,22.299999237060547,38.5
00:26:02,22.200000762939453,38.5
00:27:02,22.299999237060547,38.5
00:28:02,22.200000762939453,38.400001525878906
00:29:02,22.299999237060547,38.599998474121094
00:30:02,22.299999237060547,38.599998474121094
00:31:02,22.299999237060547,38.599998474121094
00:32:02,22.200000762939453,38.5
00:33:02,22.200000762939453,38.5
00:34:02,22.200000762939453,38.5
00:35:02,22.200000762939453,38.5
00:36:02,22.200000762939453,38.5
00:37:02,22.200000762939453,38.599998474121094
00:38:02,22.200000762939453,38.599998474121094
00:39:01,22.299999237060547,38.900001525878906
00:40:02,22.299999237060547,38.900001525878906
00:41:01,22.399999618530273,38.900001525878906
00:42:01,22.399999618530273,38.900001525878906
00:43:01,22.399999618530273,38.599998474121094
00:44:01,22.299999237060547,38.70000076293945
00:45:01,22.299999237060547,38.79999923706055
00:46:01,22.299999237060547,38.70000076293945
00:47:01,22.299999237060547,38.70000076293945
00:48:02,22.299999237060547,38.79999923706055
00:49:02,22.299999237060547,38.70000076293945
00:50:02,22.299999237060547,38.70000076293945
00:51:01,22.299999237060547,38.70000076293945
00:52:01,22.299999237060547,39.0
00:53:02,22.299999237060547,39.0
00:54:02,22.299999237060547,39.099998474121094
00:55:02,22.299999237060547,38.79999923706055
00:56:02,22.299999237060547,38.900001525878906
00:57:02,22.299999237060547,39.099998474121094
00:58:02,22.399999618530273,39.20000076293945
00:59:02,22.399999618530273,39.0
01:00:02,22.399999618530273,39.099998474121094
01:01:01,22.399999618530273,39.900001525878906
01:02:02,22.399999618530273,39.0
01:03:01,22.399999618530273,39.0
01:04:02,22.399999618530273,39.0
01:05:02,22.399999618530273,39.0
01:06:02,22.299999237060547,39.099998474121094
01:07:02,22.299999237060547,39.099998474121094
01:08:02,22.299999237060547,39.099998474121094
01:09:02,22.299999237060547,39.099998474121094
01:10:02,22.299999237060547,39.20000076293945
01:11:01,22.299999237060547,39.29999923706055
01:12:01,22.299999237060547,39.20000076293945
01:13:02,22.299999237060547,39.20000076293945
01:14:02,22.299999237060547,39.20000076293945
01:15:02,22.299999237060547,39.20000076293945
