DATE: Mon, 19 Oct 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,20.399999618530273,58.5
00:01:01,20.399999618530273,58.599998474121094
00:02:01,20.399999618530273,58.70000076293945
00:03:01,20.399999618530273,58.599998474121094
00:04:01,20.399999618530273,58.599998474121094
00:05:02,20.399999618530273,58.70000076293945
00:06:01,20.399999618530273,58.70000076293945
00:07:01,20.399999618530273,58.70000076293945
00:08:01,20.399999618530273,58.79999923706055
00:09:01,20.399999618530273,58.70000076293945
00:10:02,20.399999618530273,58.70000076293945
00:11:01,20.399999618530273,58.79999923706055
00:12:01,20.299999237060547,58.79999923706055
00:13:02,20.399999618530273,58.70000076293945
00:14:02,20.399999618530273,58.79999923706055
00:15:02,20.399999618530273,58.79999923706055
00:16:02,20.399999618530273,58.79999923706055
00:17:02,20.299999237060547,58.900001525878906
00:18:01,20.299999237060547,59.0
00:19:02,20.299999237060547,58.900001525878906
00:20:02,20.299999237060547,59.0
00:21:02,20.299999237060547,59.0
00:22:01,20.299999237060547,59.0
00:23:01,20.299999237060547,59.0
00:24:02,20.299999237060547,59.0
00:25:02,20.299999237060547,59.0
00:26:02,20.299999237060547,59.0
00:27:02,20.299999237060547,59.099998474121094
00:28:02,20.299999237060547,59.20000076293945
00:29:01,20.299999237060547,59.20000076293945
00:30:02,20.299999237060547,59.20000076293945
00:31:02,20.299999237060547,59.20000076293945
00:32:02,20.299999237060547,59.400001525878906
00:33:02,20.299999237060547,59.5
00:34:02,20.299999237060547,59.599998474121094
00:35:02,20.299999237060547,59.5
00:36:01,20.299999237060547,59.5
00:37:01,20.299999237060547,59.5
00:38:01,20.299999237060547,59.5
00:39:01,20.299999237060547,59.400001525878906
00:40:02,20.399999618530273,59.400001525878906
00:41:01,20.299999237060547,59.29999923706055
00:42:01,20.299999237060547,59.29999923706055
00:43:02,20.299999237060547,59.29999923706055
00:44:02,20.299999237060547,59.29999923706055
00:45:01,20.299999237060547,59.400001525878906
00:46:01,20.299999237060547,59.29999923706055
00:47:01,20.299999237060547,59.29999923706055
00:48:01,20.200000762939453,59.20000076293945
00:49:02,20.299999237060547,59.29999923706055
00:50:02,20.299999237060547,59.29999923706055
00:51:01,20.299999237060547,59.29999923706055
00:52:02,20.299999237060547,59.400001525878906
00:53:02,20.299999237060547,59.400001525878906
00:54:02,20.299999237060547,59.599998474121094
00:55:02,20.200000762939453,59.5
00:56:02,20.299999237060547,59.599998474121094
00:57:02,20.299999237060547,59.599998474121094
00:58:02,20.299999237060547,59.599998474121094
00:59:02,20.299999237060547,59.70000076293945
01:00:02,20.299999237060547,59.70000076293945
01:01:01,20.299999237060547,59.599998474121094
01:02:02,20.299999237060547,59.599998474121094
01:03:02,20.299999237060547,59.599998474121094
01:04:02,20.200000762939453,59.400001525878906
01:05:02,20.299999237060547,59.5
01:06:02,20.200000762939453,59.400001525878906
01:07:01,20.200000762939453,59.400001525878906
01:08:01,20.200000762939453,59.29999923706055
01:09:01,20.299999237060547,59.400001525878906
01:10:02,20.200000762939453,59.20000076293945
01:11:02,20.200000762939453,59.20000076293945
01:12:02,20.200000762939453,59.099998474121094
01:13:02,20.200000762939453,59.20000076293945
01:14:02,20.200000762939453,59.099998474121094
01:15:02,20.200000762939453,59.099998474121094
01:16:02,20.200000762939453,59.099998474121094
01:17:01,20.200000762939453,59.0
01:18:01,20.100000381469727,58.900001525878906
01:19:02,20.200000762939453,59.0
01:20:02,20.200000762939453,59.0
01:21:02,20.200000762939453,59.0
01:22:01,20.200000762939453,59.0
01:23:01,20.100000381469727,59.0
01:24:01,20.100000381469727,58.900001525878906
01:25:01,20.100000381469727,58.900001525878906
01:26:01,20.100000381469727,58.900001525878906
01:27:01,20.100000381469727,58.900001525878906
01:28:01,20.100000381469727,58.900001525878906
01:29:01,20.100000381469727,58.79999923706055
01:30:02,20.100000381469727,58.79999923706055
01:31:02,20.100000381469727,58.79999923706055
01:32:02,20.100000381469727,58.79999923706055
01:33:02,20.100000381469727,58.79999923706055
01:34:01,20.100000381469727,58.79999923706055
01:35:01,20.100000381469727,58.79999923706055
01:36:01,20.100000381469727,58.79999923706055
01:37:02,20.100000381469727,58.79999923706055
01:38:01,20.100000381469727,58.79999923706055
01:39:01,20.100000381469727,58.79999923706055
01:40:02,20.100000381469727,58.70000076293945
01:41:02,20.100000381469727,58.79999923706055
01:42:02,20.100000381469727,58.79999923706055
01:43:02,20.100000381469727,58.79999923706055
01:44:01,20.100000381469727,58.70000076293945
01:45:01,20.0,58.599998474121094
01:46:02,20.100000381469727,58.79999923706055
01:47:02,20.100000381469727,58.599998474121094
01:48:01,20.0,58.599998474121094
01:49:01,20.0,58.5
01:50:02,20.0,58.400001525878906
01:51:02,20.0,58.5
01:52:01,20.0,58.400001525878906
01:53:01,20.0,58.5
01:54:01,20.0,58.400001525878906
01:55:01,20.0,58.5
01:56:02,20.100000381469727,58.599998474121094
01:57:02,20.0,58.5
01:58:02,20.0,58.5
01:59:02,20.0,58.5
02:00:01,20.0,58.5
02:01:01,20.0,58.400001525878906
02:02:02,20.0,58.400001525878906
02:03:02,20.0,58.400001525878906
02:04:02,20.0,58.400001525878906
02:05:02,20.0,58.400001525878906
02:06:01,20.0,58.400001525878906
02:07:01,20.0,58.29999923706055
02:08:01,20.0,58.29999923706055
02:09:01,20.0,58.29999923706055
02:10:02,20.0,58.20000076293945
02:11:01,20.0,58.29999923706055
02:12:01,20.0,58.29999923706055
02:13:02,20.0,58.29999923706055
02:14:02,20.0,58.29999923706055
02:15:02,19.899999618530273,58.29999923706055
02:16:02,20.0,58.29999923706055
02:17:02,20.0,58.29999923706055
02:18:02,20.0,58.20000076293945
02:19:02,20.0,58.099998474121094
02:20:02,19.899999618530273,58.099998474121094
02:21:02,20.0,58.20000076293945
02:22:02,20.0,58.20000076293945
02:23:02,19.899999618530273,58.20000076293945
02:24:02,19.899999618530273,58.20000076293945
02:25:01,20.0,58.20000076293945
02:26:01,19.899999618530273,58.29999923706055
02:27:02,20.0,58.29999923706055
02:28:02,20.0,58.5
02:29:01,20.0,58.5
02:30:02,20.0,58.70000076293945
02:31:01,20.0,58.70000076293945
02:32:01,20.0,58.599998474121094
02:33:01,20.0,58.70000076293945
02:34:01,20.0,58.599998474121094
02:35:01,20.0,58.599998474121094
02:36:01,20.100000381469727,58.900001525878906
02:37:02,20.100000381469727,59.0
02:38:02,20.200000762939453,59.0
02:39:02,20.200000762939453,58.70000076293945
02:40:02,20.299999237060547,58.20000076293945
02:41:02,20.299999237060547,56.79999923706055
02:42:02,20.200000762939453,55.900001525878906
02:43:01,20.200000762939453,56.29999923706055
02:44:01,20.200000762939453,56.900001525878906
02:45:01,20.100000381469727,57.0
02:46:02,20.100000381469727,56.900001525878906
02:47:02,20.100000381469727,57.20000076293945
02:48:01,20.100000381469727,57.20000076293945
02:49:01,20.100000381469727,57.20000076293945
02:50:02,20.0,57.099998474121094
02:51:02,20.100000381469727,57.099998474121094
02:52:02,20.0,56.900001525878906
02:53:01,20.0,56.900001525878906
02:54:01,20.100000381469727,56.400001525878906
02:55:01,20.100000381469727,56.70000076293945
02:56:01,20.100000381469727,56.70000076293945
02:57:01,20.0,56.79999923706055
02:58:02,20.0,56.29999923706055
