DATE: Sun, 23 Aug 2015 00:00:04 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,22.799999237060547,52.099998474121094
00:01:02,22.700000762939453,52.29999923706055
00:02:02,22.799999237060547,52.29999923706055
00:03:01,22.799999237060547,52.400001525878906
00:04:01,22.799999237060547,52.400001525878906
00:05:02,22.799999237060547,52.29999923706055
00:06:01,22.799999237060547,52.20000076293945
00:07:01,22.799999237060547,52.20000076293945
00:08:02,22.700000762939453,52.400001525878906
00:09:02,22.700000762939453,52.5
00:10:01,22.799999237060547,52.5
00:11:01,22.700000762939453,52.400001525878906
00:12:01,22.700000762939453,52.900001525878906
00:13:01,22.700000762939453,52.5
00:14:01,22.700000762939453,52.5
00:15:01,22.700000762939453,52.70000076293945
00:16:01,22.700000762939453,52.599998474121094
00:17:01,22.700000762939453,52.400001525878906
00:18:02,22.700000762939453,52.5
00:19:02,22.700000762939453,52.70000076293945
00:20:02,22.700000762939453,52.599998474121094
00:21:02,22.700000762939453,52.5
00:22:02,22.600000381469727,52.5
00:23:02,22.600000381469727,52.5
00:24:02,22.700000762939453,52.70000076293945
00:25:02,22.700000762939453,52.599998474121094
00:26:02,22.600000381469727,52.599998474121094
00:27:01,22.700000762939453,52.70000076293945
00:28:02,22.600000381469727,52.5
00:29:02,22.700000762939453,52.70000076293945
00:30:02,22.600000381469727,52.599998474121094
00:31:01,22.600000381469727,53.0
00:32:01,22.600000381469727,52.900001525878906
00:33:02,22.600000381469727,52.79999923706055
00:34:02,22.600000381469727,52.900001525878906
00:35:02,22.600000381469727,52.79999923706055
00:36:02,22.600000381469727,52.900001525878906
00:37:02,22.600000381469727,52.79999923706055
00:38:02,22.600000381469727,53.0
00:39:02,22.5,52.900001525878906
00:40:01,22.600000381469727,52.900001525878906
00:41:02,22.600000381469727,52.79999923706055
00:42:02,22.600000381469727,52.79999923706055
00:43:01,22.600000381469727,52.79999923706055
00:44:01,22.600000381469727,52.79999923706055
00:45:01,22.600000381469727,52.900001525878906
00:46:01,22.5,52.79999923706055
00:47:02,22.5,52.70000076293945
00:48:01,22.600000381469727,52.70000076293945
00:49:01,22.5,52.79999923706055
00:50:01,22.600000381469727,52.70000076293945
00:51:02,22.600000381469727,52.70000076293945
00:52:02,22.5,52.70000076293945
00:53:02,22.5,52.70000076293945
00:54:02,22.600000381469727,52.70000076293945
00:55:02,22.5,52.70000076293945
00:56:02,22.5,52.70000076293945
00:57:01,22.5,52.79999923706055
00:58:02,22.5,52.79999923706055
00:59:01,22.5,52.70000076293945
01:00:01,22.600000381469727,52.70000076293945
01:01:01,22.600000381469727,52.79999923706055
01:02:02,22.600000381469727,52.79999923706055
01:03:02,22.5,52.900001525878906
01:04:02,22.5,52.900001525878906
01:05:02,22.5,52.79999923706055
01:06:02,22.5,52.900001525878906
01:07:01,22.5,52.900001525878906
01:08:01,22.5,53.0
01:09:01,22.5,53.0
01:10:02,22.5,53.0
01:11:02,22.5,53.099998474121094
01:12:02,22.5,53.0
01:13:02,22.399999618530273,53.0
01:14:02,22.5,53.0
01:15:02,22.5,53.20000076293945
01:16:02,22.399999618530273,53.0
01:17:02,22.399999618530273,53.099998474121094
01:18:02,22.399999618530273,53.099998474121094
01:19:01,22.399999618530273,53.099998474121094
01:20:02,22.5,53.29999923706055
01:21:02,22.399999618530273,53.099998474121094
01:22:02,22.399999618530273,53.20000076293945
01:23:01,22.5,53.70000076293945
01:24:01,22.399999618530273,53.20000076293945
01:25:01,22.399999618530273,53.20000076293945
01:26:02,22.399999618530273,53.29999923706055
01:27:02,22.399999618530273,53.29999923706055
01:28:02,22.399999618530273,53.400001525878906
01:29:02,22.399999618530273,53.400001525878906
01:30:02,22.399999618530273,53.29999923706055
01:31:02,22.399999618530273,53.400001525878906
01:32:02,22.399999618530273,53.5
01:33:02,22.399999618530273,53.400001525878906
01:34:02,22.399999618530273,53.400001525878906
01:35:02,22.399999618530273,53.5
01:36:02,22.399999618530273,53.29999923706055
01:37:01,22.399999618530273,53.400001525878906
01:38:02,22.399999618530273,53.400001525878906
01:39:02,22.399999618530273,53.400001525878906
01:40:02,22.399999618530273,53.5
01:41:02,22.299999237060547,53.599998474121094
01:42:02,22.399999618530273,53.70000076293945
01:43:02,22.399999618530273,53.5
01:44:02,22.399999618530273,53.70000076293945
01:45:01,22.299999237060547,53.70000076293945
01:46:02,22.299999237060547,53.79999923706055
01:47:02,22.299999237060547,53.70000076293945
01:48:02,22.399999618530273,53.79999923706055
01:49:02,22.299999237060547,53.79999923706055
01:50:02,22.299999237060547,53.79999923706055
01:51:01,22.299999237060547,53.70000076293945
01:52:01,22.299999237060547,53.70000076293945
01:53:01,22.299999237060547,53.79999923706055
01:54:02,22.299999237060547,53.79999923706055
01:55:02,22.299999237060547,53.79999923706055
