DATE: Wed, 26 Aug 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,24.600000381469727,40.0
00:01:02,24.600000381469727,40.0
00:02:02,24.5,40.0
00:03:01,24.5,40.099998474121094
00:04:01,24.5,40.099998474121094
00:05:02,24.5,40.29999923706055
00:06:02,24.399999618530273,40.20000076293945
00:07:01,24.399999618530273,40.20000076293945
00:08:01,24.399999618530273,40.29999923706055
00:09:02,24.299999237060547,40.400001525878906
00:10:02,24.299999237060547,40.400001525878906
00:11:02,24.299999237060547,40.5
00:12:01,24.299999237060547,40.5
00:13:01,24.299999237060547,40.5
00:14:01,24.299999237060547,40.5
00:15:02,24.299999237060547,40.599998474121094
00:16:02,24.299999237060547,40.5
00:17:02,24.200000762939453,40.5
00:18:02,24.200000762939453,40.5
00:19:01,24.299999237060547,40.599998474121094
00:20:02,24.200000762939453,40.5
00:21:01,24.200000762939453,40.5
00:22:01,24.200000762939453,40.5
00:23:01,24.200000762939453,40.5
00:24:02,24.100000381469727,40.5
00:25:01,24.200000762939453,40.5
00:26:01,24.200000762939453,40.400001525878906
00:27:01,24.200000762939453,40.599998474121094
00:28:01,24.100000381469727,40.599998474121094
00:29:01,24.100000381469727,40.70000076293945
00:30:02,24.100000381469727,40.599998474121094
00:31:01,24.100000381469727,40.70000076293945
00:32:01,24.100000381469727,40.599998474121094
00:33:01,24.100000381469727,40.70000076293945
00:34:01,24.100000381469727,40.70000076293945
00:35:02,24.100000381469727,40.70000076293945
00:36:01,24.100000381469727,40.70000076293945
00:37:02,24.100000381469727,40.70000076293945
00:38:02,24.0,40.70000076293945
00:39:01,24.100000381469727,40.79999923706055
00:40:02,24.0,40.5
00:41:01,24.100000381469727,40.70000076293945
00:42:01,24.0,40.599998474121094
00:43:01,24.0,40.599998474121094
00:44:02,24.0,40.599998474121094
00:45:02,24.0,40.599998474121094
00:46:01,24.0,40.599998474121094
00:47:01,24.0,40.599998474121094
00:48:01,24.0,40.599998474121094
00:49:02,24.0,40.599998474121094
00:50:02,24.0,40.599998474121094
00:51:01,24.0,40.599998474121094
00:52:01,24.0,40.599998474121094
00:53:01,23.899999618530273,40.70000076293945
00:54:01,24.0,40.70000076293945
00:55:01,23.899999618530273,40.70000076293945
00:56:01,23.899999618530273,40.79999923706055
00:57:02,23.899999618530273,40.70000076293945
00:58:02,23.899999618530273,40.79999923706055
00:59:02,23.899999618530273,40.79999923706055
01:00:02,23.899999618530273,40.79999923706055
01:01:01,23.899999618530273,40.79999923706055
01:02:01,23.899999618530273,40.79999923706055
01:03:02,23.899999618530273,40.79999923706055
01:04:02,23.799999237060547,40.70000076293945
01:05:02,23.899999618530273,40.79999923706055
01:06:01,23.799999237060547,40.70000076293945
01:07:01,23.799999237060547,40.70000076293945
01:08:01,23.799999237060547,40.79999923706055
01:09:01,23.799999237060547,40.79999923706055
01:10:02,23.799999237060547,40.79999923706055
01:11:02,23.799999237060547,40.79999923706055
01:12:02,23.799999237060547,40.79999923706055
01:13:01,23.799999237060547,40.79999923706055
01:14:01,23.700000762939453,40.79999923706055
01:15:02,23.799999237060547,40.900001525878906
01:16:01,23.700000762939453,40.900001525878906
01:17:02,23.700000762939453,40.900001525878906
01:18:02,23.700000762939453,40.900001525878906
01:19:02,23.700000762939453,41.0
01:20:02,23.600000381469727,40.79999923706055
01:21:01,23.700000762939453,41.0
01:22:01,23.600000381469727,40.900001525878906
01:23:02,23.700000762939453,41.0
01:24:02,23.600000381469727,40.900001525878906
01:25:02,23.600000381469727,40.900001525878906
01:26:02,23.600000381469727,40.900001525878906
01:27:02,23.600000381469727,40.900001525878906
01:28:02,23.600000381469727,41.0
01:29:02,23.600000381469727,41.0
01:30:02,23.600000381469727,41.0
01:31:02,23.600000381469727,41.0
01:32:01,23.600000381469727,41.0
01:33:01,23.600000381469727,41.099998474121094
01:34:01,23.600000381469727,41.099998474121094
01:35:01,23.600000381469727,41.099998474121094
01:36:02,23.5,41.099998474121094
01:37:02,23.5,41.099998474121094
01:38:02,23.5,41.099998474121094
01:39:02,23.5,41.099998474121094
01:40:01,23.5,41.20000076293945
01:41:02,23.5,41.099998474121094
01:42:02,23.5,41.20000076293945
01:43:02,23.5,41.20000076293945
01:44:01,23.5,41.20000076293945
01:45:01,23.5,41.20000076293945
01:46:01,23.5,41.20000076293945
01:47:01,23.399999618530273,41.099998474121094
01:48:01,23.5,41.20000076293945
01:49:01,23.399999618530273,41.099998474121094
01:50:02,23.5,41.20000076293945
01:51:01,23.399999618530273,41.099998474121094
01:52:01,23.399999618530273,41.20000076293945
01:53:01,23.399999618530273,41.20000076293945
01:54:01,23.399999618530273,41.20000076293945
01:55:01,23.399999618530273,41.20000076293945
01:56:01,23.399999618530273,41.20000076293945
01:57:01,23.399999618530273,41.20000076293945
01:58:02,23.299999237060547,41.20000076293945
01:59:01,23.399999618530273,41.29999923706055
02:00:01,23.399999618530273,41.20000076293945
02:01:01,23.299999237060547,41.29999923706055
02:02:02,23.299999237060547,41.29999923706055
02:03:02,23.299999237060547,41.29999923706055
02:04:01,23.299999237060547,41.29999923706055
02:05:02,23.399999618530273,41.29999923706055
02:06:01,23.299999237060547,41.29999923706055
02:07:02,23.299999237060547,41.29999923706055
02:08:02,23.299999237060547,41.400001525878906
02:09:02,23.299999237060547,41.400001525878906
02:10:01,23.299999237060547,41.400001525878906
02:11:02,23.299999237060547,41.400001525878906
02:12:02,23.299999237060547,41.400001525878906
02:13:01,23.299999237060547,41.400001525878906
02:14:01,23.200000762939453,41.400001525878906
02:15:02,23.200000762939453,41.400001525878906
02:16:02,23.200000762939453,41.400001525878906
02:17:02,23.200000762939453,41.5
02:18:01,23.200000762939453,41.5
02:19:01,23.200000762939453,41.5
02:20:02,23.200000762939453,41.5
02:21:02,23.200000762939453,41.400001525878906
02:22:02,23.200000762939453,41.5
02:23:02,23.200000762939453,41.400001525878906
02:24:01,23.200000762939453,41.400001525878906
02:25:01,23.100000381469727,41.5
02:26:02,23.100000381469727,41.5
02:27:01,23.100000381469727,41.5
02:28:02,23.100000381469727,41.5
02:29:01,23.100000381469727,41.900001525878906
02:30:02,23.100000381469727,41.5
02:31:01,23.100000381469727,41.400001525878906
02:32:01,23.100000381469727,41.5
02:33:01,23.100000381469727,41.5
02:34:02,23.100000381469727,41.599998474121094
02:35:01,23.100000381469727,41.599998474121094
02:36:02,23.100000381469727,41.599998474121094
02:37:02,23.100000381469727,41.599998474121094
