DATE: Fri, 12 Jun 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,26.899999618530273,39.79999923706055
00:01:01,26.799999237060547,39.79999923706055
00:02:02,26.899999618530273,39.900001525878906
00:03:02,26.899999618530273,39.900001525878906
00:04:02,26.899999618530273,39.79999923706055
00:05:02,26.799999237060547,39.900001525878906
00:06:02,26.799999237060547,39.900001525878906
00:07:01,26.799999237060547,40.20000076293945
00:08:01,26.799999237060547,40.099998474121094
00:09:01,26.799999237060547,40.29999923706055
00:10:02,26.799999237060547,40.400001525878906
00:11:01,26.799999237060547,40.29999923706055
00:12:01,26.799999237060547,40.29999923706055
00:13:01,26.799999237060547,40.20000076293945
00:14:01,26.799999237060547,40.29999923706055
00:15:02,26.799999237060547,40.400001525878906
00:16:02,26.799999237060547,40.400001525878906
00:17:02,26.799999237060547,40.5
00:18:02,26.799999237060547,40.599998474121094
00:19:02,26.700000762939453,40.400001525878906
00:20:02,26.700000762939453,40.5
00:21:02,26.700000762939453,40.599998474121094
00:22:01,26.700000762939453,40.599998474121094
00:23:01,26.700000762939453,40.599998474121094
00:24:02,26.700000762939453,40.79999923706055
00:25:02,26.700000762939453,40.599998474121094
00:26:02,26.600000381469727,40.79999923706055
00:27:02,26.700000762939453,40.70000076293945
00:28:02,26.600000381469727,40.70000076293945
00:29:02,26.700000762939453,40.79999923706055
00:30:02,26.600000381469727,41.0
00:31:01,26.700000762939453,40.900001525878906
00:32:01,26.600000381469727,40.79999923706055
00:33:01,26.600000381469727,41.20000076293945
00:34:01,26.600000381469727,41.400001525878906
00:35:01,26.600000381469727,41.5
00:36:01,26.600000381469727,41.5
00:37:01,26.600000381469727,41.70000076293945
00:38:01,26.5,41.599998474121094
00:39:02,26.600000381469727,41.79999923706055
00:40:02,26.600000381469727,41.79999923706055
00:41:01,26.5,41.900001525878906
00:42:01,26.5,41.70000076293945
00:43:02,26.5,41.5
00:44:01,26.5,41.70000076293945
00:45:01,26.5,41.70000076293945
00:46:02,26.5,41.5
00:47:02,26.5,41.70000076293945
00:48:02,26.399999618530273,41.29999923706055
00:49:02,26.5,41.599998474121094
00:50:02,26.5,41.400001525878906
00:51:02,26.5,41.5
00:52:02,26.5,41.099998474121094
00:53:02,26.399999618530273,41.5
00:54:02,26.5,41.599998474121094
00:55:01,26.5,41.79999923706055
00:56:01,26.399999618530273,41.5
00:57:01,26.399999618530273,41.900001525878906
00:58:02,26.399999618530273,41.79999923706055
00:59:01,26.399999618530273,41.400001525878906
01:00:01,26.399999618530273,41.70000076293945
01:01:02,26.399999618530273,41.79999923706055
01:02:02,26.399999618530273,41.5
01:03:02,26.399999618530273,41.79999923706055
01:04:01,26.399999618530273,41.79999923706055
01:05:02,26.399999618530273,41.70000076293945
01:06:01,26.399999618530273,41.900001525878906
01:07:01,26.399999618530273,41.900001525878906
01:08:01,26.299999237060547,41.599998474121094
01:09:02,26.399999618530273,41.79999923706055
01:10:01,26.399999618530273,41.79999923706055
01:11:01,26.399999618530273,41.900001525878906
01:12:01,26.399999618530273,41.900001525878906
01:13:01,26.299999237060547,41.599998474121094
01:14:02,26.399999618530273,41.20000076293945
01:15:01,26.299999237060547,41.400001525878906
01:16:01,26.299999237060547,41.79999923706055
01:17:01,26.299999237060547,41.400001525878906
01:18:01,26.299999237060547,41.79999923706055
01:19:02,26.299999237060547,41.900001525878906
01:20:02,26.299999237060547,41.599998474121094
01:21:02,26.299999237060547,41.599998474121094
01:22:02,26.299999237060547,41.400001525878906
01:23:02,26.299999237060547,41.70000076293945
01:24:01,26.299999237060547,41.70000076293945
01:25:01,26.299999237060547,41.5
01:26:01,26.299999237060547,41.70000076293945
01:27:01,26.299999237060547,41.79999923706055
01:28:01,26.299999237060547,41.5
01:29:02,26.299999237060547,41.79999923706055
01:30:02,26.200000762939453,41.5
01:31:01,26.200000762939453,41.70000076293945
01:32:01,26.200000762939453,41.79999923706055
01:33:01,26.200000762939453,41.599998474121094
01:34:01,26.200000762939453,41.70000076293945
01:35:01,26.200000762939453,41.70000076293945
01:36:01,26.200000762939453,41.5
01:37:01,26.200000762939453,41.5
01:38:01,26.200000762939453,41.79999923706055
01:39:01,26.200000762939453,41.70000076293945
01:40:02,26.200000762939453,41.5
01:41:02,26.200000762939453,41.70000076293945
01:42:02,26.200000762939453,42.099998474121094
01:43:02,26.200000762939453,41.70000076293945
01:44:02,26.200000762939453,42.099998474121094
01:45:02,26.100000381469727,41.70000076293945
01:46:02,26.200000762939453,41.70000076293945
01:47:02,26.200000762939453,41.599998474121094
01:48:02,26.200000762939453,41.599998474121094
01:49:02,26.100000381469727,41.599998474121094
01:50:02,26.200000762939453,41.599998474121094
01:51:02,26.200000762939453,41.79999923706055
01:52:02,26.200000762939453,41.29999923706055
01:53:02,26.100000381469727,41.70000076293945
01:54:01,26.200000762939453,41.599998474121094
01:55:01,26.100000381469727,41.5
01:56:01,26.100000381469727,41.5
01:57:01,26.100000381469727,41.5
01:58:02,26.100000381469727,41.5
01:59:01,26.100000381469727,41.5
02:00:02,26.100000381469727,41.5
02:01:01,26.100000381469727,41.5
02:02:02,26.100000381469727,41.400001525878906
02:03:02,26.0,41.400001525878906
02:04:02,26.100000381469727,41.70000076293945
02:05:02,26.0,41.599998474121094
02:06:01,26.0,41.599998474121094
02:07:01,26.0,41.79999923706055
02:08:01,26.0,42.20000076293945
02:09:01,26.0,41.900001525878906
02:10:02,26.0,41.900001525878906
02:11:01,26.0,41.900001525878906
02:12:01,26.0,41.79999923706055
02:13:01,26.0,42.099998474121094
02:14:01,25.899999618530273,41.79999923706055
02:15:02,26.0,42.29999923706055
02:16:02,26.0,42.0
02:17:02,25.899999618530273,41.79999923706055
02:18:02,25.899999618530273,41.79999923706055
02:19:02,25.899999618530273,42.20000076293945
02:20:02,25.899999618530273,41.70000076293945
02:21:02,25.899999618530273,41.70000076293945
02:22:01,25.899999618530273,41.400001525878906
02:23:01,25.899999618530273,41.79999923706055
02:24:02,25.899999618530273,41.599998474121094
02:25:02,25.899999618530273,41.70000076293945
02:26:02,25.799999237060547,41.900001525878906
02:27:02,25.899999618530273,42.20000076293945
02:28:02,25.799999237060547,42.0
02:29:02,25.799999237060547,42.0
02:30:02,25.799999237060547,42.0
02:31:01,25.799999237060547,42.0
02:32:01,25.799999237060547,42.099998474121094
02:33:01,25.799999237060547,42.099998474121094
02:34:02,25.799999237060547,42.20000076293945
02:35:01,25.799999237060547,42.20000076293945
02:36:02,25.799999237060547,42.0
02:37:01,25.700000762939453,42.099998474121094
02:38:02,25.700000762939453,42.400001525878906
02:39:02,25.700000762939453,42.20000076293945
02:40:02,25.700000762939453,42.20000076293945
02:41:02,25.700000762939453,42.29999923706055
02:42:02,25.700000762939453,42.29999923706055
02:43:02,25.700000762939453,42.20000076293945
02:44:02,25.700000762939453,42.20000076293945
02:45:02,25.700000762939453,42.29999923706055
02:46:02,25.700000762939453,42.29999923706055
02:47:02,25.700000762939453,42.400001525878906
02:48:02,25.700000762939453,42.29999923706055
02:49:02,25.700000762939453,42.29999923706055
02:50:01,25.600000381469727,42.20000076293945
02:51:02,25.600000381469727,42.20000076293945
02:52:01,25.600000381469727,42.29999923706055
02:53:02,25.600000381469727,42.29999923706055
02:54:02,25.600000381469727,42.599998474121094
02:55:02,25.600000381469727,42.5
02:56:01,25.600000381469727,42.599998474121094
02:57:01,25.600000381469727,42.599998474121094
02:58:02,25.600000381469727,42.5
02:59:02,25.700000762939453,42.5
03:00:02,25.700000762939453,42.400001525878906
03:01:02,25.600000381469727,42.5
03:02:02,25.600000381469727,42.5
03:03:01,25.600000381469727,42.400001525878906
03:04:01,25.600000381469727,42.29999923706055
03:05:02,25.600000381469727,42.29999923706055
03:06:02,25.600000381469727,42.400001525878906
03:07:02,25.600000381469727,42.29999923706055
03:08:02,25.600000381469727,42.400001525878906
03:09:02,25.600000381469727,42.400001525878906
03:10:02,25.600000381469727,42.5
03:11:02,25.600000381469727,42.5
03:12:02,25.600000381469727,42.400001525878906
03:13:02,25.600000381469727,42.400001525878906
03:14:02,25.5,42.5
03:15:01,25.600000381469727,42.400001525878906
03:16:01,25.5,42.900001525878906
03:17:02,25.5,42.400001525878906
03:18:02,25.5,42.5
03:19:02,25.5,42.400001525878906
03:20:02,25.5,42.400001525878906
03:21:01,25.5,42.5
03:22:01,25.5,42.400001525878906
03:23:01,25.399999618530273,42.400001525878906
03:24:02,25.399999618530273,42.599998474121094
03:25:01,25.5,42.599998474121094
03:26:01,25.399999618530273,42.5
03:27:02,25.399999618530273,42.599998474121094
03:28:01,25.399999618530273,42.599998474121094
03:29:01,25.5,42.70000076293945
03:30:02,25.399999618530273,42.599998474121094
03:31:02,25.399999618530273,42.5
03:32:01,25.399999618530273,42.5
03:33:01,25.399999618530273,42.599998474121094
03:34:02,25.399999618530273,42.70000076293945
03:35:02,25.399999618530273,42.70000076293945
03:36:01,25.399999618530273,42.599998474121094
03:37:02,25.399999618530273,42.599998474121094
03:38:02,25.399999618530273,42.79999923706055
03:39:02,25.399999618530273,42.79999923706055
03:40:02,25.399999618530273,42.70000076293945
03:41:01,25.399999618530273,42.79999923706055
03:42:01,25.399999618530273,42.79999923706055
03:43:01,25.399999618530273,42.900001525878906
03:44:01,25.399999618530273,42.79999923706055
03:45:01,25.399999618530273,42.79999923706055
03:46:01,25.399999618530273,42.79999923706055
03:47:01,25.399999618530273,42.599998474121094
03:48:01,25.399999618530273,42.900001525878906
03:49:01,25.399999618530273,42.900001525878906
03:50:01,25.399999618530273,42.900001525878906
03:51:01,25.399999618530273,43.099998474121094
03:52:01,25.299999237060547,43.0
03:53:02,25.399999618530273,43.0
03:54:02,25.299999237060547,43.099998474121094
03:55:02,25.399999618530273,43.0
03:56:02,25.299999237060547,43.0
03:57:02,25.399999618530273,43.20000076293945
03:58:02,25.299999237060547,42.900001525878906
03:59:02,25.299999237060547,43.0
04:00:02,25.299999237060547,42.900001525878906
04:01:01,25.299999237060547,42.900001525878906
04:02:02,25.299999237060547,43.0
04:03:01,25.299999237060547,42.900001525878906
04:04:02,25.299999237060547,43.0
04:05:02,25.299999237060547,43.099998474121094
04:06:01,25.200000762939453,43.099998474121094
04:07:02,25.299999237060547,43.20000076293945
04:08:02,25.200000762939453,43.20000076293945
04:09:01,25.200000762939453,43.29999923706055
04:10:02,25.200000762939453,43.099998474121094
04:11:02,25.200000762939453,43.20000076293945
04:12:02,25.100000381469727,43.29999923706055
04:13:01,25.200000762939453,43.29999923706055
04:14:01,25.200000762939453,43.29999923706055
04:15:01,25.200000762939453,43.29999923706055
04:16:01,25.200000762939453,43.29999923706055
04:17:02,25.200000762939453,43.29999923706055
04:18:02,25.100000381469727,43.29999923706055
04:19:02,25.100000381469727,43.29999923706055
04:20:02,25.100000381469727,43.29999923706055
04:21:01,25.100000381469727,43.20000076293945
04:22:01,25.100000381469727,43.29999923706055
04:23:01,25.100000381469727,43.29999923706055
04:24:01,25.100000381469727,43.29999923706055
04:25:01,25.0,43.29999923706055
04:26:02,25.100000381469727,43.20000076293945
04:27:01,25.100000381469727,43.20000076293945
04:28:01,25.0,43.29999923706055
04:29:02,25.0,43.400001525878906
04:30:02,25.100000381469727,43.29999923706055
04:31:01,25.0,43.20000076293945
04:32:01,25.0,43.20000076293945
04:33:01,25.0,43.20000076293945
04:34:01,25.0,43.29999923706055
04:35:02,25.0,43.20000076293945
04:36:02,25.0,43.20000076293945
04:37:02,24.899999618530273,43.099998474121094
04:38:02,25.0,43.099998474121094
04:39:02,25.0,43.29999923706055
04:40:02,25.0,43.20000076293945
04:41:02,25.0,43.20000076293945
04:42:02,25.0,43.099998474121094
04:43:02,25.0,43.099998474121094
04:44:02,24.899999618530273,43.099998474121094
04:45:02,24.899999618530273,43.0
04:46:02,25.0,43.20000076293945
04:47:01,25.0,43.099998474121094
04:48:01,24.899999618530273,43.20000076293945
04:49:02,25.0,43.099998474121094
04:50:02,24.899999618530273,43.20000076293945
04:51:02,25.0,43.20000076293945
04:52:02,24.899999618530273,43.29999923706055
04:53:02,24.899999618530273,43.20000076293945
04:54:02,24.899999618530273,43.29999923706055
04:55:02,24.899999618530273,43.29999923706055
04:56:02,24.899999618530273,43.20000076293945
04:57:02,24.899999618530273,43.20000076293945
04:58:02,24.899999618530273,43.20000076293945
04:59:01,24.899999618530273,43.20000076293945
05:00:01,24.899999618530273,43.20000076293945
05:01:01,24.899999618530273,43.20000076293945
05:02:02,24.899999618530273,43.29999923706055
05:03:01,24.899999618530273,43.20000076293945
05:04:01,24.899999618530273,43.20000076293945
05:05:02,24.899999618530273,43.20000076293945
05:06:01,24.899999618530273,43.20000076293945
05:07:01,24.899999618530273,43.20000076293945
05:08:01,24.899999618530273,43.099998474121094
05:09:02,24.899999618530273,43.099998474121094
05:10:02,24.899999618530273,43.099998474121094
05:11:01,24.899999618530273,43.0
05:12:02,24.899999618530273,43.20000076293945
05:13:02,24.899999618530273,43.0
05:14:02,24.899999618530273,42.900001525878906
05:15:02,24.899999618530273,43.0
05:16:01,24.899999618530273,42.900001525878906
05:17:02,24.899999618530273,42.900001525878906
05:18:02,24.899999618530273,42.900001525878906
05:19:02,25.0,42.900001525878906
05:20:02,25.0,42.79999923706055
05:21:02,25.0,42.900001525878906
05:22:02,24.899999618530273,42.900001525878906
05:23:02,24.899999618530273,42.900001525878906
05:24:02,24.899999618530273,42.79999923706055
05:25:02,24.899999618530273,42.79999923706055
05:26:02,25.0,42.79999923706055
05:27:02,24.899999618530273,42.79999923706055
05:28:02,24.899999618530273,42.900001525878906
05:29:02,24.899999618530273,42.900001525878906
05:30:01,25.0,42.79999923706055
05:31:02,25.0,42.79999923706055
05:32:01,24.899999618530273,42.79999923706055
05:33:01,25.0,42.79999923706055
05:34:01,24.899999618530273,42.70000076293945
05:35:01,25.0,42.79999923706055
05:36:01,25.0,42.599998474121094
05:37:01,25.0,42.70000076293945
05:38:01,25.0,42.599998474121094
05:39:01,25.0,42.599998474121094
05:40:02,25.0,42.5
05:41:02,25.0,42.5
05:42:02,25.0,42.5
05:43:02,25.0,42.5
05:44:02,25.0,42.5
05:45:02,25.0,42.400001525878906
05:46:01,25.0,42.400001525878906
05:47:01,25.0,42.20000076293945
05:48:01,25.0,42.5
05:49:01,25.0,42.400001525878906
05:50:02,25.0,42.400001525878906
05:51:01,25.0,42.20000076293945
05:52:01,25.0,42.20000076293945
05:53:01,25.0,42.20000076293945
05:54:01,25.0,42.099998474121094
05:55:02,25.0,42.20000076293945
05:56:01,25.0,42.20000076293945
05:57:01,25.0,42.099998474121094
05:58:02,25.0,42.20000076293945
05:59:01,24.899999618530273,42.099998474121094
06:00:01,25.0,42.099998474121094
06:01:01,24.899999618530273,42.29999923706055
06:02:02,24.899999618530273,42.400001525878906
06:03:02,25.0,42.5
06:04:02,25.0,42.5
06:05:02,24.899999618530273,42.29999923706055
06:06:01,25.0,42.400001525878906
06:07:01,24.899999618530273,42.29999923706055
06:08:01,24.899999618530273,42.29999923706055
06:09:01,24.899999618530273,42.400001525878906
06:10:02,24.899999618530273,42.29999923706055
06:11:01,25.0,42.29999923706055
06:12:01,24.899999618530273,42.29999923706055
06:13:01,24.899999618530273,42.20000076293945
06:14:02,24.899999618530273,42.20000076293945
06:15:02,25.0,42.20000076293945
06:16:02,25.0,42.20000076293945
06:17:02,24.899999618530273,42.20000076293945
06:18:02,24.899999618530273,42.20000076293945
06:19:02,25.0,42.099998474121094
06:20:02,25.0,42.0
06:21:02,25.0,42.099998474121094
06:22:02,25.0,42.0
06:23:02,25.0,41.900001525878906
06:24:01,25.0,41.79999923706055
06:25:02,25.0,41.900001525878906
06:26:02,25.0,41.900001525878906
06:27:02,25.0,41.70000076293945
06:28:02,25.0,41.79999923706055
06:29:02,25.0,41.79999923706055
06:30:02,25.0,41.79999923706055
06:31:01,25.0,41.70000076293945
06:32:01,25.100000381469727,42.0
06:33:01,25.100000381469727,41.79999923706055
06:34:01,25.0,41.79999923706055
06:35:02,25.100000381469727,41.70000076293945
06:36:02,25.100000381469727,41.79999923706055
06:37:02,25.100000381469727,41.70000076293945
06:38:01,25.100000381469727,41.70000076293945
06:39:02,25.100000381469727,41.79999923706055
06:40:02,25.0,41.70000076293945
06:41:01,25.100000381469727,41.79999923706055
06:42:01,25.100000381469727,41.70000076293945
06:43:01,25.100000381469727,41.79999923706055
06:44:01,25.100000381469727,41.79999923706055
06:45:01,25.100000381469727,41.79999923706055
06:46:01,25.100000381469727,41.79999923706055
06:47:01,25.200000762939453,41.70000076293945
06:48:01,25.100000381469727,41.79999923706055
06:49:02,25.100000381469727,41.900001525878906
06:50:02,25.200000762939453,41.70000076293945
06:51:01,25.100000381469727,41.599998474121094
06:52:02,25.200000762939453,41.70000076293945
06:53:02,25.200000762939453,41.70000076293945
06:54:02,25.200000762939453,41.70000076293945
06:55:02,25.200000762939453,41.79999923706055
06:56:02,25.100000381469727,41.70000076293945
06:57:01,25.200000762939453,41.599998474121094
06:58:02,25.200000762939453,43.0
06:59:01,25.200000762939453,41.5
07:00:01,25.200000762939453,41.5
07:01:01,25.200000762939453,41.599998474121094
07:02:02,25.200000762939453,41.599998474121094
07:03:02,25.200000762939453,41.5
07:04:02,25.299999237060547,41.29999923706055
07:05:02,25.200000762939453,41.20000076293945
07:06:02,25.399999618530273,41.0
07:07:02,25.399999618530273,40.900001525878906
07:08:01,25.399999618530273,40.79999923706055
07:09:01,25.399999618530273,40.900001525878906
07:10:02,25.399999618530273,40.900001525878906
07:11:01,25.399999618530273,40.900001525878906
07:12:02,25.399999618530273,41.099998474121094
07:13:02,25.399999618530273,41.099998474121094
07:14:02,25.399999618530273,41.0
07:15:01,25.399999618530273,41.0
07:16:01,25.399999618530273,41.099998474121094
07:17:01,25.299999237060547,41.099998474121094
07:18:01,25.399999618530273,41.099998474121094
07:19:01,25.399999618530273,41.099998474121094
07:20:02,25.399999618530273,41.20000076293945
07:21:01,25.299999237060547,41.20000076293945
07:22:01,25.299999237060547,41.400001525878906
07:23:01,25.299999237060547,41.29999923706055
07:24:01,25.299999237060547,41.5
07:25:02,25.299999237060547,41.5
07:26:01,25.299999237060547,41.599998474121094
07:27:02,25.200000762939453,41.599998474121094
07:28:02,25.200000762939453,41.70000076293945
07:29:02,25.200000762939453,41.70000076293945
07:30:02,25.200000762939453,41.70000076293945
07:31:02,25.200000762939453,41.79999923706055
07:32:02,25.299999237060547,41.79999923706055
07:33:02,25.200000762939453,41.599998474121094
