DATE: Tue, 18 Aug 2015 00:00:04 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,23.600000381469727,37.20000076293945
00:01:02,23.600000381469727,37.099998474121094
00:02:02,23.600000381469727,37.099998474121094
00:03:01,23.600000381469727,37.29999923706055
00:04:01,23.600000381469727,37.599998474121094
00:05:02,23.600000381469727,37.29999923706055
00:06:01,23.600000381469727,37.20000076293945
00:07:01,23.600000381469727,37.29999923706055
00:08:01,23.600000381469727,37.29999923706055
00:09:01,23.5,37.29999923706055
00:10:02,23.600000381469727,37.29999923706055
00:11:02,23.5,37.29999923706055
00:12:02,23.5,37.29999923706055
00:13:01,23.5,37.29999923706055
00:14:01,23.5,37.400001525878906
00:15:02,23.5,37.400001525878906
00:16:02,23.5,37.29999923706055
00:17:02,23.5,37.400001525878906
00:18:02,23.5,37.400001525878906
00:19:01,23.5,37.400001525878906
00:20:01,23.5,37.400001525878906
00:21:02,23.5,37.400001525878906
00:22:02,23.5,37.5
00:23:02,23.5,37.5
00:24:01,23.5,37.599998474121094
00:25:01,23.5,37.400001525878906
00:26:01,23.5,37.5
00:27:01,23.5,37.599998474121094
00:28:01,23.5,37.599998474121094
00:29:02,23.5,37.599998474121094
00:30:02,23.5,37.599998474121094
00:31:02,23.5,37.5
00:32:02,23.5,37.599998474121094
00:33:01,23.5,37.599998474121094
00:34:02,23.5,37.599998474121094
00:35:02,23.5,37.70000076293945
00:36:02,23.5,37.70000076293945
00:37:02,23.399999618530273,37.70000076293945
00:38:01,23.5,37.70000076293945
00:39:01,23.399999618530273,37.599998474121094
00:40:02,23.399999618530273,37.599998474121094
00:41:02,23.5,37.70000076293945
00:42:02,23.399999618530273,37.70000076293945
00:43:01,23.399999618530273,37.70000076293945
00:44:01,23.5,37.79999923706055
00:45:01,23.399999618530273,37.70000076293945
00:46:02,23.399999618530273,37.70000076293945
00:47:02,23.399999618530273,37.599998474121094
00:48:02,23.399999618530273,37.70000076293945
00:49:02,23.299999237060547,37.599998474121094
00:50:02,23.399999618530273,37.79999923706055
00:51:01,23.399999618530273,37.70000076293945
00:52:02,23.399999618530273,37.79999923706055
00:53:02,23.399999618530273,37.79999923706055
00:54:02,23.399999618530273,37.900001525878906
00:55:02,23.299999237060547,37.79999923706055
00:56:01,23.399999618530273,37.900001525878906
00:57:01,23.399999618530273,37.900001525878906
00:58:02,23.299999237060547,37.900001525878906
00:59:02,23.299999237060547,38.0
01:00:01,23.399999618530273,38.0
01:01:01,23.399999618530273,37.900001525878906
01:02:02,23.399999618530273,38.0
01:03:02,23.299999237060547,37.900001525878906
01:04:01,23.399999618530273,38.0
01:05:02,23.399999618530273,38.099998474121094
01:06:01,23.299999237060547,38.0
01:07:01,23.299999237060547,38.0
01:08:01,23.299999237060547,38.0
01:09:01,23.299999237060547,38.0
01:10:02,23.299999237060547,38.0
01:11:01,23.299999237060547,38.0
01:12:01,23.299999237060547,38.0
01:13:01,23.299999237060547,38.099998474121094
01:14:02,23.299999237060547,38.0
01:15:02,23.299999237060547,38.099998474121094
01:16:02,23.299999237060547,38.099998474121094
01:17:02,23.299999237060547,38.0
01:18:02,23.299999237060547,38.0
01:19:02,23.200000762939453,38.0
01:20:02,23.200000762939453,38.099998474121094
01:21:01,23.200000762939453,38.0
01:22:02,23.200000762939453,38.0
01:23:01,23.200000762939453,38.20000076293945
01:24:01,23.200000762939453,38.099998474121094
01:25:01,23.200000762939453,38.099998474121094
01:26:02,23.200000762939453,38.099998474121094
01:27:02,23.200000762939453,38.20000076293945
01:28:02,23.200000762939453,38.20000076293945
01:29:02,23.200000762939453,38.20000076293945
01:30:02,23.200000762939453,38.29999923706055
01:31:01,23.200000762939453,38.20000076293945
01:32:01,23.200000762939453,38.20000076293945
01:33:01,23.100000381469727,38.20000076293945
01:34:02,23.100000381469727,38.20000076293945
01:35:01,23.200000762939453,38.20000076293945
01:36:01,23.200000762939453,38.400001525878906
01:37:01,23.200000762939453,38.400001525878906
01:38:02,23.200000762939453,38.29999923706055
01:39:02,23.100000381469727,38.20000076293945
01:40:02,23.100000381469727,38.29999923706055
01:41:02,23.100000381469727,38.29999923706055
01:42:01,23.100000381469727,38.400001525878906
01:43:01,23.100000381469727,38.400001525878906
01:44:01,23.100000381469727,38.400001525878906
01:45:01,23.100000381469727,38.400001525878906
01:46:02,23.100000381469727,38.400001525878906
01:47:02,23.100000381469727,38.400001525878906
01:48:02,23.100000381469727,38.5
