DATE: Mon, 03 Aug 2015 12:04:49 +0000
Time,Temperature [degree C],Relative humidity [%]
12:04:48,21.700000762939453,48.400001525878906
12:05:02,21.700000762939453,48.400001525878906
12:06:02,21.700000762939453,48.29999923706055
12:07:02,21.799999237060547,48.20000076293945
12:08:01,21.700000762939453,48.20000076293945
12:09:02,21.799999237060547,48.20000076293945
12:10:02,21.799999237060547,48.099998474121094
12:11:01,21.799999237060547,48.099998474121094
12:12:01,21.799999237060547,48.099998474121094
12:13:01,21.799999237060547,48.0
12:14:01,21.799999237060547,48.0
12:15:01,21.799999237060547,48.0
12:16:02,21.799999237060547,48.099998474121094
12:17:02,21.799999237060547,47.79999923706055
12:18:01,21.799999237060547,47.900001525878906
12:19:01,21.799999237060547,47.900001525878906
12:20:02,21.799999237060547,47.900001525878906
12:21:01,21.799999237060547,47.79999923706055
12:22:01,21.799999237060547,47.79999923706055
12:23:01,21.799999237060547,47.79999923706055
12:24:01,21.799999237060547,47.79999923706055
12:25:01,21.799999237060547,47.79999923706055
12:26:01,21.799999237060547,47.70000076293945
12:27:02,21.799999237060547,47.79999923706055
12:28:02,21.799999237060547,47.70000076293945
12:29:01,21.799999237060547,47.70000076293945
12:30:02,21.799999237060547,47.70000076293945
12:31:01,21.799999237060547,47.70000076293945
12:32:01,21.799999237060547,47.70000076293945
12:33:01,21.799999237060547,47.79999923706055
12:34:01,21.799999237060547,47.70000076293945
12:35:02,21.799999237060547,47.70000076293945
12:36:02,21.799999237060547,47.599998474121094
12:37:02,21.799999237060547,47.5
12:38:01,21.899999618530273,47.599998474121094
12:39:01,21.799999237060547,47.79999923706055
12:40:02,21.799999237060547,47.599998474121094
12:41:01,21.899999618530273,47.70000076293945
12:42:01,21.799999237060547,47.5
12:43:02,21.899999618530273,47.599998474121094
12:44:02,21.799999237060547,47.599998474121094
12:45:02,21.899999618530273,47.599998474121094
12:46:02,21.899999618530273,47.599998474121094
12:47:02,21.799999237060547,47.5
12:48:02,21.799999237060547,47.400001525878906
12:49:02,21.899999618530273,47.5
12:50:01,21.899999618530273,47.79999923706055
12:51:02,21.799999237060547,47.400001525878906
12:52:01,21.899999618530273,47.29999923706055
12:53:01,21.899999618530273,47.400001525878906
12:54:02,21.899999618530273,47.29999923706055
12:55:02,21.799999237060547,47.20000076293945
12:56:02,21.899999618530273,47.29999923706055
12:57:02,21.899999618530273,47.29999923706055
12:58:02,21.899999618530273,47.400001525878906
