DATE: Tue, 06 Oct 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,19.200000762939453,58.0
00:01:02,19.200000762939453,57.70000076293945
00:02:02,19.100000381469727,57.70000076293945
00:03:01,19.200000762939453,57.70000076293945
00:04:01,19.100000381469727,57.70000076293945
00:05:02,19.100000381469727,57.70000076293945
00:06:01,19.200000762939453,57.79999923706055
00:07:01,19.200000762939453,57.79999923706055
00:08:02,19.100000381469727,57.70000076293945
00:09:02,19.200000762939453,57.70000076293945
00:10:02,19.100000381469727,57.70000076293945
00:11:02,19.100000381469727,57.79999923706055
00:12:02,19.100000381469727,57.79999923706055
00:13:01,19.100000381469727,57.79999923706055
00:14:02,19.100000381469727,57.900001525878906
00:15:02,19.200000762939453,57.900001525878906
00:16:02,19.100000381469727,57.900001525878906
00:17:01,19.100000381469727,57.900001525878906
00:18:01,19.100000381469727,57.900001525878906
00:19:01,19.100000381469727,57.900001525878906
00:20:01,19.100000381469727,57.900001525878906
00:21:01,19.100000381469727,57.900001525878906
00:22:01,19.100000381469727,57.900001525878906
00:23:01,19.100000381469727,57.900001525878906
00:24:01,19.100000381469727,57.900001525878906
00:25:01,19.100000381469727,57.900001525878906
00:26:01,19.100000381469727,57.900001525878906
00:27:02,19.100000381469727,57.900001525878906
00:28:02,19.100000381469727,57.900001525878906
00:29:02,19.100000381469727,57.900001525878906
00:30:02,19.100000381469727,57.900001525878906
00:31:02,19.100000381469727,57.900001525878906
00:32:02,19.100000381469727,57.900001525878906
00:33:01,19.100000381469727,57.900001525878906
00:34:01,19.100000381469727,57.900001525878906
00:35:01,19.100000381469727,57.79999923706055
00:36:01,19.100000381469727,57.900001525878906
00:37:02,19.100000381469727,57.79999923706055
00:38:02,19.100000381469727,57.79999923706055
00:39:01,19.100000381469727,57.79999923706055
00:40:02,19.0,57.70000076293945
00:41:01,19.100000381469727,57.79999923706055
00:42:01,19.100000381469727,57.79999923706055
00:43:02,19.100000381469727,57.79999923706055
00:44:02,19.100000381469727,57.79999923706055
00:45:02,19.100000381469727,57.900001525878906
00:46:02,19.100000381469727,57.79999923706055
00:47:02,19.100000381469727,57.79999923706055
00:48:02,19.100000381469727,57.79999923706055
00:49:02,19.200000762939453,57.79999923706055
00:50:02,19.100000381469727,57.900001525878906
00:51:01,19.100000381469727,57.900001525878906
00:52:01,19.100000381469727,57.900001525878906
00:53:01,19.100000381469727,57.900001525878906
00:54:01,19.100000381469727,57.900001525878906
00:55:01,19.100000381469727,57.900001525878906
00:56:01,19.100000381469727,57.900001525878906
00:57:02,19.100000381469727,57.900001525878906
00:58:02,19.100000381469727,57.900001525878906
00:59:02,19.0,57.70000076293945
01:00:01,19.100000381469727,57.900001525878906
01:01:01,19.100000381469727,57.900001525878906
01:02:02,19.100000381469727,57.900001525878906
01:03:02,19.100000381469727,57.900001525878906
01:04:02,19.100000381469727,57.900001525878906
01:05:02,19.100000381469727,57.900001525878906
01:06:01,19.100000381469727,57.900001525878906
01:07:01,19.200000762939453,57.900001525878906
01:08:01,19.0,57.79999923706055
01:09:01,19.100000381469727,57.79999923706055
01:10:02,19.100000381469727,57.79999923706055
01:11:01,19.100000381469727,57.79999923706055
01:12:01,19.100000381469727,57.79999923706055
01:13:01,19.100000381469727,57.79999923706055
01:14:01,19.100000381469727,57.79999923706055
01:15:02,19.100000381469727,57.79999923706055
01:16:02,19.100000381469727,57.79999923706055
01:17:02,19.100000381469727,57.79999923706055
01:18:02,19.100000381469727,57.79999923706055
01:19:02,19.100000381469727,57.900001525878906
01:20:01,19.100000381469727,59.099998474121094
01:21:01,19.100000381469727,57.79999923706055
01:22:01,19.100000381469727,57.79999923706055
01:23:01,19.100000381469727,57.79999923706055
01:24:01,19.100000381469727,57.79999923706055
01:25:01,19.100000381469727,57.79999923706055
01:26:01,19.100000381469727,57.79999923706055
01:27:01,19.100000381469727,57.79999923706055
01:28:02,19.100000381469727,57.79999923706055
01:29:02,19.100000381469727,57.79999923706055
01:30:02,19.100000381469727,57.79999923706055
01:31:02,19.200000762939453,57.79999923706055
01:32:02,19.100000381469727,57.79999923706055
01:33:02,19.100000381469727,57.79999923706055
01:34:01,19.100000381469727,57.79999923706055
01:35:01,19.100000381469727,57.79999923706055
01:36:02,19.100000381469727,57.70000076293945
01:37:02,19.100000381469727,57.70000076293945
01:38:02,19.100000381469727,58.20000076293945
01:39:02,19.100000381469727,57.70000076293945
01:40:02,19.100000381469727,57.70000076293945
01:41:01,19.100000381469727,57.70000076293945
01:42:01,19.100000381469727,57.79999923706055
01:43:01,19.100000381469727,57.70000076293945
01:44:02,19.100000381469727,57.70000076293945
01:45:02,19.100000381469727,57.70000076293945
01:46:01,19.100000381469727,57.70000076293945
01:47:01,19.100000381469727,57.70000076293945
01:48:01,19.100000381469727,57.70000076293945
01:49:01,19.100000381469727,57.70000076293945
01:50:02,19.100000381469727,57.70000076293945
01:51:02,19.100000381469727,57.70000076293945
01:52:02,19.100000381469727,57.70000076293945
01:53:02,19.100000381469727,57.70000076293945
01:54:02,19.100000381469727,57.70000076293945
01:55:02,19.100000381469727,57.70000076293945
01:56:02,19.100000381469727,57.70000076293945
01:57:01,19.100000381469727,57.70000076293945
01:58:02,19.100000381469727,57.70000076293945
01:59:02,19.100000381469727,57.599998474121094
02:00:02,19.100000381469727,57.70000076293945
02:01:01,19.100000381469727,57.70000076293945
02:02:02,19.100000381469727,57.70000076293945
02:03:02,19.100000381469727,57.70000076293945
02:04:02,19.200000762939453,57.70000076293945
02:05:02,19.100000381469727,57.70000076293945
02:06:01,19.100000381469727,57.70000076293945
02:07:01,19.100000381469727,57.70000076293945
02:08:01,19.100000381469727,57.70000076293945
02:09:01,19.200000762939453,57.70000076293945
02:10:02,19.100000381469727,57.70000076293945
02:11:01,19.100000381469727,57.70000076293945
02:12:02,19.100000381469727,57.70000076293945
02:13:01,19.100000381469727,57.70000076293945
02:14:01,19.100000381469727,57.70000076293945
