DATE: Sun, 04 Oct 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,17.299999237060547,49.099998474121094
00:01:02,17.299999237060547,49.0
00:02:02,17.299999237060547,49.0
00:03:01,17.299999237060547,49.0
00:04:01,17.299999237060547,49.0
00:05:02,17.299999237060547,49.0
00:06:01,17.299999237060547,49.0
00:07:01,17.299999237060547,49.0
00:08:01,17.299999237060547,49.099998474121094
00:09:01,17.299999237060547,49.099998474121094
00:10:02,17.299999237060547,49.099998474121094
00:11:02,17.299999237060547,49.0
00:12:01,17.299999237060547,49.099998474121094
00:13:01,17.299999237060547,49.099998474121094
00:14:01,17.299999237060547,49.0
00:15:02,17.299999237060547,49.0
00:16:02,17.200000762939453,48.900001525878906
00:17:02,17.299999237060547,49.099998474121094
00:18:02,17.299999237060547,49.20000076293945
00:19:01,17.299999237060547,49.099998474121094
00:20:01,17.299999237060547,49.099998474121094
00:21:01,17.200000762939453,49.0
00:22:01,17.200000762939453,49.0
00:23:01,17.299999237060547,49.099998474121094
00:24:01,17.200000762939453,49.0
00:25:01,17.200000762939453,49.0
00:26:02,17.299999237060547,49.099998474121094
00:27:02,17.200000762939453,49.0
00:28:02,17.200000762939453,49.0
00:29:01,17.200000762939453,49.0
00:30:02,17.200000762939453,49.0
00:31:02,17.200000762939453,49.0
00:32:02,17.200000762939453,49.0
00:33:01,17.200000762939453,49.099998474121094
00:34:01,17.200000762939453,49.0
00:35:01,17.200000762939453,49.099998474121094
00:36:01,17.200000762939453,49.099998474121094
00:37:01,17.200000762939453,49.099998474121094
00:38:01,17.200000762939453,49.099998474121094
00:39:01,17.200000762939453,49.099998474121094
00:40:02,17.200000762939453,49.099998474121094
00:41:01,17.200000762939453,49.099998474121094
00:42:01,17.200000762939453,49.099998474121094
00:43:01,17.200000762939453,49.099998474121094
00:44:02,17.200000762939453,49.099998474121094
00:45:01,17.200000762939453,49.099998474121094
00:46:01,17.200000762939453,49.099998474121094
00:47:01,17.200000762939453,49.099998474121094
00:48:01,17.200000762939453,49.099998474121094
00:49:01,17.200000762939453,49.20000076293945
00:50:02,17.200000762939453,49.20000076293945
00:51:01,17.200000762939453,49.20000076293945
00:52:01,17.200000762939453,49.20000076293945
00:53:01,17.200000762939453,49.20000076293945
00:54:01,17.200000762939453,49.20000076293945
00:55:01,17.200000762939453,49.20000076293945
00:56:02,17.200000762939453,49.099998474121094
00:57:02,17.200000762939453,49.20000076293945
00:58:02,17.200000762939453,49.20000076293945
00:59:02,17.200000762939453,49.20000076293945
01:00:01,17.200000762939453,49.20000076293945
01:01:01,17.200000762939453,49.20000076293945
01:02:02,17.200000762939453,49.20000076293945
01:03:02,17.200000762939453,49.20000076293945
01:04:01,17.200000762939453,49.20000076293945
01:05:02,17.200000762939453,49.20000076293945
01:06:01,17.200000762939453,49.20000076293945
01:07:01,17.200000762939453,49.20000076293945
01:08:01,17.200000762939453,49.20000076293945
01:09:01,17.200000762939453,49.20000076293945
01:10:02,17.200000762939453,49.20000076293945
01:11:01,17.200000762939453,49.20000076293945
01:12:01,17.200000762939453,49.20000076293945
01:13:01,17.200000762939453,49.20000076293945
01:14:02,17.200000762939453,49.20000076293945
01:15:02,17.200000762939453,49.20000076293945
01:16:02,17.200000762939453,49.20000076293945
01:17:02,17.100000381469727,49.20000076293945
01:18:01,17.200000762939453,49.20000076293945
01:19:01,17.200000762939453,49.20000076293945
01:20:02,17.100000381469727,49.20000076293945
01:21:02,17.100000381469727,49.20000076293945
01:22:02,17.100000381469727,49.29999923706055
01:23:01,17.100000381469727,49.29999923706055
01:24:01,17.200000762939453,49.29999923706055
01:25:01,17.100000381469727,49.20000076293945
01:26:01,17.100000381469727,49.29999923706055
01:27:01,17.100000381469727,49.29999923706055
01:28:02,17.100000381469727,49.29999923706055
01:29:02,17.100000381469727,49.29999923706055
01:30:02,17.100000381469727,49.29999923706055
01:31:01,17.100000381469727,49.29999923706055
01:32:02,17.100000381469727,49.29999923706055
01:33:02,17.100000381469727,49.29999923706055
01:34:01,17.100000381469727,49.29999923706055
01:35:02,17.100000381469727,49.29999923706055
01:36:02,17.100000381469727,49.29999923706055
01:37:02,17.100000381469727,49.400001525878906
01:38:02,17.100000381469727,49.400001525878906
01:39:02,17.100000381469727,49.400001525878906
01:40:02,17.100000381469727,49.400001525878906
01:41:01,17.100000381469727,49.5
01:42:01,17.100000381469727,49.400001525878906
01:43:01,17.0,49.400001525878906
01:44:01,17.100000381469727,49.400001525878906
01:45:01,17.100000381469727,49.400001525878906
01:46:01,17.0,49.400001525878906
01:47:02,17.100000381469727,49.5
01:48:02,17.100000381469727,49.5
01:49:01,17.100000381469727,49.599998474121094
01:50:01,17.100000381469727,49.5
01:51:01,17.100000381469727,49.5
01:52:01,17.0,49.400001525878906
01:53:01,17.0,49.400001525878906
01:54:02,17.0,49.400001525878906
01:55:02,17.0,49.400001525878906
01:56:02,17.0,49.400001525878906
01:57:01,17.100000381469727,49.5
01:58:02,17.0,49.400001525878906
01:59:02,17.100000381469727,49.5
02:00:02,17.100000381469727,49.5
02:01:02,17.0,49.400001525878906
02:02:02,17.0,49.400001525878906
02:03:01,17.0,49.400001525878906
02:04:02,17.0,49.400001525878906
02:05:02,17.0,49.400001525878906
02:06:01,17.0,49.400001525878906
02:07:01,17.0,49.400001525878906
02:08:01,17.0,49.5
02:09:01,17.0,49.5
02:10:02,17.0,49.5
02:11:01,17.0,49.5
02:12:01,17.0,49.5
02:13:01,17.0,49.5
02:14:01,17.0,49.5
02:15:02,17.0,49.5
02:16:02,17.0,49.5
02:17:02,17.0,49.5
02:18:02,16.899999618530273,49.5
02:19:02,17.0,49.5
02:20:02,17.0,49.400001525878906
02:21:01,17.0,49.5
02:22:01,16.899999618530273,49.5
02:23:01,16.899999618530273,49.5
02:24:02,16.899999618530273,49.5
02:25:01,17.0,49.5
