DATE: Fri, 18 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,20.700000762939453,58.29999923706055
00:01:01,20.700000762939453,58.29999923706055
00:02:02,20.700000762939453,58.20000076293945
00:03:02,20.700000762939453,58.29999923706055
00:04:02,20.700000762939453,58.20000076293945
00:05:02,20.700000762939453,58.29999923706055
00:06:01,20.700000762939453,58.29999923706055
00:07:01,20.700000762939453,58.20000076293945
00:08:01,20.799999237060547,58.20000076293945
00:09:01,20.700000762939453,58.20000076293945
00:10:02,20.700000762939453,58.20000076293945
00:11:01,20.700000762939453,58.20000076293945
00:12:01,20.700000762939453,58.099998474121094
00:13:02,20.799999237060547,58.5
00:14:02,20.700000762939453,58.20000076293945
00:15:02,20.799999237060547,58.20000076293945
00:16:02,20.799999237060547,58.20000076293945
00:17:02,20.700000762939453,58.20000076293945
00:18:01,20.700000762939453,58.29999923706055
00:19:01,20.799999237060547,58.400001525878906
00:20:02,20.799999237060547,58.29999923706055
00:21:01,20.700000762939453,58.400001525878906
00:22:02,20.799999237060547,58.20000076293945
00:23:02,20.799999237060547,58.099998474121094
00:24:02,20.799999237060547,58.29999923706055
00:25:02,20.799999237060547,58.20000076293945
00:26:01,20.700000762939453,58.29999923706055
00:27:01,20.799999237060547,58.29999923706055
00:28:01,20.799999237060547,58.29999923706055
00:29:01,20.700000762939453,58.5
00:30:02,20.799999237060547,58.400001525878906
00:31:01,20.799999237060547,58.20000076293945
00:32:01,20.799999237060547,58.20000076293945
00:33:02,20.799999237060547,58.29999923706055
00:34:02,20.799999237060547,58.400001525878906
00:35:02,20.799999237060547,58.400001525878906
00:36:02,20.700000762939453,58.599998474121094
00:37:02,20.799999237060547,58.599998474121094
00:38:02,20.700000762939453,58.400001525878906
00:39:02,20.700000762939453,58.599998474121094
00:40:02,20.799999237060547,58.400001525878906
00:41:02,20.700000762939453,58.599998474121094
00:42:02,20.700000762939453,58.29999923706055
00:43:02,20.700000762939453,58.400001525878906
00:44:02,20.700000762939453,58.599998474121094
00:45:02,20.700000762939453,58.400001525878906
00:46:02,20.700000762939453,58.400001525878906
00:47:02,20.799999237060547,58.400001525878906
00:48:02,20.700000762939453,58.5
00:49:02,20.799999237060547,58.29999923706055
00:50:01,20.700000762939453,58.400001525878906
00:51:01,20.700000762939453,58.29999923706055
00:52:01,20.700000762939453,58.29999923706055
00:53:01,20.799999237060547,58.29999923706055
00:54:01,20.700000762939453,58.400001525878906
00:55:02,20.700000762939453,58.29999923706055
00:56:01,20.700000762939453,58.29999923706055
00:57:02,20.700000762939453,58.70000076293945
00:58:02,20.799999237060547,58.29999923706055
00:59:02,20.700000762939453,58.400001525878906
01:00:02,20.700000762939453,58.400001525878906
01:01:02,20.700000762939453,58.5
01:02:02,20.700000762939453,58.400001525878906
01:03:01,20.700000762939453,58.29999923706055
01:04:01,20.700000762939453,58.599998474121094
