DATE: Fri, 14 Aug 2015 00:00:05 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,24.600000381469727,43.0
00:01:01,24.700000762939453,43.099998474121094
00:02:02,24.700000762939453,43.20000076293945
00:03:02,24.700000762939453,43.20000076293945
00:04:01,24.600000381469727,43.0
00:05:02,24.700000762939453,43.0
00:06:01,24.700000762939453,43.0
00:07:01,24.700000762939453,42.900001525878906
00:08:01,24.600000381469727,42.900001525878906
00:09:02,24.600000381469727,42.79999923706055
00:10:02,24.700000762939453,43.0
00:11:01,24.700000762939453,43.0
00:12:02,24.600000381469727,43.0
00:13:02,24.600000381469727,42.900001525878906
00:14:02,24.600000381469727,42.900001525878906
00:15:02,24.600000381469727,42.79999923706055
00:16:01,24.600000381469727,42.79999923706055
00:17:02,24.600000381469727,42.79999923706055
00:18:02,24.600000381469727,42.79999923706055
00:19:02,24.600000381469727,42.900001525878906
00:20:02,24.600000381469727,42.79999923706055
00:21:02,24.600000381469727,42.900001525878906
00:22:02,24.600000381469727,42.900001525878906
00:23:02,24.600000381469727,42.79999923706055
00:24:02,24.600000381469727,42.900001525878906
00:25:02,24.5,42.900001525878906
00:26:01,24.5,43.0
00:27:01,24.5,42.900001525878906
00:28:01,24.600000381469727,42.900001525878906
00:29:01,24.5,42.900001525878906
00:30:02,24.5,42.900001525878906
00:31:01,24.5,43.0
00:32:01,24.5,43.0
00:33:01,24.5,43.0
00:34:02,24.5,43.0
00:35:01,24.5,43.0
00:36:01,24.5,43.099998474121094
00:37:01,24.5,43.099998474121094
00:38:01,24.5,43.099998474121094
00:39:02,24.5,43.099998474121094
00:40:02,24.5,43.20000076293945
00:41:01,24.399999618530273,43.099998474121094
00:42:02,24.5,43.099998474121094
00:43:02,24.5,43.20000076293945
00:44:02,24.5,43.20000076293945
00:45:02,24.399999618530273,43.099998474121094
00:46:01,24.5,43.20000076293945
00:47:01,24.399999618530273,43.099998474121094
00:48:01,24.399999618530273,43.20000076293945
00:49:02,24.399999618530273,43.099998474121094
00:50:02,24.399999618530273,43.099998474121094
00:51:01,24.399999618530273,43.20000076293945
00:52:02,24.399999618530273,43.099998474121094
00:53:02,24.5,43.20000076293945
00:54:02,24.399999618530273,43.099998474121094
00:55:01,24.399999618530273,43.099998474121094
00:56:02,24.399999618530273,43.099998474121094
00:57:02,24.399999618530273,43.099998474121094
00:58:02,24.399999618530273,43.099998474121094
00:59:01,24.399999618530273,43.099998474121094
01:00:01,24.399999618530273,43.20000076293945
01:01:01,24.399999618530273,43.20000076293945
01:02:02,24.399999618530273,43.20000076293945
01:03:02,24.399999618530273,43.20000076293945
01:04:02,24.399999618530273,43.20000076293945
01:05:02,24.399999618530273,43.20000076293945
01:06:02,24.399999618530273,43.20000076293945
01:07:02,24.399999618530273,43.20000076293945
01:08:01,24.399999618530273,43.20000076293945
01:09:01,24.399999618530273,43.20000076293945
01:10:01,24.399999618530273,43.20000076293945
01:11:02,24.399999618530273,43.20000076293945
01:12:02,24.399999618530273,43.29999923706055
01:13:02,24.399999618530273,43.29999923706055
01:14:02,24.399999618530273,43.20000076293945
01:15:01,24.299999237060547,43.20000076293945
01:16:01,24.299999237060547,43.29999923706055
01:17:01,24.399999618530273,43.29999923706055
01:18:02,24.299999237060547,43.29999923706055
01:19:01,24.299999237060547,43.29999923706055
01:20:01,24.299999237060547,43.29999923706055
01:21:01,24.299999237060547,43.29999923706055
01:22:01,24.299999237060547,43.400001525878906
01:23:02,24.399999618530273,43.400001525878906
01:24:02,24.299999237060547,43.400001525878906
01:25:02,24.299999237060547,43.5
01:26:02,24.299999237060547,43.5
01:27:01,24.299999237060547,43.400001525878906
01:28:02,24.299999237060547,43.599998474121094
01:29:01,24.299999237060547,43.5
01:30:02,24.299999237060547,43.5
01:31:02,24.299999237060547,43.5
01:32:02,24.299999237060547,43.5
01:33:01,24.299999237060547,43.5
01:34:01,24.299999237060547,43.900001525878906
01:35:01,24.299999237060547,43.5
01:36:01,24.299999237060547,43.5
01:37:01,24.299999237060547,43.5
01:38:02,24.299999237060547,43.5
01:39:02,24.299999237060547,43.599998474121094
01:40:02,24.299999237060547,43.599998474121094
01:41:01,24.299999237060547,43.599998474121094
01:42:01,24.200000762939453,43.5
01:43:01,24.299999237060547,43.70000076293945
01:44:01,24.200000762939453,43.599998474121094
01:45:02,24.200000762939453,43.599998474121094
01:46:02,24.200000762939453,43.599998474121094
01:47:01,24.200000762939453,43.70000076293945
01:48:02,24.200000762939453,43.599998474121094
01:49:02,24.200000762939453,43.70000076293945
01:50:02,24.200000762939453,43.70000076293945
01:51:02,24.200000762939453,43.70000076293945
01:52:02,24.200000762939453,43.79999923706055
01:53:01,24.200000762939453,43.70000076293945
01:54:01,24.200000762939453,43.70000076293945
01:55:01,24.200000762939453,43.70000076293945
01:56:01,24.200000762939453,43.79999923706055
01:57:01,24.200000762939453,43.79999923706055
01:58:02,24.200000762939453,43.79999923706055
01:59:02,24.200000762939453,43.79999923706055
02:00:02,24.200000762939453,43.70000076293945
02:01:02,24.200000762939453,43.79999923706055
02:02:02,24.200000762939453,43.79999923706055
02:03:01,24.100000381469727,43.70000076293945
02:04:02,24.200000762939453,44.0
02:05:02,24.200000762939453,43.79999923706055
02:06:02,24.200000762939453,43.79999923706055
02:07:02,24.200000762939453,43.79999923706055
02:08:01,24.200000762939453,43.79999923706055
02:09:02,24.100000381469727,43.79999923706055
02:10:02,24.200000762939453,43.79999923706055
02:11:02,24.100000381469727,43.79999923706055
02:12:02,24.100000381469727,43.900001525878906
02:13:02,24.100000381469727,43.79999923706055
02:14:02,24.100000381469727,43.79999923706055
02:15:01,24.200000762939453,43.79999923706055
02:16:01,24.200000762939453,43.79999923706055
02:17:02,24.100000381469727,43.900001525878906
02:18:02,24.100000381469727,43.900001525878906
02:19:02,24.100000381469727,43.900001525878906
02:20:02,24.100000381469727,43.900001525878906
02:21:02,24.100000381469727,44.0
02:22:02,24.100000381469727,44.0
02:23:01,24.100000381469727,44.0
02:24:01,24.100000381469727,44.0
02:25:01,24.100000381469727,44.0
02:26:02,24.100000381469727,44.099998474121094
02:27:02,24.100000381469727,44.099998474121094
02:28:02,24.0,44.0
02:29:02,24.0,44.0
02:30:02,24.0,43.900001525878906
02:31:02,24.0,43.900001525878906
02:32:02,24.100000381469727,44.400001525878906
02:33:02,24.100000381469727,44.0
02:34:02,24.100000381469727,44.099998474121094
02:35:02,24.0,44.0
02:36:02,24.0,44.0
02:37:02,24.0,44.0
02:38:01,24.0,44.0
02:39:01,24.0,44.0
