DATE: Fri, 25 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,21.799999237060547,59.29999923706055
00:01:02,21.799999237060547,59.400001525878906
00:02:02,21.799999237060547,59.400001525878906
00:03:01,21.799999237060547,59.400001525878906
00:04:01,21.799999237060547,59.400001525878906
00:05:02,21.799999237060547,59.400001525878906
00:06:02,21.799999237060547,59.29999923706055
00:07:02,21.799999237060547,59.79999923706055
00:08:02,21.799999237060547,59.599998474121094
00:09:02,21.799999237060547,59.5
00:10:02,21.799999237060547,59.5
00:11:02,21.799999237060547,59.5
00:12:01,21.799999237060547,59.5
00:13:02,21.799999237060547,59.5
00:14:02,21.799999237060547,59.5
00:15:02,21.799999237060547,59.5
00:16:02,21.799999237060547,59.5
00:17:02,21.799999237060547,59.70000076293945
00:18:02,21.799999237060547,59.599998474121094
00:19:01,21.799999237060547,59.5
00:20:01,21.799999237060547,59.5
00:21:01,21.799999237060547,59.599998474121094
00:22:01,21.799999237060547,59.5
00:23:01,21.799999237060547,59.5
00:24:01,21.799999237060547,59.5
00:25:01,21.799999237060547,59.400001525878906
00:26:01,21.799999237060547,59.400001525878906
00:27:02,21.799999237060547,59.599998474121094
00:28:01,21.799999237060547,59.5
00:29:01,21.799999237060547,59.5
00:30:02,21.799999237060547,59.599998474121094
00:31:01,21.799999237060547,59.5
00:32:01,21.799999237060547,59.5
00:33:01,21.799999237060547,59.5
00:34:02,21.799999237060547,59.5
00:35:02,21.799999237060547,59.5
00:36:02,21.799999237060547,59.599998474121094
00:37:02,21.799999237060547,59.5
00:38:02,21.799999237060547,59.400001525878906
00:39:02,21.799999237060547,59.70000076293945
00:40:02,21.799999237060547,59.5
00:41:02,21.799999237060547,59.5
00:42:02,21.799999237060547,59.599998474121094
00:43:02,21.799999237060547,59.599998474121094
00:44:02,21.700000762939453,59.599998474121094
00:45:02,21.700000762939453,59.599998474121094
00:46:01,21.799999237060547,59.70000076293945
00:47:02,21.700000762939453,59.70000076293945
00:48:02,21.700000762939453,59.599998474121094
00:49:02,21.799999237060547,59.70000076293945
00:50:01,21.700000762939453,59.70000076293945
00:51:01,21.799999237060547,59.70000076293945
00:52:01,21.700000762939453,59.70000076293945
00:53:01,21.700000762939453,59.70000076293945
00:54:01,21.700000762939453,59.70000076293945
00:55:01,21.700000762939453,59.70000076293945
00:56:01,21.700000762939453,59.70000076293945
00:57:01,21.700000762939453,59.79999923706055
00:58:02,21.700000762939453,59.70000076293945
00:59:01,21.700000762939453,59.79999923706055
01:00:02,21.700000762939453,59.79999923706055
01:01:02,21.700000762939453,59.70000076293945
01:02:02,21.700000762939453,59.70000076293945
01:03:01,21.700000762939453,59.79999923706055
01:04:01,21.700000762939453,59.79999923706055
01:05:02,21.700000762939453,59.900001525878906
01:06:01,21.700000762939453,59.900001525878906
01:07:01,21.700000762939453,59.900001525878906
01:08:02,21.700000762939453,59.79999923706055
01:09:02,21.700000762939453,59.900001525878906
01:10:02,21.700000762939453,59.900001525878906
01:11:02,21.700000762939453,59.900001525878906
01:12:02,21.700000762939453,60.0
01:13:02,21.700000762939453,60.0
01:14:02,21.700000762939453,60.0
01:15:01,21.700000762939453,60.099998474121094
01:16:01,21.700000762939453,60.099998474121094
01:17:01,21.600000381469727,60.0
01:18:02,21.700000762939453,60.099998474121094
01:19:02,21.700000762939453,60.5
01:20:02,21.600000381469727,60.099998474121094
