DATE: Sat, 13 Jun 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,25.100000381469727,38.599998474121094
00:01:02,25.100000381469727,38.5
00:02:02,25.100000381469727,38.599998474121094
00:03:01,25.100000381469727,38.599998474121094
00:04:01,25.100000381469727,38.599998474121094
00:05:02,25.100000381469727,38.599998474121094
00:06:02,25.100000381469727,38.599998474121094
00:07:02,25.100000381469727,38.599998474121094
00:08:02,25.100000381469727,38.599998474121094
00:09:02,25.0,38.599998474121094
00:10:02,25.0,38.599998474121094
00:11:01,25.0,38.599998474121094
00:12:02,25.0,38.599998474121094
00:13:01,25.100000381469727,38.599998474121094
00:14:01,25.0,38.599998474121094
00:15:02,25.0,38.70000076293945
00:16:01,25.100000381469727,38.70000076293945
00:17:01,25.0,38.599998474121094
00:18:01,25.0,38.79999923706055
00:19:01,25.0,38.70000076293945
00:20:02,25.100000381469727,38.70000076293945
00:21:01,25.0,38.599998474121094
00:22:02,25.0,38.70000076293945
00:23:02,25.0,38.599998474121094
00:24:02,24.899999618530273,38.79999923706055
00:25:02,25.0,39.20000076293945
00:26:02,25.0,38.70000076293945
00:27:02,24.899999618530273,38.70000076293945
00:28:02,24.899999618530273,38.79999923706055
00:29:02,25.0,38.900001525878906
00:30:02,24.899999618530273,38.900001525878906
00:31:01,24.899999618530273,38.900001525878906
00:32:01,24.899999618530273,38.900001525878906
00:33:01,24.899999618530273,38.900001525878906
00:34:01,24.899999618530273,38.70000076293945
00:35:01,24.899999618530273,38.70000076293945
00:36:01,24.899999618530273,39.0
00:37:01,24.799999237060547,38.70000076293945
00:38:01,24.799999237060547,38.70000076293945
00:39:02,24.899999618530273,38.70000076293945
00:40:02,24.799999237060547,38.70000076293945
00:41:01,24.799999237060547,38.599998474121094
00:42:01,24.799999237060547,38.70000076293945
00:43:01,24.799999237060547,38.29999923706055
00:44:02,24.799999237060547,38.400001525878906
00:45:01,24.799999237060547,38.0
00:46:01,24.799999237060547,38.0
00:47:02,24.799999237060547,38.0
00:48:02,24.700000762939453,38.099998474121094
00:49:01,24.799999237060547,38.400001525878906
00:50:02,24.700000762939453,38.400001525878906
00:51:01,24.700000762939453,38.29999923706055
00:52:01,24.700000762939453,38.400001525878906
00:53:01,24.700000762939453,38.400001525878906
00:54:02,24.700000762939453,38.599998474121094
00:55:02,24.700000762939453,38.599998474121094
00:56:02,24.700000762939453,38.29999923706055
00:57:01,24.700000762939453,38.20000076293945
00:58:02,24.700000762939453,38.29999923706055
00:59:01,24.700000762939453,38.20000076293945
01:00:01,24.600000381469727,38.599998474121094
01:01:02,24.600000381469727,38.0
01:02:02,24.600000381469727,38.099998474121094
01:03:01,24.600000381469727,38.099998474121094
01:04:01,24.600000381469727,38.099998474121094
01:05:02,24.600000381469727,38.099998474121094
01:06:02,24.600000381469727,38.099998474121094
01:07:02,24.5,38.099998474121094
01:08:01,24.600000381469727,38.20000076293945
01:09:01,24.5,38.099998474121094
01:10:02,24.600000381469727,38.099998474121094
01:11:01,24.5,38.099998474121094
01:12:01,24.5,38.099998474121094
01:13:01,24.5,38.0
01:14:01,24.5,38.099998474121094
01:15:02,24.5,38.099998474121094
01:16:01,24.5,38.099998474121094
01:17:01,24.5,38.20000076293945
01:18:01,24.5,38.29999923706055
01:19:01,24.5,38.099998474121094
01:20:02,24.399999618530273,38.099998474121094
01:21:01,24.5,38.099998474121094
01:22:02,24.5,38.20000076293945
01:23:02,24.5,38.099998474121094
01:24:02,24.399999618530273,38.20000076293945
01:25:02,24.399999618530273,38.099998474121094
01:26:02,24.5,38.29999923706055
01:27:02,24.399999618530273,38.20000076293945
01:28:02,24.399999618530273,38.20000076293945
01:29:02,24.399999618530273,38.20000076293945
01:30:02,24.399999618530273,38.099998474121094
01:31:01,24.399999618530273,38.20000076293945
01:32:01,24.399999618530273,38.29999923706055
01:33:02,24.399999618530273,38.70000076293945
01:34:01,24.299999237060547,38.400001525878906
01:35:01,24.399999618530273,38.29999923706055
01:36:01,24.299999237060547,38.400001525878906
01:37:02,24.299999237060547,38.400001525878906
01:38:02,24.299999237060547,38.400001525878906
01:39:02,24.299999237060547,38.400001525878906
01:40:02,24.299999237060547,38.400001525878906
01:41:01,24.399999618530273,38.400001525878906
01:42:01,24.299999237060547,38.400001525878906
01:43:02,24.299999237060547,38.400001525878906
01:44:02,24.299999237060547,38.599998474121094
01:45:02,24.299999237060547,38.599998474121094
01:46:02,24.299999237060547,38.70000076293945
01:47:02,24.299999237060547,38.5
01:48:02,24.299999237060547,38.599998474121094
01:49:01,24.299999237060547,38.599998474121094
01:50:02,24.299999237060547,38.900001525878906
01:51:01,24.299999237060547,38.5
01:52:02,24.299999237060547,38.400001525878906
01:53:02,24.299999237060547,38.70000076293945
01:54:02,24.200000762939453,38.5
01:55:02,24.299999237060547,38.599998474121094
01:56:02,24.299999237060547,38.5
01:57:02,24.200000762939453,38.5
01:58:02,24.299999237060547,38.900001525878906
01:59:01,24.299999237060547,38.79999923706055
02:00:01,24.200000762939453,38.599998474121094
02:01:01,24.299999237060547,39.0
02:02:02,24.200000762939453,38.5
02:03:02,24.200000762939453,38.900001525878906
02:04:01,24.200000762939453,38.79999923706055
02:05:01,24.200000762939453,38.900001525878906
02:06:02,24.299999237060547,38.70000076293945
02:07:02,24.200000762939453,38.900001525878906
02:08:01,24.200000762939453,38.79999923706055
02:09:01,24.200000762939453,38.900001525878906
02:10:02,24.200000762939453,39.099998474121094
02:11:02,24.200000762939453,39.099998474121094
02:12:02,24.200000762939453,38.79999923706055
02:13:02,24.200000762939453,38.70000076293945
02:14:02,24.100000381469727,38.70000076293945
02:15:01,24.200000762939453,38.599998474121094
02:16:02,24.200000762939453,38.900001525878906
02:17:02,24.200000762939453,38.900001525878906
02:18:02,24.200000762939453,38.79999923706055
02:19:02,24.100000381469727,39.099998474121094
02:20:02,24.200000762939453,39.0
02:21:01,24.200000762939453,39.0
02:22:01,24.200000762939453,39.0
02:23:01,24.100000381469727,39.0
02:24:01,24.200000762939453,38.79999923706055
02:25:01,24.100000381469727,39.0
02:26:02,24.100000381469727,39.0
02:27:02,24.100000381469727,39.400001525878906
02:28:02,24.100000381469727,39.099998474121094
02:29:01,24.100000381469727,39.0
02:30:02,24.100000381469727,39.099998474121094
02:31:02,24.100000381469727,39.099998474121094
02:32:02,24.100000381469727,39.099998474121094
02:33:01,24.100000381469727,39.099998474121094
02:34:01,24.100000381469727,39.099998474121094
02:35:01,24.0,39.099998474121094
02:36:01,24.100000381469727,39.0
02:37:01,24.100000381469727,39.0
02:38:01,24.100000381469727,39.099998474121094
02:39:01,24.100000381469727,39.099998474121094
02:40:02,24.0,38.900001525878906
02:41:01,24.0,38.900001525878906
02:42:02,24.0,38.900001525878906
02:43:02,24.0,38.900001525878906
02:44:01,24.0,38.900001525878906
02:45:01,24.0,38.900001525878906
02:46:01,24.0,38.900001525878906
02:47:01,24.0,38.900001525878906
02:48:01,24.0,38.900001525878906
02:49:01,24.0,38.79999923706055
02:50:02,24.0,38.900001525878906
02:51:02,24.0,38.900001525878906
02:52:02,24.0,38.900001525878906
02:53:01,24.0,39.0
02:54:01,23.899999618530273,39.0
02:55:02,23.899999618530273,39.0
02:56:02,23.899999618530273,39.0
02:57:01,23.899999618530273,38.900001525878906
02:58:02,24.0,38.900001525878906
02:59:01,23.899999618530273,39.0
03:00:01,23.899999618530273,39.0
03:01:01,23.899999618530273,39.0
03:02:02,23.899999618530273,38.900001525878906
03:03:02,23.899999618530273,38.900001525878906
03:04:01,23.899999618530273,39.0
03:05:02,23.899999618530273,39.0
03:06:01,23.899999618530273,39.0
03:07:01,23.899999618530273,39.099998474121094
03:08:01,23.799999237060547,38.900001525878906
03:09:01,23.899999618530273,39.0
03:10:02,23.899999618530273,39.0
03:11:01,23.899999618530273,38.900001525878906
03:12:02,24.0,38.900001525878906
03:13:02,23.899999618530273,38.900001525878906
03:14:02,23.899999618530273,38.900001525878906
03:15:01,23.899999618530273,38.900001525878906
03:16:01,23.899999618530273,38.900001525878906
03:17:02,23.899999618530273,38.900001525878906
03:18:02,23.899999618530273,39.0
03:19:02,23.799999237060547,38.900001525878906
03:20:02,23.799999237060547,38.900001525878906
03:21:02,23.799999237060547,38.900001525878906
03:22:02,23.799999237060547,38.900001525878906
03:23:02,23.799999237060547,38.900001525878906
03:24:02,23.799999237060547,38.900001525878906
03:25:01,23.799999237060547,38.900001525878906
03:26:01,23.799999237060547,39.0
03:27:01,23.799999237060547,39.099998474121094
03:28:01,23.799999237060547,39.099998474121094
03:29:01,23.700000762939453,39.0
03:30:02,23.700000762939453,39.20000076293945
03:31:01,23.799999237060547,39.20000076293945
03:32:01,23.700000762939453,39.20000076293945
03:33:01,23.700000762939453,39.29999923706055
03:34:01,23.700000762939453,39.29999923706055
03:35:02,23.700000762939453,39.29999923706055
03:36:02,23.700000762939453,39.29999923706055
03:37:02,23.700000762939453,39.400001525878906
03:38:01,23.700000762939453,39.400001525878906
03:39:01,23.700000762939453,39.29999923706055
03:40:02,23.700000762939453,39.29999923706055
03:41:02,23.700000762939453,39.29999923706055
03:42:02,23.700000762939453,39.400001525878906
03:43:02,23.700000762939453,39.400001525878906
03:44:02,23.700000762939453,39.400001525878906
03:45:02,23.700000762939453,39.400001525878906
03:46:02,23.700000762939453,39.400001525878906
03:47:01,23.700000762939453,39.29999923706055
03:48:01,23.700000762939453,39.29999923706055
03:49:01,23.700000762939453,39.400001525878906
03:50:02,23.700000762939453,39.400001525878906
03:51:02,23.700000762939453,39.400001525878906
03:52:02,23.600000381469727,39.29999923706055
03:53:02,23.600000381469727,39.29999923706055
03:54:02,23.700000762939453,39.400001525878906
03:55:02,23.600000381469727,39.29999923706055
03:56:01,23.700000762939453,39.5
03:57:02,23.600000381469727,39.29999923706055
03:58:02,23.600000381469727,39.400001525878906
03:59:02,23.600000381469727,39.29999923706055
04:00:01,23.600000381469727,39.29999923706055
04:01:01,23.600000381469727,39.29999923706055
04:02:02,23.700000762939453,39.5
04:03:01,23.600000381469727,39.400001525878906
04:04:02,23.600000381469727,39.5
04:05:02,23.600000381469727,39.29999923706055
04:06:02,23.600000381469727,39.400001525878906
04:07:01,23.600000381469727,39.400001525878906
04:08:01,23.600000381469727,39.29999923706055
04:09:01,23.600000381469727,39.400001525878906
04:10:01,23.600000381469727,39.400001525878906
04:11:02,23.600000381469727,39.400001525878906
04:12:01,23.600000381469727,39.5
04:13:01,23.5,39.29999923706055
04:14:01,23.600000381469727,39.5
04:15:02,23.600000381469727,39.5
04:16:02,23.600000381469727,39.400001525878906
04:17:02,23.600000381469727,39.5
04:18:02,23.5,39.5
04:19:02,23.5,39.400001525878906
04:20:02,23.600000381469727,39.5
04:21:02,23.5,39.400001525878906
04:22:02,23.5,39.5
04:23:01,23.5,39.400001525878906
04:24:01,23.600000381469727,39.5
04:25:01,23.5,39.400001525878906
04:26:02,23.5,39.5
04:27:02,23.5,39.5
04:28:01,23.5,39.5
04:29:02,23.5,39.400001525878906
04:30:02,23.5,39.29999923706055
04:31:02,23.5,39.29999923706055
04:32:02,23.5,39.29999923706055
04:33:01,23.5,39.29999923706055
04:34:01,23.5,39.29999923706055
04:35:01,23.5,39.29999923706055
04:36:01,23.5,39.29999923706055
04:37:01,23.5,39.29999923706055
04:38:01,23.5,39.29999923706055
04:39:01,23.5,39.400001525878906
04:40:02,23.5,39.400001525878906
04:41:02,23.399999618530273,39.29999923706055
04:42:02,23.399999618530273,39.29999923706055
04:43:02,23.399999618530273,39.29999923706055
04:44:02,23.5,39.29999923706055
04:45:02,23.399999618530273,39.29999923706055
04:46:02,23.5,39.400001525878906
04:47:02,23.399999618530273,39.29999923706055
04:48:01,23.5,39.29999923706055
04:49:01,23.5,39.29999923706055
04:50:02,23.399999618530273,39.29999923706055
04:51:01,23.5,39.29999923706055
04:52:01,23.399999618530273,39.29999923706055
04:53:01,23.399999618530273,39.29999923706055
04:54:02,23.5,39.400001525878906
04:55:02,23.399999618530273,39.29999923706055
04:56:02,23.399999618530273,39.29999923706055
04:57:02,23.399999618530273,39.29999923706055
04:58:02,23.399999618530273,39.29999923706055
04:59:02,23.399999618530273,39.29999923706055
05:00:02,23.399999618530273,39.29999923706055
05:01:02,23.399999618530273,39.29999923706055
05:02:01,23.399999618530273,39.29999923706055
05:03:01,23.399999618530273,39.400001525878906
05:04:01,23.399999618530273,39.29999923706055
05:05:02,23.299999237060547,39.400001525878906
05:06:01,23.399999618530273,39.29999923706055
05:07:02,23.399999618530273,39.29999923706055
05:08:02,23.399999618530273,39.29999923706055
05:09:01,23.399999618530273,39.29999923706055
05:10:02,23.399999618530273,39.29999923706055
05:11:01,23.399999618530273,39.400001525878906
05:12:01,23.399999618530273,39.29999923706055
05:13:01,23.399999618530273,39.5
05:14:02,23.299999237060547,39.400001525878906
05:15:01,23.299999237060547,39.5
05:16:02,23.299999237060547,39.5
05:17:02,23.299999237060547,39.599998474121094
05:18:02,23.299999237060547,39.5
05:19:02,23.299999237060547,39.70000076293945
05:20:02,23.299999237060547,39.599998474121094
05:21:01,23.299999237060547,39.599998474121094
05:22:02,23.200000762939453,39.5
05:23:01,23.299999237060547,39.599998474121094
05:24:01,23.299999237060547,39.599998474121094
05:25:01,23.200000762939453,39.5
05:26:02,23.299999237060547,39.599998474121094
05:27:02,23.299999237060547,39.70000076293945
05:28:02,23.200000762939453,39.5
05:29:01,23.299999237060547,39.70000076293945
05:30:02,23.299999237060547,39.70000076293945
05:31:01,23.299999237060547,39.79999923706055
05:32:01,23.299999237060547,39.70000076293945
05:33:01,23.299999237060547,39.79999923706055
05:34:01,23.200000762939453,39.599998474121094
05:35:01,23.299999237060547,39.599998474121094
05:36:01,23.299999237060547,39.599998474121094
05:37:01,23.299999237060547,39.70000076293945
05:38:01,23.200000762939453,39.5
05:39:02,23.200000762939453,39.70000076293945
05:40:02,23.299999237060547,39.70000076293945
05:41:01,23.200000762939453,39.70000076293945
05:42:02,23.200000762939453,39.599998474121094
05:43:01,23.200000762939453,39.599998474121094
05:44:02,23.200000762939453,39.599998474121094
05:45:02,23.200000762939453,39.70000076293945
05:46:02,23.200000762939453,39.70000076293945
05:47:01,23.200000762939453,39.599998474121094
05:48:02,23.299999237060547,39.599998474121094
05:49:02,23.200000762939453,39.5
05:50:02,23.200000762939453,39.599998474121094
05:51:01,23.200000762939453,39.599998474121094
05:52:01,23.200000762939453,39.599998474121094
05:53:01,23.299999237060547,39.599998474121094
05:54:02,23.200000762939453,39.599998474121094
05:55:02,23.200000762939453,39.599998474121094
05:56:02,23.200000762939453,39.599998474121094
05:57:01,23.200000762939453,39.599998474121094
05:58:02,23.299999237060547,39.599998474121094
05:59:01,23.200000762939453,39.599998474121094
06:00:02,23.200000762939453,39.599998474121094
06:01:02,23.200000762939453,39.599998474121094
06:02:02,23.200000762939453,39.599998474121094
06:03:01,23.200000762939453,39.70000076293945
06:04:01,23.200000762939453,39.599998474121094
06:05:02,23.200000762939453,39.599998474121094
06:06:02,23.200000762939453,39.599998474121094
06:07:01,23.100000381469727,39.599998474121094
06:08:02,23.100000381469727,39.5
06:09:01,23.100000381469727,39.599998474121094
06:10:02,23.100000381469727,39.599998474121094
06:11:01,23.100000381469727,39.599998474121094
06:12:01,23.100000381469727,39.599998474121094
