DATE: Mon, 24 Aug 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,23.5,49.099998474121094
00:01:02,23.5,49.20000076293945
00:02:02,23.5,49.20000076293945
00:03:01,23.5,49.099998474121094
00:04:01,23.5,49.20000076293945
00:05:02,23.5,49.20000076293945
00:06:02,23.5,49.20000076293945
00:07:02,23.5,49.20000076293945
00:08:02,23.5,49.20000076293945
00:09:02,23.5,49.20000076293945
00:10:02,23.5,49.20000076293945
00:11:02,23.5,49.099998474121094
00:12:01,23.5,49.20000076293945
00:13:02,23.5,49.099998474121094
00:14:02,23.5,49.20000076293945
00:15:02,23.5,49.20000076293945
00:16:01,23.5,49.20000076293945
00:17:02,23.5,49.20000076293945
00:18:02,23.5,49.20000076293945
00:19:02,23.5,49.20000076293945
00:20:02,23.5,49.20000076293945
00:21:01,23.5,49.20000076293945
00:22:02,23.5,49.20000076293945
00:23:02,23.5,49.20000076293945
00:24:01,23.5,49.20000076293945
00:25:01,23.5,49.20000076293945
00:26:01,23.5,49.20000076293945
00:27:02,23.5,49.29999923706055
00:28:02,23.5,49.29999923706055
00:29:02,23.5,49.29999923706055
00:30:02,23.5,49.29999923706055
00:31:02,23.5,49.29999923706055
00:32:02,23.5,49.29999923706055
00:33:02,23.5,49.29999923706055
00:34:02,23.399999618530273,49.20000076293945
00:35:02,23.5,49.20000076293945
00:36:02,23.5,49.29999923706055
00:37:02,23.399999618530273,49.20000076293945
00:38:01,23.5,49.29999923706055
00:39:01,23.399999618530273,49.20000076293945
00:40:02,23.399999618530273,49.099998474121094
00:41:01,23.399999618530273,49.099998474121094
00:42:02,23.399999618530273,49.099998474121094
00:43:01,23.5,49.29999923706055
00:44:01,23.399999618530273,49.20000076293945
00:45:01,23.399999618530273,49.20000076293945
00:46:01,23.5,49.29999923706055
00:47:01,23.399999618530273,49.20000076293945
00:48:01,23.399999618530273,49.20000076293945
00:49:01,23.399999618530273,49.29999923706055
00:50:01,23.5,49.400001525878906
00:51:01,23.399999618530273,49.20000076293945
00:52:01,23.399999618530273,49.20000076293945
00:53:01,23.399999618530273,49.20000076293945
00:54:01,23.399999618530273,49.20000076293945
00:55:01,23.399999618530273,49.20000076293945
00:56:02,23.399999618530273,49.20000076293945
00:57:02,23.399999618530273,49.20000076293945
00:58:02,23.399999618530273,49.29999923706055
00:59:02,23.399999618530273,49.20000076293945
01:00:01,23.399999618530273,49.20000076293945
01:01:01,23.399999618530273,49.20000076293945
01:02:02,23.399999618530273,49.20000076293945
01:03:01,23.399999618530273,49.20000076293945
01:04:01,23.399999618530273,49.29999923706055
01:05:02,23.399999618530273,49.29999923706055
01:06:01,23.299999237060547,49.29999923706055
01:07:02,23.399999618530273,49.29999923706055
01:08:02,23.299999237060547,49.29999923706055
01:09:02,23.399999618530273,49.29999923706055
01:10:02,23.399999618530273,49.29999923706055
01:11:01,23.299999237060547,49.29999923706055
01:12:01,23.299999237060547,49.29999923706055
01:13:01,23.299999237060547,49.29999923706055
01:14:01,23.299999237060547,49.29999923706055
01:15:01,23.299999237060547,49.29999923706055
01:16:02,23.299999237060547,49.400001525878906
01:17:01,23.299999237060547,49.400001525878906
01:18:02,23.299999237060547,49.400001525878906
01:19:01,23.299999237060547,49.29999923706055
01:20:02,23.299999237060547,49.29999923706055
01:21:01,23.299999237060547,49.29999923706055
01:22:01,23.299999237060547,49.29999923706055
01:23:02,23.299999237060547,49.29999923706055
01:24:01,23.299999237060547,49.29999923706055
01:25:01,23.299999237060547,49.29999923706055
01:26:01,23.299999237060547,49.29999923706055
01:27:01,23.299999237060547,49.400001525878906
01:28:01,23.299999237060547,49.400001525878906
01:29:01,23.299999237060547,49.400001525878906
01:30:02,23.200000762939453,49.20000076293945
01:31:01,23.299999237060547,49.29999923706055
01:32:01,23.200000762939453,49.20000076293945
01:33:02,23.200000762939453,49.20000076293945
01:34:02,23.299999237060547,49.400001525878906
01:35:02,23.299999237060547,49.400001525878906
01:36:02,23.200000762939453,49.29999923706055
01:37:01,23.200000762939453,49.20000076293945
01:38:02,23.200000762939453,49.20000076293945
01:39:01,23.200000762939453,49.29999923706055
01:40:02,23.299999237060547,49.29999923706055
01:41:01,23.299999237060547,49.400001525878906
01:42:01,23.200000762939453,49.20000076293945
01:43:01,23.200000762939453,49.20000076293945
01:44:02,23.299999237060547,49.29999923706055
01:45:02,23.200000762939453,49.20000076293945
01:46:02,23.299999237060547,49.29999923706055
01:47:02,23.200000762939453,49.20000076293945
01:48:01,23.200000762939453,49.20000076293945
01:49:01,23.299999237060547,49.29999923706055
01:50:02,23.200000762939453,49.20000076293945
01:51:01,23.200000762939453,49.20000076293945
01:52:01,23.200000762939453,49.20000076293945
01:53:01,23.200000762939453,49.20000076293945
01:54:01,23.200000762939453,49.20000076293945
01:55:02,23.200000762939453,49.29999923706055
01:56:02,23.200000762939453,49.20000076293945
01:57:02,23.200000762939453,49.20000076293945
01:58:02,23.200000762939453,49.20000076293945
01:59:02,23.200000762939453,49.29999923706055
02:00:01,23.200000762939453,49.29999923706055
02:01:01,23.200000762939453,49.29999923706055
02:02:02,23.200000762939453,49.29999923706055
02:03:02,23.200000762939453,49.29999923706055
02:04:01,23.200000762939453,49.29999923706055
02:05:02,23.200000762939453,49.29999923706055
02:06:01,23.100000381469727,49.29999923706055
02:07:01,23.100000381469727,49.29999923706055
02:08:02,23.100000381469727,49.400001525878906
02:09:01,23.200000762939453,49.29999923706055
02:10:02,23.100000381469727,49.400001525878906
02:11:01,23.100000381469727,49.29999923706055
02:12:02,23.100000381469727,49.400001525878906
02:13:02,23.100000381469727,49.400001525878906
02:14:01,23.100000381469727,49.400001525878906
02:15:01,23.100000381469727,49.400001525878906
02:16:01,23.100000381469727,49.400001525878906
02:17:01,23.100000381469727,49.5
02:18:02,23.100000381469727,49.400001525878906
02:19:02,23.100000381469727,49.5
02:20:02,23.100000381469727,49.5
02:21:01,23.100000381469727,49.400001525878906
02:22:01,23.100000381469727,49.400001525878906
02:23:01,23.100000381469727,49.5
02:24:01,23.100000381469727,49.5
02:25:01,23.100000381469727,49.5
02:26:02,23.100000381469727,49.5
02:27:02,23.100000381469727,49.5
02:28:02,23.100000381469727,49.5
02:29:02,23.0,49.400001525878906
02:30:02,23.100000381469727,49.400001525878906
02:31:02,23.100000381469727,49.400001525878906
02:32:02,23.100000381469727,49.400001525878906
02:33:02,23.100000381469727,49.400001525878906
02:34:02,23.100000381469727,49.400001525878906
02:35:02,23.100000381469727,49.400001525878906
02:36:01,23.100000381469727,49.400001525878906
02:37:01,23.0,49.29999923706055
02:38:01,23.100000381469727,49.400001525878906
02:39:01,23.100000381469727,49.5
02:40:02,23.0,49.29999923706055
02:41:01,23.100000381469727,49.5
02:42:01,23.0,49.400001525878906
02:43:01,23.0,49.400001525878906
02:44:01,23.0,49.400001525878906
02:45:02,23.0,49.400001525878906
02:46:02,23.100000381469727,49.5
02:47:02,23.0,49.5
02:48:02,23.0,49.5
02:49:02,23.0,49.5
