DATE: Mon, 14 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,21.5,57.20000076293945
00:01:01,21.399999618530273,57.20000076293945
00:02:02,21.399999618530273,57.5
00:03:02,21.5,57.5
00:04:02,21.5,57.20000076293945
00:05:02,21.399999618530273,57.29999923706055
00:06:01,21.399999618530273,57.599998474121094
00:07:01,21.5,57.599998474121094
00:08:01,21.399999618530273,57.400001525878906
00:09:01,21.399999618530273,57.29999923706055
00:10:02,21.5,57.29999923706055
00:11:01,21.5,57.400001525878906
00:12:01,21.399999618530273,57.29999923706055
00:13:01,21.399999618530273,57.5
00:14:02,21.5,57.70000076293945
00:15:02,21.5,57.599998474121094
00:16:02,21.399999618530273,57.5
00:17:01,21.399999618530273,57.20000076293945
00:18:01,21.399999618530273,57.599998474121094
00:19:01,21.399999618530273,57.5
00:20:02,21.399999618530273,57.599998474121094
00:21:02,21.399999618530273,57.400001525878906
00:22:01,21.399999618530273,57.400001525878906
00:23:01,21.399999618530273,57.599998474121094
00:24:01,21.399999618530273,57.599998474121094
00:25:01,21.399999618530273,57.599998474121094
00:26:01,21.399999618530273,57.79999923706055
00:27:01,21.399999618530273,57.79999923706055
00:28:01,21.399999618530273,57.79999923706055
00:29:01,21.399999618530273,57.5
00:30:02,21.399999618530273,57.5
00:31:01,21.399999618530273,57.900001525878906
00:32:01,21.399999618530273,57.79999923706055
00:33:01,21.399999618530273,57.900001525878906
00:34:01,21.399999618530273,58.0
00:35:02,21.399999618530273,57.900001525878906
00:36:02,21.399999618530273,57.70000076293945
00:37:02,21.399999618530273,57.79999923706055
00:38:02,21.399999618530273,57.599998474121094
00:39:02,21.399999618530273,57.70000076293945
00:40:02,21.399999618530273,58.0
00:41:01,21.399999618530273,57.900001525878906
00:42:01,21.399999618530273,57.79999923706055
00:43:01,21.399999618530273,57.79999923706055
00:44:01,21.399999618530273,58.0
00:45:01,21.399999618530273,58.20000076293945
00:46:01,21.399999618530273,58.5
00:47:01,21.399999618530273,58.79999923706055
00:48:02,21.399999618530273,58.599998474121094
00:49:02,21.5,59.099998474121094
00:50:01,21.5,58.599998474121094
00:51:01,21.399999618530273,58.70000076293945
00:52:01,21.399999618530273,58.70000076293945
00:53:01,21.5,58.79999923706055
00:54:01,21.5,58.79999923706055
00:55:01,21.399999618530273,58.599998474121094
00:56:01,21.399999618530273,58.400001525878906
00:57:01,21.399999618530273,58.400001525878906
00:58:02,21.399999618530273,58.5
00:59:01,21.5,58.400001525878906
01:00:01,21.399999618530273,58.400001525878906
01:01:02,21.399999618530273,58.70000076293945
01:02:02,21.399999618530273,58.29999923706055
01:03:01,21.5,58.5
01:04:01,21.399999618530273,58.599998474121094
01:05:02,21.399999618530273,58.20000076293945
01:06:01,21.399999618530273,58.400001525878906
01:07:01,21.399999618530273,58.099998474121094
01:08:01,21.399999618530273,58.20000076293945
01:09:01,21.399999618530273,58.400001525878906
01:10:02,21.5,58.29999923706055
01:11:01,21.399999618530273,58.29999923706055
01:12:02,21.399999618530273,58.20000076293945
01:13:01,21.399999618530273,58.099998474121094
01:14:01,21.399999618530273,58.20000076293945
