DATE: Tue, 22 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,20.600000381469727,57.099998474121094
00:01:01,20.600000381469727,57.29999923706055
00:02:02,20.600000381469727,57.29999923706055
00:03:02,20.600000381469727,57.29999923706055
00:04:02,20.5,57.400001525878906
00:05:02,20.5,57.29999923706055
00:06:02,20.5,57.400001525878906
00:07:02,20.600000381469727,57.5
00:08:02,20.600000381469727,57.5
00:09:02,20.600000381469727,57.5
00:10:02,20.600000381469727,57.5
00:11:01,20.5,57.5
00:12:02,20.600000381469727,57.599998474121094
00:13:02,20.5,57.599998474121094
00:14:02,20.5,57.400001525878906
00:15:02,20.5,57.5
00:16:02,20.5,57.5
00:17:01,20.5,57.5
00:18:01,20.5,57.5
00:19:01,20.5,57.5
00:20:02,20.5,57.70000076293945
00:21:01,20.5,57.79999923706055
00:22:01,20.5,57.79999923706055
00:23:01,20.5,57.900001525878906
00:24:01,20.600000381469727,57.900001525878906
00:25:01,20.5,57.900001525878906
00:26:02,20.600000381469727,57.900001525878906
00:27:02,20.600000381469727,58.0
00:28:02,20.600000381469727,58.0
00:29:02,20.600000381469727,58.0
00:30:02,20.600000381469727,57.900001525878906
00:31:01,20.600000381469727,58.0
00:32:01,20.600000381469727,58.0
00:33:02,20.600000381469727,57.900001525878906
00:34:02,20.600000381469727,57.900001525878906
00:35:01,20.700000762939453,58.0
00:36:01,20.600000381469727,57.900001525878906
00:37:01,20.600000381469727,57.900001525878906
00:38:01,20.600000381469727,57.79999923706055
00:39:01,20.600000381469727,57.79999923706055
00:40:02,20.600000381469727,57.79999923706055
00:41:02,20.600000381469727,57.900001525878906
00:42:02,20.600000381469727,57.79999923706055
00:43:02,20.600000381469727,57.79999923706055
00:44:02,20.600000381469727,57.900001525878906
00:45:01,20.600000381469727,58.0
00:46:01,20.600000381469727,58.0
00:47:01,20.600000381469727,58.0
00:48:02,20.600000381469727,58.0
00:49:01,20.600000381469727,58.0
00:50:02,20.600000381469727,58.0
00:51:01,20.600000381469727,58.0
00:52:01,20.600000381469727,58.0
00:53:02,20.600000381469727,58.0
00:54:02,20.600000381469727,57.900001525878906
00:55:01,20.600000381469727,57.900001525878906
00:56:01,20.600000381469727,58.0
00:57:01,20.600000381469727,58.0
00:58:02,20.600000381469727,58.0
00:59:01,20.600000381469727,58.0
01:00:02,20.600000381469727,58.0
