DATE: Sun, 27 Sep 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,19.399999618530273,48.29999923706055
00:01:02,19.399999618530273,48.20000076293945
00:02:01,19.399999618530273,48.29999923706055
00:03:01,19.399999618530273,48.400001525878906
00:04:02,19.399999618530273,48.29999923706055
00:05:02,19.399999618530273,48.29999923706055
00:06:01,19.399999618530273,48.599998474121094
00:07:01,19.399999618530273,48.5
00:08:01,19.399999618530273,48.5
00:09:02,19.399999618530273,48.400001525878906
00:10:01,19.399999618530273,48.400001525878906
00:11:01,19.399999618530273,48.599998474121094
00:12:01,19.399999618530273,48.5
00:13:01,19.299999237060547,48.5
00:14:01,19.299999237060547,48.5
00:15:01,19.299999237060547,48.5
00:16:01,19.299999237060547,48.400001525878906
00:17:01,19.299999237060547,48.5
00:18:01,19.299999237060547,48.5
00:19:01,19.299999237060547,48.599998474121094
00:20:02,19.299999237060547,48.599998474121094
00:21:02,19.299999237060547,48.400001525878906
00:22:02,19.200000762939453,48.400001525878906
00:23:02,19.299999237060547,48.599998474121094
00:24:02,19.299999237060547,48.5
00:25:02,19.299999237060547,48.400001525878906
00:26:02,19.299999237060547,48.400001525878906
00:27:02,19.299999237060547,48.5
00:28:01,19.299999237060547,48.5
00:29:01,19.200000762939453,48.400001525878906
00:30:02,19.200000762939453,48.400001525878906
00:31:02,19.200000762939453,48.400001525878906
00:32:01,19.200000762939453,48.400001525878906
00:33:01,19.299999237060547,48.599998474121094
00:34:01,19.299999237060547,48.79999923706055
00:35:01,19.200000762939453,48.20000076293945
00:36:01,19.299999237060547,48.5
00:37:01,19.200000762939453,48.599998474121094
00:38:02,19.299999237060547,48.599998474121094
00:39:02,19.200000762939453,48.599998474121094
00:40:02,19.200000762939453,48.70000076293945
00:41:02,19.200000762939453,48.70000076293945
00:42:01,19.299999237060547,48.70000076293945
00:43:01,19.200000762939453,48.70000076293945
00:44:01,19.200000762939453,48.900001525878906
00:45:01,19.299999237060547,48.79999923706055
00:46:01,19.299999237060547,48.79999923706055
00:47:01,19.200000762939453,48.5
00:48:01,19.200000762939453,48.70000076293945
00:49:01,19.200000762939453,48.70000076293945
00:50:02,19.200000762939453,48.599998474121094
00:51:01,19.299999237060547,48.900001525878906
00:52:01,19.200000762939453,48.900001525878906
00:53:02,19.299999237060547,48.900001525878906
00:54:02,19.200000762939453,48.70000076293945
00:55:02,19.299999237060547,48.79999923706055
00:56:02,19.200000762939453,48.599998474121094
00:57:02,19.200000762939453,48.79999923706055
00:58:02,19.200000762939453,48.70000076293945
00:59:02,19.200000762939453,48.599998474121094
01:00:02,19.200000762939453,48.599998474121094
01:01:02,19.200000762939453,48.5
01:02:02,19.200000762939453,48.599998474121094
01:03:01,19.200000762939453,48.400001525878906
01:04:01,19.200000762939453,48.5
01:05:02,19.200000762939453,48.599998474121094
01:06:02,19.200000762939453,48.599998474121094
01:07:02,19.200000762939453,48.5
01:08:02,19.200000762939453,48.5
01:09:02,19.200000762939453,48.599998474121094
01:10:02,19.200000762939453,48.70000076293945
01:11:02,19.200000762939453,48.599998474121094
01:12:02,19.200000762939453,48.5
01:13:01,19.200000762939453,48.599998474121094
01:14:02,19.200000762939453,48.599998474121094
01:15:01,19.200000762939453,48.599998474121094
01:16:01,19.200000762939453,48.599998474121094
01:17:01,19.200000762939453,48.599998474121094
01:18:02,19.200000762939453,48.599998474121094
01:19:02,19.200000762939453,48.900001525878906
01:20:01,19.200000762939453,48.5
01:21:02,19.200000762939453,48.400001525878906
01:22:01,19.200000762939453,48.5
01:23:02,19.200000762939453,48.599998474121094
01:24:02,19.200000762939453,48.5
01:25:01,19.200000762939453,48.599998474121094
01:26:01,19.200000762939453,48.79999923706055
01:27:01,19.200000762939453,48.900001525878906
01:28:01,19.100000381469727,48.79999923706055
01:29:01,19.100000381469727,48.599998474121094
01:30:02,19.100000381469727,48.70000076293945
01:31:02,19.100000381469727,48.70000076293945
01:32:01,19.100000381469727,48.5
01:33:01,19.100000381469727,48.5
01:34:01,19.100000381469727,48.79999923706055
01:35:01,19.100000381469727,48.70000076293945
01:36:01,19.100000381469727,48.70000076293945
01:37:01,19.100000381469727,48.79999923706055
01:38:01,19.0,48.70000076293945
01:39:01,19.0,48.70000076293945
01:40:02,19.100000381469727,49.0
01:41:01,19.100000381469727,48.900001525878906
01:42:01,19.0,48.70000076293945
01:43:01,19.100000381469727,48.79999923706055
01:44:01,19.100000381469727,48.79999923706055
01:45:01,19.100000381469727,49.20000076293945
01:46:01,19.100000381469727,48.79999923706055
01:47:01,19.0,48.70000076293945
01:48:01,19.100000381469727,48.900001525878906
01:49:01,19.100000381469727,48.79999923706055
01:50:02,19.0,48.70000076293945
01:51:01,19.100000381469727,48.70000076293945
01:52:01,19.100000381469727,48.599998474121094
01:53:01,19.100000381469727,48.400001525878906
01:54:01,19.100000381469727,48.599998474121094
01:55:01,19.100000381469727,48.79999923706055
01:56:02,19.0,48.5
01:57:02,19.0,48.400001525878906
01:58:02,19.0,48.400001525878906
01:59:01,19.0,48.5
02:00:02,19.0,48.5
02:01:02,19.0,48.5
02:02:02,19.0,48.70000076293945
02:03:02,19.0,48.599998474121094
02:04:02,19.0,48.599998474121094
02:05:02,19.0,48.599998474121094
02:06:02,19.0,48.599998474121094
02:07:02,19.0,48.599998474121094
02:08:02,19.0,48.599998474121094
02:09:02,19.0,48.599998474121094
02:10:02,19.0,49.0
02:11:01,19.0,49.0
02:12:01,19.100000381469727,48.900001525878906
02:13:01,19.100000381469727,48.79999923706055
02:14:01,19.100000381469727,48.79999923706055
02:15:01,19.0,48.599998474121094
02:16:01,19.0,48.70000076293945
02:17:02,19.100000381469727,49.0
02:18:01,19.0,48.79999923706055
02:19:02,19.100000381469727,48.900001525878906
02:20:02,19.100000381469727,48.900001525878906
02:21:02,19.100000381469727,49.0
02:22:02,19.100000381469727,49.0
02:23:01,19.100000381469727,49.099998474121094
02:24:01,19.100000381469727,49.099998474121094
02:25:01,19.100000381469727,49.20000076293945
02:26:01,19.100000381469727,49.29999923706055
02:27:02,19.100000381469727,49.400001525878906
02:28:02,19.0,49.29999923706055
02:29:01,19.0,49.29999923706055
02:30:02,19.0,49.20000076293945
02:31:01,19.0,49.29999923706055
02:32:01,19.0,49.5
02:33:01,19.0,49.5
02:34:01,19.0,49.29999923706055
02:35:02,19.0,49.20000076293945
02:36:01,19.0,49.20000076293945
02:37:01,19.0,49.099998474121094
02:38:01,19.0,49.0
02:39:01,19.0,49.20000076293945
02:40:02,19.0,49.29999923706055
02:41:02,19.0,49.20000076293945
02:42:02,19.0,49.20000076293945
02:43:02,19.0,49.29999923706055
02:44:02,19.0,49.29999923706055
02:45:01,19.0,49.29999923706055
