DATE: Mon, 20 Jul 2015 00:00:02 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,20.899999618530273,43.79999923706055
00:01:02,20.899999618530273,43.79999923706055
00:02:02,20.899999618530273,43.79999923706055
00:03:02,20.899999618530273,43.79999923706055
00:04:02,20.899999618530273,43.79999923706055
00:05:02,20.799999237060547,43.70000076293945
00:06:02,20.899999618530273,43.79999923706055
00:07:02,20.799999237060547,43.70000076293945
00:08:01,20.899999618530273,43.79999923706055
00:09:02,20.899999618530273,43.79999923706055
00:10:02,20.899999618530273,43.79999923706055
00:11:02,20.899999618530273,43.70000076293945
00:12:01,20.899999618530273,43.70000076293945
00:13:01,20.899999618530273,43.70000076293945
00:14:01,20.899999618530273,43.70000076293945
00:15:01,20.799999237060547,43.599998474121094
00:16:02,20.799999237060547,43.599998474121094
00:17:02,20.799999237060547,43.599998474121094
00:18:02,20.899999618530273,43.79999923706055
00:19:02,20.899999618530273,43.79999923706055
00:20:02,20.799999237060547,43.70000076293945
00:21:02,20.799999237060547,43.70000076293945
00:22:02,20.799999237060547,43.70000076293945
00:23:02,20.799999237060547,43.70000076293945
00:24:02,20.799999237060547,43.70000076293945
00:25:01,20.799999237060547,43.70000076293945
00:26:01,20.799999237060547,43.79999923706055
00:27:01,20.799999237060547,43.70000076293945
00:28:01,20.799999237060547,43.70000076293945
00:29:01,20.799999237060547,43.79999923706055
00:30:02,20.799999237060547,43.79999923706055
00:31:01,20.799999237060547,43.79999923706055
00:32:01,20.700000762939453,43.79999923706055
00:33:02,20.700000762939453,44.0
00:34:02,20.700000762939453,43.900001525878906
00:35:02,20.700000762939453,43.900001525878906
00:36:02,20.700000762939453,43.900001525878906
00:37:02,20.700000762939453,43.900001525878906
00:38:01,20.700000762939453,43.900001525878906
00:39:01,20.700000762939453,43.900001525878906
00:40:02,20.700000762939453,44.0
00:41:02,20.600000381469727,43.900001525878906
00:42:01,20.700000762939453,44.099998474121094
00:43:01,20.600000381469727,44.0
00:44:01,20.600000381469727,44.0
00:45:01,20.700000762939453,44.0
00:46:01,20.700000762939453,44.0
00:47:01,20.700000762939453,44.0
00:48:01,20.700000762939453,44.0
00:49:02,20.600000381469727,43.900001525878906
00:50:01,20.600000381469727,43.79999923706055
00:51:01,20.700000762939453,43.900001525878906
00:52:02,20.700000762939453,44.0
00:53:02,20.600000381469727,43.900001525878906
00:54:01,20.700000762939453,44.0
00:55:01,20.600000381469727,43.900001525878906
00:56:01,20.600000381469727,43.79999923706055
00:57:01,20.600000381469727,43.900001525878906
00:58:02,20.700000762939453,44.0
00:59:01,20.700000762939453,44.0
01:00:01,20.700000762939453,44.0
01:01:02,20.700000762939453,44.0
01:02:02,20.600000381469727,43.900001525878906
01:03:01,20.700000762939453,44.0
01:04:01,20.600000381469727,43.900001525878906
01:05:02,20.700000762939453,44.0
01:06:01,20.600000381469727,43.900001525878906
01:07:01,20.600000381469727,43.900001525878906
01:08:01,20.600000381469727,44.0
01:09:02,20.600000381469727,44.0
01:10:02,20.600000381469727,44.099998474121094
01:11:02,20.600000381469727,44.099998474121094
01:12:02,20.600000381469727,44.099998474121094
01:13:02,20.5,44.20000076293945
01:14:02,20.5,44.20000076293945
01:15:02,20.5,44.29999923706055
01:16:02,20.5,44.29999923706055
01:17:02,20.399999618530273,44.20000076293945
01:18:01,20.5,44.29999923706055
01:19:01,20.5,44.29999923706055
01:20:02,20.5,44.400001525878906
01:21:02,20.5,44.29999923706055
01:22:02,20.5,44.29999923706055
01:23:02,20.5,44.29999923706055
01:24:02,20.5,44.29999923706055
01:25:01,20.399999618530273,44.29999923706055
01:26:02,20.5,44.29999923706055
01:27:02,20.5,44.400001525878906
01:28:02,20.399999618530273,44.29999923706055
01:29:01,20.399999618530273,44.29999923706055
01:30:02,20.399999618530273,44.29999923706055
01:31:02,20.399999618530273,44.29999923706055
01:32:02,20.399999618530273,44.29999923706055
01:33:01,20.399999618530273,44.29999923706055
01:34:01,20.399999618530273,44.29999923706055
01:35:01,20.399999618530273,44.29999923706055
01:36:01,20.399999618530273,44.29999923706055
01:37:01,20.399999618530273,44.29999923706055
01:38:01,20.399999618530273,44.29999923706055
01:39:01,20.399999618530273,44.29999923706055
01:40:02,20.399999618530273,44.400001525878906
01:41:02,20.399999618530273,44.400001525878906
01:42:01,20.399999618530273,44.400001525878906
01:43:01,20.399999618530273,44.400001525878906
01:44:01,20.399999618530273,44.400001525878906
01:45:01,20.399999618530273,44.400001525878906
01:46:01,20.399999618530273,44.400001525878906
01:47:01,20.399999618530273,44.400001525878906
01:48:01,20.399999618530273,44.400001525878906
01:49:01,20.399999618530273,44.400001525878906
01:50:02,20.399999618530273,44.400001525878906
01:51:02,20.399999618530273,44.400001525878906
01:52:02,20.399999618530273,44.400001525878906
01:53:02,20.399999618530273,44.400001525878906
01:54:02,20.399999618530273,44.400001525878906
01:55:02,20.399999618530273,44.400001525878906
01:56:02,20.399999618530273,44.400001525878906
01:57:01,20.299999237060547,44.400001525878906
01:58:02,20.399999618530273,44.400001525878906
01:59:02,20.399999618530273,44.29999923706055
02:00:02,20.399999618530273,44.29999923706055
02:01:02,20.399999618530273,44.29999923706055
02:02:02,20.399999618530273,44.20000076293945
02:03:01,20.399999618530273,44.29999923706055
