DATE: Sat, 22 Aug 2015 00:00:07 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:02,23.299999237060547,45.900001525878906
00:01:02,23.399999618530273,45.900001525878906
00:02:02,23.299999237060547,46.0
00:03:02,23.399999618530273,45.900001525878906
00:04:01,23.399999618530273,45.900001525878906
00:05:02,23.399999618530273,45.900001525878906
00:06:01,23.399999618530273,45.79999923706055
00:07:01,23.399999618530273,45.79999923706055
00:08:01,23.399999618530273,45.79999923706055
00:09:01,23.399999618530273,45.79999923706055
00:10:01,23.399999618530273,45.79999923706055
00:11:01,23.399999618530273,45.79999923706055
00:12:01,23.399999618530273,45.79999923706055
00:13:02,23.399999618530273,45.79999923706055
00:14:02,23.399999618530273,45.79999923706055
00:15:02,23.399999618530273,45.900001525878906
00:16:02,23.399999618530273,45.900001525878906
00:17:02,23.399999618530273,46.0
00:18:02,23.399999618530273,45.900001525878906
00:19:01,23.399999618530273,45.900001525878906
00:20:02,23.299999237060547,45.900001525878906
00:21:02,23.399999618530273,45.900001525878906
00:22:01,23.399999618530273,45.79999923706055
00:23:01,23.399999618530273,45.79999923706055
00:24:01,23.399999618530273,45.79999923706055
00:25:02,23.399999618530273,46.900001525878906
00:26:02,23.399999618530273,45.900001525878906
00:27:02,23.399999618530273,45.900001525878906
00:28:02,23.399999618530273,45.900001525878906
00:29:02,23.399999618530273,45.900001525878906
00:30:01,23.399999618530273,45.79999923706055
00:31:01,23.399999618530273,46.0
00:32:01,23.399999618530273,46.099998474121094
00:33:01,23.399999618530273,46.099998474121094
00:34:01,23.399999618530273,46.099998474121094
00:35:02,23.399999618530273,46.099998474121094
00:36:02,23.399999618530273,46.099998474121094
00:37:01,23.399999618530273,46.20000076293945
00:38:02,23.399999618530273,46.099998474121094
00:39:02,23.399999618530273,46.099998474121094
00:40:02,23.5,46.29999923706055
00:41:01,23.399999618530273,46.20000076293945
00:42:01,23.399999618530273,46.20000076293945
00:43:01,23.399999618530273,46.20000076293945
00:44:01,23.399999618530273,46.29999923706055
00:45:02,23.399999618530273,46.29999923706055
00:46:02,23.399999618530273,46.20000076293945
00:47:02,23.399999618530273,46.400001525878906
00:48:02,23.399999618530273,46.29999923706055
00:49:02,23.399999618530273,46.400001525878906
00:50:02,23.399999618530273,46.29999923706055
00:51:01,23.399999618530273,46.29999923706055
00:52:01,23.399999618530273,46.29999923706055
00:53:01,23.299999237060547,46.29999923706055
00:54:01,23.299999237060547,46.29999923706055
00:55:02,23.299999237060547,46.29999923706055
00:56:02,23.299999237060547,46.20000076293945
00:57:01,23.299999237060547,46.20000076293945
00:58:02,23.399999618530273,46.29999923706055
00:59:01,23.299999237060547,46.400001525878906
01:00:01,23.299999237060547,46.5
01:01:01,23.299999237060547,46.5
01:02:02,23.299999237060547,46.5
01:03:02,23.200000762939453,46.400001525878906
01:04:02,23.299999237060547,46.5
01:05:02,23.299999237060547,46.5
01:06:01,23.299999237060547,46.5
01:07:01,23.299999237060547,46.5
01:08:01,23.200000762939453,46.29999923706055
01:09:02,23.299999237060547,46.400001525878906
01:10:02,23.200000762939453,46.29999923706055
01:11:01,23.299999237060547,46.5
01:12:01,23.299999237060547,46.5
01:13:02,23.299999237060547,46.5
01:14:02,23.200000762939453,46.29999923706055
01:15:02,23.200000762939453,46.29999923706055
01:16:02,23.200000762939453,46.400001525878906
01:17:02,23.200000762939453,46.29999923706055
