DATE: Tue, 08 Sep 2015 00:00:04 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,20.700000762939453,51.5
00:01:02,20.700000762939453,51.599998474121094
00:02:01,20.700000762939453,51.79999923706055
00:03:01,20.700000762939453,51.599998474121094
00:04:02,20.700000762939453,51.599998474121094
00:05:02,20.700000762939453,51.5
00:06:02,20.700000762939453,51.29999923706055
00:07:02,20.700000762939453,51.400001525878906
00:08:02,20.700000762939453,51.599998474121094
00:09:01,20.700000762939453,51.5
00:10:02,20.700000762939453,51.599998474121094
00:11:02,20.700000762939453,51.599998474121094
00:12:02,20.700000762939453,51.599998474121094
00:13:02,20.700000762939453,51.5
00:14:01,20.700000762939453,51.70000076293945
00:15:01,20.700000762939453,51.5
00:16:01,20.700000762939453,51.5
00:17:02,20.700000762939453,51.599998474121094
00:18:02,20.700000762939453,51.599998474121094
00:19:02,20.600000381469727,51.5
00:20:02,20.600000381469727,51.599998474121094
00:21:02,20.700000762939453,51.70000076293945
00:22:01,20.600000381469727,51.599998474121094
00:23:01,20.700000762939453,51.79999923706055
00:24:01,20.700000762939453,51.79999923706055
00:25:01,20.600000381469727,51.70000076293945
00:26:02,20.600000381469727,51.70000076293945
00:27:02,20.700000762939453,51.79999923706055
00:28:02,20.600000381469727,51.70000076293945
00:29:01,20.700000762939453,51.70000076293945
00:30:02,20.700000762939453,51.5
00:31:01,20.600000381469727,51.599998474121094
00:32:01,20.700000762939453,51.79999923706055
00:33:01,20.700000762939453,51.79999923706055
00:34:01,20.600000381469727,51.599998474121094
00:35:01,20.600000381469727,51.5
00:36:01,20.600000381469727,51.5
00:37:01,20.700000762939453,51.70000076293945
00:38:01,20.600000381469727,51.70000076293945
00:39:02,20.600000381469727,51.70000076293945
00:40:01,20.600000381469727,51.70000076293945
00:41:01,20.600000381469727,51.70000076293945
00:42:01,20.600000381469727,51.79999923706055
00:43:02,20.600000381469727,51.5
00:44:02,20.600000381469727,51.29999923706055
00:45:02,20.600000381469727,51.5
00:46:02,20.600000381469727,51.5
00:47:02,20.600000381469727,51.599998474121094
00:48:01,20.5,51.70000076293945
00:49:01,20.5,51.70000076293945
00:50:02,20.600000381469727,51.70000076293945
00:51:01,20.600000381469727,51.70000076293945
00:52:01,20.5,51.900001525878906
00:53:01,20.5,51.79999923706055
