DATE: Sun, 09 Aug 2015 00:00:04 +0000
Time,Temperature [degree C],Relative humidity [%]
00:00:01,22.5,38.599998474121094
00:01:01,22.600000381469727,38.70000076293945
00:02:02,22.600000381469727,38.70000076293945
00:03:02,22.5,38.70000076293945
00:04:02,22.5,38.70000076293945
00:05:02,22.5,38.70000076293945
00:06:02,22.5,38.79999923706055
00:07:02,22.5,38.79999923706055
00:08:02,22.5,38.79999923706055
00:09:02,22.5,38.79999923706055
00:10:02,22.399999618530273,38.70000076293945
00:11:02,22.5,38.79999923706055
00:12:01,22.5,38.900001525878906
00:13:01,22.5,38.900001525878906
00:14:02,22.5,38.79999923706055
00:15:02,22.399999618530273,38.70000076293945
00:16:02,22.5,38.900001525878906
00:17:02,22.5,39.20000076293945
00:18:02,22.5,39.29999923706055
00:19:02,22.5,38.900001525878906
00:20:02,22.399999618530273,38.79999923706055
00:21:01,22.399999618530273,38.900001525878906
00:22:01,22.5,39.0
00:23:01,22.399999618530273,38.900001525878906
00:24:01,22.399999618530273,38.900001525878906
00:25:01,22.399999618530273,38.900001525878906
00:26:01,22.399999618530273,38.900001525878906
00:27:01,22.399999618530273,38.900001525878906
00:28:01,22.399999618530273,38.900001525878906
00:29:02,22.399999618530273,39.0
00:30:02,22.399999618530273,39.0
00:31:01,22.399999618530273,39.099998474121094
00:32:01,22.399999618530273,39.099998474121094
00:33:02,22.399999618530273,39.099998474121094
00:34:02,22.399999618530273,39.0
00:35:02,22.399999618530273,39.099998474121094
00:36:01,22.399999618530273,39.099998474121094
00:37:02,22.399999618530273,39.099998474121094
00:38:02,22.399999618530273,39.099998474121094
00:39:02,22.299999237060547,39.099998474121094
00:40:02,22.399999618530273,39.099998474121094
00:41:02,22.399999618530273,39.099998474121094
00:42:02,22.299999237060547,39.099998474121094
00:43:02,22.399999618530273,39.099998474121094
00:44:02,22.299999237060547,39.20000076293945
00:45:02,22.299999237060547,39.20000076293945
00:46:02,22.299999237060547,39.20000076293945
00:47:02,22.299999237060547,39.20000076293945
00:48:02,22.299999237060547,39.20000076293945
00:49:02,22.299999237060547,39.20000076293945
00:50:02,22.299999237060547,39.20000076293945
00:51:02,22.299999237060547,39.20000076293945
00:52:02,22.299999237060547,39.29999923706055
00:53:02,22.299999237060547,39.29999923706055
00:54:02,22.299999237060547,39.29999923706055
00:55:02,22.200000762939453,39.20000076293945
00:56:01,22.299999237060547,39.400001525878906
00:57:01,22.299999237060547,39.400001525878906
00:58:01,22.299999237060547,39.400001525878906
00:59:01,22.200000762939453,39.29999923706055
01:00:01,22.200000762939453,39.29999923706055
01:01:02,22.200000762939453,39.29999923706055
01:02:02,22.200000762939453,39.400001525878906
01:03:01,22.200000762939453,39.400001525878906
01:04:02,22.200000762939453,39.5
01:05:02,22.200000762939453,39.5
01:06:02,22.200000762939453,39.5
01:07:02,22.200000762939453,39.5
01:08:02,22.200000762939453,39.5
01:09:02,22.200000762939453,39.5
01:10:02,22.200000762939453,39.5
01:11:01,22.200000762939453,39.5
01:12:01,22.100000381469727,39.5
01:13:01,22.100000381469727,39.5
01:14:01,22.200000762939453,39.599998474121094
01:15:01,22.200000762939453,39.599998474121094
01:16:01,22.100000381469727,39.599998474121094
01:17:02,22.100000381469727,39.599998474121094
01:18:01,22.100000381469727,39.599998474121094
01:19:01,22.100000381469727,39.70000076293945
01:20:02,22.100000381469727,39.70000076293945
01:21:02,22.100000381469727,39.70000076293945
01:22:02,22.100000381469727,39.70000076293945
01:23:02,22.100000381469727,39.70000076293945
01:24:01,22.200000762939453,39.79999923706055
01:25:01,22.100000381469727,39.70000076293945
01:26:02,22.100000381469727,39.79999923706055
01:27:02,22.100000381469727,39.70000076293945
01:28:02,22.100000381469727,39.79999923706055
01:29:01,22.200000762939453,39.70000076293945
01:30:02,22.100000381469727,39.70000076293945
01:31:02,22.100000381469727,39.70000076293945
01:32:02,22.200000762939453,39.70000076293945
01:33:02,22.100000381469727,39.79999923706055
01:34:01,22.100000381469727,39.79999923706055
01:35:01,22.100000381469727,39.79999923706055
01:36:02,22.100000381469727,39.900001525878906
01:37:01,22.100000381469727,39.900001525878906
01:38:01,22.100000381469727,39.900001525878906
01:39:01,22.100000381469727,41.0
01:40:02,22.100000381469727,39.900001525878906
01:41:01,22.100000381469727,39.900001525878906
01:42:02,22.100000381469727,39.900001525878906
01:43:02,22.100000381469727,39.900001525878906
01:44:02,22.100000381469727,39.900001525878906
01:45:02,22.100000381469727,40.0
01:46:01,22.100000381469727,40.0
01:47:01,22.100000381469727,39.900001525878906
01:48:01,22.100000381469727,39.900001525878906
01:49:01,22.100000381469727,39.900001525878906
01:50:02,22.100000381469727,40.0
01:51:02,22.100000381469727,39.900001525878906
01:52:01,22.100000381469727,40.0
01:53:01,22.100000381469727,40.0
01:54:01,22.100000381469727,40.0
01:55:01,22.100000381469727,40.0
01:56:01,22.100000381469727,39.900001525878906
01:57:01,22.100000381469727,40.0
01:58:02,22.100000381469727,40.0
01:59:01,22.100000381469727,40.099998474121094
02:00:01,22.100000381469727,40.099998474121094
02:01:01,22.100000381469727,40.099998474121094
02:02:02,22.100000381469727,40.099998474121094
02:03:02,22.100000381469727,40.099998474121094
02:04:02,22.0,40.099998474121094
02:05:01,22.100000381469727,40.20000076293945
02:06:02,22.0,40.099998474121094
02:07:02,22.0,40.20000076293945
02:08:02,22.0,40.20000076293945
02:09:01,22.0,40.20000076293945
02:10:02,22.0,40.20000076293945
02:11:01,22.0,40.20000076293945
02:12:01,22.0,40.29999923706055
02:13:01,22.0,40.29999923706055
02:14:01,22.0,40.29999923706055
02:15:01,21.899999618530273,40.29999923706055
02:16:02,22.0,40.400001525878906
02:17:02,22.0,40.29999923706055
02:18:01,22.0,40.29999923706055
02:19:01,22.0,40.29999923706055
02:20:02,22.0,40.400001525878906
02:21:02,22.0,40.400001525878906
02:22:02,22.0,40.400001525878906
02:23:02,21.899999618530273,40.400001525878906
02:24:02,22.0,40.400001525878906
02:25:01,21.899999618530273,40.400001525878906
02:26:01,21.899999618530273,40.5
02:27:01,21.899999618530273,40.5
02:28:01,21.899999618530273,40.5
02:29:02,21.899999618530273,40.5
02:30:02,21.899999618530273,40.599998474121094
02:31:01,21.899999618530273,40.5
02:32:01,21.899999618530273,40.5
02:33:01,21.899999618530273,40.5
02:34:01,21.899999618530273,40.599998474121094
02:35:01,21.799999237060547,40.5
02:36:02,21.799999237060547,40.5
02:37:02,21.899999618530273,40.70000076293945
02:38:02,21.799999237060547,40.599998474121094
02:39:02,21.799999237060547,40.599998474121094
02:40:02,21.799999237060547,40.599998474121094
02:41:02,21.799999237060547,40.599998474121094
02:42:02,21.799999237060547,40.70000076293945
02:43:02,21.799999237060547,40.70000076293945
02:44:01,21.799999237060547,40.70000076293945
02:45:01,21.899999618530273,40.79999923706055
02:46:01,21.799999237060547,40.70000076293945
02:47:01,21.799999237060547,40.70000076293945
02:48:01,21.799999237060547,40.79999923706055
02:49:01,21.799999237060547,40.70000076293945
02:50:02,21.799999237060547,40.79999923706055
02:51:02,21.799999237060547,40.70000076293945
02:52:01,21.799999237060547,40.70000076293945
02:53:02,21.799999237060547,40.70000076293945
02:54:02,21.899999618530273,40.79999923706055
02:55:02,21.799999237060547,40.70000076293945
02:56:02,21.799999237060547,40.70000076293945
02:57:01,21.799999237060547,40.70000076293945
02:58:02,21.799999237060547,40.70000076293945
02:59:01,21.799999237060547,40.599998474121094
03:00:02,21.799999237060547,40.599998474121094
03:01:02,21.899999618530273,40.79999923706055
03:02:02,21.799999237060547,40.70000076293945
03:03:02,21.799999237060547,40.79999923706055
03:04:02,21.799999237060547,40.79999923706055
03:05:02,21.799999237060547,40.70000076293945
03:06:01,21.799999237060547,40.70000076293945
03:07:01,21.799999237060547,40.70000076293945
03:08:01,21.799999237060547,40.70000076293945
03:09:01,21.799999237060547,40.79999923706055
03:10:02,21.799999237060547,40.79999923706055
